,A,B,C,D,E,F,G,H,I
v741,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0
v742,0.6,0.8,0.4,0.1,0.9,0.6,0.7,0.5,
v743,0.8,0.3,0.3,0.8,0.0,0.1,0.6,0.2,0.7
v744,0.7,0.4,0.5,0.8,0.0,0.3,0.3,0.4,0.8
v745,0.8,0.7,0.6,0.3,0.7,0.5,0.5,0.0,0.1
v746,0.6,0.3,0.2,0.8,0.0,0.0,0.4,0.7,0.2
v747,0.8,,,,0.9,0.0,,0.0,0.0
v748,0.6,0.0,0.0,0.7,0.0,0.0,0.4,0.9,0.4
v749,0.8,0.6,0.6,0.7,0.2,0.3,0.4,0.7,0.5
v750,0.9,0.3,0.0,0.5,0.0,0.0,0.0,0.0,0.0
v751,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v752,1.0,0.0,0.0,0.7,0.0,0.0,0.3,1.0,0.4
v753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v754,0.6,0.6,0.6,0.4,0.5,0.8,0.6,0.4,0.4
v755,0.3,0.8,0.3,0.3,0.3,0.5,0.8,0.3,0.3
v756,1.0,0.6,0.8,0.9,0.0,0.5,0.3,0.4,0.0
v757,0.4,1.0,0.5,0.1,0.2,1.0,0.9,0.0,0.6
v758,0.0,0.5,,0.0,,0.5,0.5,0.0,0.0
v759,0.6,0.0,0.2,0.6,0.0,0.0,0.2,0.3,0.5
v760,0.9,0.4,0.6,0.9,0.9,1.0,0.7,0.2,0.6
v761,0.8,0.5,0.3,0.8,0.1,0.2,0.2,0.8,0.5
v762,0.8,0.4,0.8,1.0,0.0,0.1,0.5,0.7,0.6
v763,0.8,0.6,0.4,0.6,0.0,0.4,0.6,0.6,0.8
v764,0.8,0.4,0.2,0.9,0.0,0.0,0.2,1.0,0.7
v765,0.6,0.5,,0.3,0.1,0.1,0.4,0.2,0.4
v766,0.5,0.7,0.4,0.8,0.0,0.6,0.3,0.5,0.3
v767,0.6,0.0,0.4,0.7,0.0,0.0,0.2,0.9,0.2
v768,0.0,0.9,0.2,0.1,0.9,0.7,0.3,0.1,0.0
v769,0.7,0.3,0.5,,,0.3,0.3,,0.3
v770,0.8,0.3,,0.9,0.1,0.7,0.4,0.7,
v771,0.7,0.4,0.4,0.9,0.0,0.0,0.4,1.0,0.6
v772,0.9,0.2,0.0,0.3,0.0,0.0,0.1,0.2,0.1
v773,0.3,0.4,0.2,0.2,0.4,0.5,0.4,0.1,0.3
v774,0.2,0.4,,0.3,,0.7,0.3,0.3,0.3
v775,0.5,0.7,0.3,0.4,0.5,0.8,0.6,0.1,0.5
v776,0.9,0.4,0.3,0.9,0.0,0.4,0.5,0.8,0.8
v777,0.5,,,,,,,,
v778,0.8,0.8,0.1,0.4,0.5,0.1,0.5,0.1,0.2
v779,0.1,0.4,0.3,0.0,0.5,1.0,0.4,0.0,0.0
v780,0.1,0.5,1.0,0.1,0.5,0.2,0.5,0.1,0.1
v781,0.7,0.2,0.6,0.8,0.1,0.2,0.3,0.8,0.4
v782,0.8,0.5,0.4,0.9,0.0,0.1,0.6,0.8,0.4
v783,0.5,0.6,0.8,0.7,0.0,0.1,0.5,0.6,0.5
v784,0.0,0.5,1.0,0.0,1.0,0.0,0.5,0.0,1.0
v785,0.5,0.3,0.4,0.8,0.0,0.2,0.2,0.6,0.7
v786,0.8,0.2,0.4,0.9,0.0,0.2,0.4,0.9,0.5
v787,0.6,0.6,0.8,0.4,0.3,0.8,0.6,0.0,0.0
v788,0.3,1.0,0.4,0.2,0.6,1.0,0.9,0.0,0.2
v789,0.9,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.1
v790,0.7,0.4,0.6,0.7,0.0,0.0,0.4,0.5,0.1
v791,1.0,0.3,,0.9,0.1,0.2,0.3,0.9,0.4
v792,0.7,0.5,,0.3,1.0,,0.3,,0.1
v793,0.1,0.6,0.6,0.3,0.6,0.8,,0.0,0.1
v794,0.4,0.2,0.0,0.5,0.9,0.0,0.0,0.0,0.0
v795,1.0,1.0,0.6,0.5,0.9,0.9,1.0,0.1,0.5
v796,0.7,0.2,0.1,0.9,0.0,0.1,0.5,0.7,0.7
v797,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7,0.0
v798,1.0,0.2,0.1,0.6,0.0,0.0,0.3,0.6,0.5
v799,0.4,0.3,0.2,0.6,0.0,0.1,0.2,0.7,0.7
v800,0.4,0.7,0.2,0.4,0.0,0.7,0.8,0.2,0.4
v801,0.7,0.3,0.5,0.9,0.0,0.0,0.3,0.6,0.5
v802,0.8,0.3,0.3,0.5,0.1,0.1,0.2,0.0,0.1
v803,0.5,0.4,0.6,0.6,0.0,0.0,,0.8,0.8
v804,0.5,0.0,0.2,0.2,0.3,0.0,0.0,0.0,0.0
v805,0.9,0.5,0.5,0.4,0.1,0.4,0.4,0.0,0.3
v806,0.8,0.5,,0.3,,0.5,0.3,0.8,0.1
v807,1.0,0.4,0.2,0.9,0.3,0.2,0.3,0.3,0.2
v808,1.0,0.2,0.2,0.3,0.2,0.3,0.3,0.2,0.3
v809,0.6,0.6,0.9,0.7,0.0,0.8,0.5,0.5,0.7
v810,0.3,0.0,0.2,0.5,0.0,0.0,0.0,0.8,0.5
v811,0.2,1.0,0.6,0.4,0.2,0.3,0.4,0.5,0.2
v812,0.2,1.0,0.8,0.1,0.6,0.9,1.0,0.0,0.2
v813,0.6,0.8,,0.3,,0.7,0.8,0.3,0.2
v814,0.4,0.4,0.1,1.0,0.0,0.0,0.2,1.0,0.3
v815,0.7,0.1,0.4,0.9,0.0,0.1,0.3,0.8,0.6
v816,0.9,0.6,,,,,0.6,,
v817,0.2,0.8,0.5,0.2,0.0,0.2,0.5,0.1,0.2
v818,0.5,0.8,0.3,0.0,0.4,0.0,0.3,0.0,0.0
v819,0.5,0.6,0.3,0.1,0.9,0.7,0.2,0.0,0.1
v820,0.2,0.3,0.3,0.0,0.5,0.0,0.3,0.0,0.3
v821,0.3,0.2,0.3,0.2,0.3,0.2,0.9,0.1,0.2
v822,0.7,0.1,0.0,0.8,0.0,0.1,0.1,0.9,0.8
v823,0.8,0.2,0.3,0.7,0.0,0.0,0.2,0.8,0.3
v824,0.6,0.4,0.3,0.9,0.0,0.1,0.3,0.8,0.8
v825,0.5,0.2,0.0,0.2,0.0,0.0,0.4,0.8,0.2
v826,0.0,0.8,0.4,0.3,1.0,0.8,0.4,0.0,0.2
v827,0.7,0.4,,0.5,,0.2,0.2,0.4,0.1
v828,0.0,0.4,0.3,0.0,1.0,0.0,0.6,0.0,0.0
v829,0.7,0.8,0.9,0.6,0.6,0.8,0.9,0.5,0.5
v830,1.0,0.5,0.5,1.0,0.0,0.5,0.2,1.0,0.2
v831,0.8,0.4,0.3,0.7,0.0,0.0,0.2,0.4,0.4
v832,0.9,0.0,0.1,0.4,0.0,0.2,0.4,0.2,0.5
v833,0.9,0.7,0.7,0.7,0.1,0.5,0.3,0.2,0.2
v834,0.8,0.5,,0.7,,,0.3,0.4,0.3
v835,0.4,0.7,0.8,0.3,0.2,0.5,0.6,0.0,0.6
v836,0.8,0.2,0.2,0.4,0.1,0.0,0.4,0.0,0.4
v837,0.7,0.2,0.4,0.9,0.0,0.1,0.4,0.4,0.7
v838,1.0,,,,,,,,
v839,0.8,0.2,0.3,0.7,,0.3,0.0,1.0,0.1
v840,0.6,0.4,0.7,0.4,0.0,0.4,0.0,0.0,1.0
v841,0.8,0.4,0.4,0.6,0.1,0.2,0.4,0.2,0.5
v842,0.6,0.8,0.7,0.4,0.8,0.6,0.7,0.1,0.5
v843,0.8,0.1,0.2,0.8,0.0,0.1,0.2,1.0,0.2
v844,0.5,0.3,0.2,0.7,0.1,0.1,0.3,0.8,0.4
v845,0.8,0.2,0.3,0.9,0.0,0.1,0.3,0.7,0.4
v846,0.0,1.0,0.9,0.0,1.0,0.5,0.0,0.0,0.0
v847,0.5,0.3,0.2,0.8,0.1,0.1,0.1,1.0,0.5
v848,1.0,0.2,0.2,0.7,0.2,0.2,0.3,0.3,0.4
v849,1.0,0.4,0.4,0.5,0.2,0.3,0.3,0.6,0.3
v850,0.2,0.8,0.2,0.0,0.8,0.6,0.5,0.0,0.0
v851,0.3,0.8,0.9,0.1,0.5,0.7,0.7,0.1,0.3
v852,0.8,0.6,0.5,0.8,0.0,0.1,0.2,0.8,0.6
v853,0.0,0.4,,0.1,0.2,0.4,0.1,0.0,0.6
v854,0.2,0.3,0.4,0.8,0.0,0.1,0.4,1.0,0.6
v855,0.6,0.2,0.3,0.9,0.0,0.1,0.3,1.0,0.5
v856,0.3,0.3,0.8,0.0,0.8,0.8,0.6,0.0,0.3
v857,0.5,,0.0,0.9,0.0,,,0.9,
v858,0.6,0.8,0.8,0.3,0.6,0.6,0.7,0.3,0.5
v859,0.7,0.2,0.2,0.7,0.2,0.2,0.2,0.5,0.2
v860,0.9,0.5,0.0,0.8,0.0,0.5,0.5,0.8,0.8
v861,0.9,0.3,0.1,0.7,0.0,0.6,0.4,0.2,0.0
v862,0.2,0.9,0.3,0.1,0.9,0.9,0.9,0.0,0.1
v863,0.0,0.8,0.6,0.1,0.0,0.8,0.4,0.1,0.4
v864,0.5,0.5,0.7,0.6,0.3,0.8,0.4,0.7,0.4
v865,0.3,0.5,0.0,0.0,0.7,0.5,0.5,0.0,0.3
v866,0.6,0.8,0.9,0.0,0.9,0.9,0.1,0.0,0.3
v867,0.2,0.4,,,,0.7,0.4,0.0,0.0
v868,0.3,0.8,0.5,0.1,0.5,0.7,0.3,0.5,0.1
v869,0.6,0.7,0.8,0.5,0.0,0.5,0.6,0.3,0.7
v870,1.0,0.0,0.0,0.7,0.0,0.2,0.2,0.2,0.0
v871,0.4,0.4,0.2,0.5,0.8,0.3,0.4,0.4,0.3
v872,0.7,0.3,0.2,0.9,0.1,0.2,0.0,0.5,0.1
v873,1.0,0.0,0.0,0.8,0.0,0.1,0.2,0.4,0.5
v874,0.6,0.6,0.6,0.4,0.0,0.5,0.7,0.1,0.7
v875,1.0,0.0,0.0,1.0,0.0,0.3,0.0,0.8,0.3
v876,0.4,0.3,0.6,0.2,0.0,0.2,0.4,0.6,0.4
v877,1.0,0.6,0.0,0.8,0.0,0.8,0.2,0.8,0.0
v878,0.4,0.6,0.6,0.2,0.8,0.7,0.6,0.0,0.4
v879,0.7,0.2,0.1,0.8,0.0,0.1,0.3,0.5,0.7
v880,,,,,1.0,,,,
v881,0.7,0.2,0.5,0.7,0.0,0.1,0.0,0.5,0.0
v882,0.9,0.0,,0.5,0.0,0.5,0.0,,0.0
v883,0.8,0.7,,0.7,,0.4,0.5,0.7,0.6
v884,0.8,0.0,0.2,0.8,0.0,0.2,0.0,0.2,0.3
v885,0.1,0.0,0.0,0.0,0.3,0.5,0.1,0.0,0.0
v886,0.8,0.1,0.0,0.1,0.0,0.2,0.1,0.0,0.3
v887,0.5,0.8,0.5,0.3,0.4,0.6,0.8,0.3,0.3
v888,0.7,0.6,0.8,0.5,0.0,0.9,0.5,0.0,0.7
v889,0.8,0.5,0.3,0.2,0.3,0.3,0.4,0.1,0.2
v890,0.4,0.0,0.0,0.9,0.4,0.1,0.7,0.1,0.4
v891,1.0,0.2,0.3,0.3,0.5,0.2,0.2,0.1,0.2
v892,0.7,0.8,1.0,0.0,0.0,0.8,0.5,0.0,0.7
v893,0.7,0.9,0.6,0.7,0.5,0.8,0.7,0.4,0.8
v894,0.7,0.7,0.7,0.7,0.1,0.2,0.5,0.6,0.9
v895,0.7,0.3,0.2,0.8,0.0,0.1,0.3,0.9,0.7
v896,0.7,0.3,0.3,0.3,0.7,0.3,0.3,0.0,0.0
v897,0.8,0.5,0.5,0.7,0.3,0.5,0.3,0.6,0.2
v898,0.0,0.2,0.7,0.0,0.9,1.0,0.3,0.0,0.0
v899,0.7,0.7,0.8,0.5,0.2,0.3,0.7,0.5,0.4
v900,0.7,0.5,0.6,0.4,0.0,0.4,0.5,0.1,0.8
v901,0.8,0.4,0.4,0.8,0.1,0.2,0.3,0.7,0.5
v902,0.7,0.2,0.1,0.7,0.2,0.1,0.5,0.1,0.4
v903,0.0,0.7,0.6,0.0,0.0,0.7,0.1,0.0,0.7
v904,,0.5,,,,0.5,,,
v905,0.7,0.7,1.0,0.2,0.6,0.5,0.8,0.0,0.5
v906,0.8,0.4,0.5,0.6,0.0,0.1,0.2,0.5,0.2
v907,0.2,0.1,0.3,0.8,0.0,0.7,0.1,1.0,0.7
v908,0.6,0.6,0.6,0.6,1.0,0.8,0.3,0.6,0.0
v909,0.6,0.1,,1.0,0.0,0.0,0.1,0.9,0.6
v910,0.4,0.6,0.4,0.2,0.4,0.7,0.4,0.0,0.5
v911,0.9,0.4,0.4,0.7,0.1,0.3,0.3,0.6,0.3
v912,0.6,0.5,0.2,0.7,0.0,0.1,0.6,0.5,1.0
v913,0.9,0.4,0.0,0.4,0.0,0.3,0.4,0.3,0.0
v914,0.9,0.2,,0.3,0.4,0.2,0.6,,0.6
v915,0.9,0.6,0.5,0.4,0.0,0.8,0.3,0.3,0.0
v916,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.7,0.3
v917,0.7,0.3,0.3,1.0,0.0,0.2,0.3,0.9,0.8
v918,0.7,0.0,0.4,0.5,0.0,0.0,0.1,0.6,0.1
v919,1.0,,,,,,,,
v920,0.4,0.8,0.7,0.2,0.9,0.5,0.5,0.0,0.2
v921,1.0,0.0,0.0,0.9,0.0,0.0,0.0,0.9,0.0
v922,0.7,0.0,0.0,0.7,0.0,0.0,0.0,1.0,0.5
v923,0.3,0.3,0.3,0.7,0.0,0.2,0.2,0.9,0.6
v924,0.7,0.2,0.3,0.9,0.0,0.3,0.4,0.9,0.5
v925,0.9,0.4,0.3,0.7,0.3,0.4,0.5,0.6,0.4
v926,0.8,0.2,0.1,0.1,0.0,0.2,0.4,0.0,0.1
v927,1.0,0.4,0.0,0.9,0.0,0.0,0.0,0.3,0.0
v928,0.0,1.0,0.0,0.2,0.0,0.8,0.7,0.0,0.0
v929,0.3,0.6,0.9,0.0,0.7,0.9,0.7,0.0,0.1
v930,0.4,0.9,0.8,0.1,0.4,0.7,1.0,0.0,0.5
v931,1.0,0.3,0.8,0.8,0.4,0.4,0.3,0.9,0.3
v932,0.9,0.5,0.4,0.8,0.0,0.6,0.4,0.3,0.7
v933,0.5,0.2,,0.7,0.0,0.0,0.1,0.9,0.5
v934,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
v935,0.8,,,,,,,,
v936,0.8,0.4,0.7,0.6,0.0,0.3,0.2,0.2,0.8
v937,0.6,0.7,0.7,0.5,0.4,0.4,0.8,0.1,0.9
v938,0.0,0.4,0.2,0.2,0.1,0.0,0.3,0.0,0.0
v939,0.5,0.0,0.0,0.9,0.0,0.2,0.6,0.0,0.4
v940,0.8,0.6,0.8,0.4,0.0,0.2,0.4,0.0,0.1
v941,0.6,0.6,0.5,1.0,,0.5,,0.7,
v942,0.6,,,0.6,,,,0.2,
v943,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
v944,0.7,0.0,0.3,0.8,0.0,0.0,0.0,0.7,0.2
v945,0.6,0.1,0.1,0.9,0.0,0.1,0.1,0.9,0.7
v946,0.9,0.2,0.2,0.8,0.2,0.0,0.4,1.0,
v947,0.7,0.5,0.0,0.5,0.0,0.0,0.0,0.8,0.0
v948,0.9,0.2,0.6,0.8,0.0,0.2,0.0,0.5,0.9
v949,0.3,0.7,0.8,0.3,0.0,0.4,0.6,0.1,0.2
v950,0.8,0.6,0.0,0.6,0.0,0.6,0.3,0.7,0.7
v951,0.7,0.4,0.5,0.7,0.0,0.0,0.5,0.8,0.6
v952,0.9,0.2,0.5,0.8,0.0,0.4,0.1,0.6,0.4
v953,0.8,0.4,0.5,0.2,0.0,0.2,0.8,0.0,0.5
v954,0.5,1.0,0.9,0.5,0.7,1.0,0.7,0.1,0.6
v955,0.6,0.7,0.7,0.3,1.0,0.8,0.7,0.1,0.4
v956,0.3,0.5,0.7,0.6,0.0,0.3,0.5,0.2,0.7
v957,1.0,0.0,,1.0,,,,,
v958,0.1,,0.8,0.4,,0.6,0.5,0.4,0.1
v959,1.0,0.2,0.3,1.0,0.0,0.0,0.1,0.8,0.6
v960,0.9,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0
v961,0.8,0.0,0.3,0.3,0.0,0.0,0.2,0.3,0.2
v962,1.0,,,0.8,,,,,
v963,0.8,0.4,0.5,0.7,0.0,0.2,0.4,0.5,1.0
v964,0.9,0.3,0.5,0.5,0.0,0.6,0.1,0.1,0.0
v965,0.2,0.9,0.8,0.2,0.1,0.6,0.9,0.0,0.0
v966,0.4,0.8,0.6,0.3,0.5,0.5,0.5,0.2,0.4
v967,1.0,0.4,0.5,0.9,0.0,0.4,0.4,0.8,0.5
v968,0.7,0.2,0.7,0.8,0.0,0.1,0.2,0.5,0.7
v969,1.0,0.5,,1.0,0.2,,0.3,1.0,0.5
v970,0.7,,0.3,,,,,,
v971,1.0,0.5,0.3,0.8,0.3,0.2,0.0,0.3,0.6
v972,0.8,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0
v973,0.9,0.2,0.2,0.9,0.0,0.0,0.1,0.7,0.2
v974,0.0,0.7,0.7,0.1,0.6,1.0,0.6,0.0,0.3
v975,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.4
v976,0.8,0.7,0.3,0.3,0.5,0.7,0.9,0.0,0.2
v977,0.0,0.8,0.4,0.3,0.1,0.8,0.5,0.0,0.2
v978,0.6,0.3,0.3,0.7,0.0,0.0,0.4,0.9,0.5
v979,0.9,0.5,0.4,1.0,0.0,0.4,0.6,0.6,0.9
v980,0.7,0.2,0.3,0.9,0.0,0.0,0.1,0.4,0.6
v981,0.5,0.1,0.2,1.0,0.0,0.1,0.1,1.0,0.5
v982,0.5,0.2,0.7,0.2,0.0,0.0,0.4,0.1,0.5
v983,0.1,0.2,,0.1,,0.7,0.5,0.0,0.1
v984,0.5,0.8,0.4,0.3,0.4,0.4,0.9,0.1,0.3
v985,0.9,0.5,0.6,0.8,0.3,0.5,0.4,0.7,0.7
v986,0.3,,0.0,0.2,0.0,0.7,0.2,0.3,0.3
v987,0.2,0.5,0.5,0.2,0.2,0.7,0.8,0.2,0.2
v988,0.7,0.2,0.2,0.8,0.0,0.1,0.3,0.8,0.7
v989,0.6,0.7,0.6,0.5,,0.8,0.8,0.2,0.5
v990,0.2,0.8,,0.1,,,0.6,0.0,0.1
v991,0.2,0.4,1.0,0.2,1.0,1.0,0.2,0.1,0.2
v992,0.4,0.2,0.0,0.5,0.0,0.0,0.3,1.0,
v993,0.7,0.7,0.3,0.2,0.8,0.3,0.3,0.0,0.2
v994,1.0,0.1,0.1,0.9,0.0,0.0,0.1,0.4,0.1
v995,0.9,0.6,0.6,0.7,0.0,0.2,0.1,0.6,0.4
v996,0.5,0.8,0.9,0.1,0.6,0.3,0.8,0.0,0.3
v997,0.0,0.5,0.0,0.0,0.0,0.9,0.6,0.0,0.0
v998,0.8,0.1,0.1,0.5,0.0,0.1,0.3,0.5,0.4
v999,0.0,0.0,0.5,0.0,0.1,0.2,0.0,0.1,0.0
v1000,0.7,0.5,0.5,0.7,0.1,0.3,0.4,0.6,0.9
v1001,0.7,0.2,0.2,0.8,0.0,0.2,0.1,0.6,1.0
v1002,0.3,0.3,0.4,0.1,0.7,0.1,0.0,0.0,0.3
v1003,0.0,0.5,0.5,0.5,0.5,0.5,0.7,0.3,0.0
v1004,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0
v1005,1.0,0.1,0.3,1.0,0.0,0.0,0.2,0.4,0.5
v1006,0.1,0.3,0.3,0.1,0.7,0.8,0.8,0.0,0.1
v1007,,1.0,0.1,,,0.2,0.1,,
v1008,0.4,0.8,0.0,0.1,0.6,0.9,0.8,0.2,0.0
v1009,1.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0
v1010,0.5,0.6,0.6,0.2,0.1,0.6,0.6,0.1,0.5
v1011,0.2,0.8,0.8,0.1,0.8,1.0,0.4,0.1,0.2
v1012,0.4,1.0,0.8,0.0,0.8,0.9,0.9,0.0,0.1
v1013,0.5,1.0,0.8,0.2,,0.7,0.5,,0.0
v1014,0.7,0.3,0.3,0.6,0.0,0.0,0.0,0.4,0.9
v1015,0.8,0.1,0.3,0.7,0.1,0.1,0.1,0.4,0.5
v1016,0.5,0.4,0.0,0.0,0.5,0.4,0.5,0.0,0.0
v1017,0.1,0.5,0.8,0.1,0.7,0.6,0.4,0.0,0.0
v1018,0.8,0.3,0.8,0.3,1.0,0.8,0.6,0.1,
v1019,0.3,1.0,1.0,0.0,1.0,1.0,0.7,0.0,0.3
v1020,0.4,0.2,0.0,0.7,0.0,,0.2,0.5,0.3
v1021,0.0,0.3,0.6,0.0,0.1,0.3,0.0,0.0,0.1
v1022,1.0,0.2,0.3,0.5,0.0,0.3,0.3,0.0,0.6
v1023,0.4,0.5,0.5,0.1,0.4,0.9,0.8,0.0,0.4
v1024,0.2,0.2,0.2,0.0,0.0,0.0,1.0,0.0,0.0
v1025,0.6,0.3,0.6,0.2,0.5,0.0,0.4,0.0,0.1
v1026,0.8,,0.5,0.3,0.8,0.7,1.0,0.5,0.2
v1027,0.3,0.5,0.3,0.1,0.7,0.8,0.0,0.0,0.0
v1028,1.0,0.0,0.0,0.5,0.0,0.0,0.1,0.5,0.1
v1029,0.9,0.4,0.0,0.8,0.0,0.1,0.1,0.1,0.2
v1030,0.7,0.3,0.1,0.3,0.0,0.2,0.6,0.0,0.4
v1031,0.6,0.8,0.5,0.6,0.1,0.5,0.7,0.3,0.7
v1032,0.5,0.5,0.7,0.5,0.4,0.1,0.2,0.2,0.2
v1033,0.1,0.5,0.0,0.0,0.8,0.8,0.5,0.0,0.0
v1034,0.3,0.4,0.5,0.5,0.0,0.0,0.0,0.2,0.2
v1035,0.3,0.5,0.3,0.0,0.4,0.2,0.4,0.0,0.2
v1036,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.0,0.0
v1037,0.9,0.6,0.5,0.7,0.1,0.2,0.7,0.7,0.7
v1038,0.4,0.7,0.5,0.4,0.8,0.6,0.6,0.1,0.3
v1039,0.6,0.5,0.2,0.4,0.2,0.8,0.4,0.0,0.3
v1040,0.8,0.4,0.4,0.8,0.4,0.5,0.3,0.7,0.5
v1041,0.8,0.4,0.3,0.9,0.1,0.5,0.3,0.7,0.4
v1042,0.5,0.4,0.4,0.0,0.2,0.7,0.3,0.0,0.5
v1043,0.0,0.0,0.0,0.0,1.0,0.1,0.3,0.0,0.0
v1044,0.3,0.7,0.7,0.7,0.2,0.7,0.3,0.2,0.3
v1045,0.8,0.4,0.6,0.6,1.0,0.7,0.3,0.3,0.2
v1046,0.0,1.0,0.5,0.0,0.5,0.6,0.5,0.0,0.0
v1047,0.4,0.6,0.6,0.4,0.7,0.5,0.6,0.4,0.6
v1048,0.6,0.7,1.0,0.3,0.6,0.8,0.5,0.3,0.5
v1049,0.7,0.1,0.1,0.6,0.0,0.0,0.0,0.0,0.0
v1050,0.3,0.4,0.5,0.1,0.0,0.4,0.3,0.0,0.4
v1051,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.6,0.0
v1052,0.7,0.7,,0.4,,0.5,0.7,,0.5
v1053,0.7,0.6,,0.7,,,,,0.8
v1054,0.8,0.3,,,,0.1,0.4,,0.3
v1055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
v1056,0.0,0.5,0.0,0.0,0.5,0.8,0.5,0.0,0.0
v1057,0.8,0.2,0.3,0.9,0.1,0.2,0.2,0.9,0.5
v1058,0.8,0.3,0.1,1.0,0.0,0.1,0.4,1.0,0.6
v1059,0.7,0.5,0.9,0.6,0.6,0.5,0.7,0.7,0.6
v1060,0.3,0.8,0.0,0.2,0.1,0.3,0.6,0.0,0.3
v1061,0.1,0.6,0.6,0.1,0.5,0.6,0.7,0.0,0.1
v1062,0.5,0.1,0.5,0.7,0.0,0.0,0.1,0.9,0.5
v1063,1.0,0.1,0.5,0.8,0.5,0.3,0.0,0.2,0.3
v1064,0.4,0.7,0.2,0.4,0.3,0.7,0.7,0.2,0.4
v1065,0.3,0.4,0.8,0.3,0.3,1.0,0.3,0.2,0.1
v1066,0.1,0.9,0.7,0.0,1.0,1.0,0.9,0.0,0.0
v1067,0.2,0.8,0.7,0.4,0.5,0.9,1.0,0.1,0.6
v1068,0.9,0.5,0.6,0.9,0.0,0.1,0.5,0.7,0.8
v1069,0.7,0.5,0.9,0.9,0.0,0.9,0.8,0.8,0.9
v1070,0.6,0.6,0.0,0.7,0.0,0.5,0.3,0.5,1.0
v1071,0.7,1.0,0.6,0.0,0.8,0.5,1.0,0.0,0.6
v1072,0.8,0.7,0.9,0.6,0.5,0.5,0.6,0.3,0.7
v1073,0.7,0.5,0.5,0.9,0.0,0.3,0.4,1.0,0.8
v1074,0.3,0.8,0.3,,,0.3,0.4,,0.3
v1075,0.8,0.4,1.0,0.4,,,0.4,0.2,0.2
v1076,1.0,0.0,0.8,0.5,0.5,0.0,0.0,0.5,0.0
v1077,0.1,0.7,0.3,0.4,0.8,0.9,0.6,0.1,0.1
v1078,0.7,0.2,0.2,0.7,0.0,0.1,0.5,0.8,0.3
v1079,0.7,0.1,0.0,0.8,0.0,,,0.5,
v1080,0.9,0.2,0.5,0.5,0.4,0.5,0.2,0.6,0.2
v1081,0.7,0.5,0.5,0.6,0.0,0.4,0.3,0.6,0.5
v1082,0.0,0.5,0.5,0.4,0.3,0.4,0.7,0.3,0.2
v1083,0.2,0.5,0.8,0.1,0.8,0.7,0.6,0.0,0.2
v1084,0.8,0.3,0.2,,0.0,0.0,0.4,0.6,0.4
v1085,0.0,0.6,0.8,0.4,0.6,0.9,0.7,0.3,0.4
v1086,1.0,0.0,0.0,1.0,0.0,0.2,0.4,0.7,0.0
v1087,1.0,0.2,0.1,0.1,0.0,0.0,0.3,0.1,0.0
v1088,0.9,0.2,0.2,0.5,0.1,0.2,0.4,0.1,0.3
v1089,0.8,0.1,0.1,0.5,0.2,0.1,0.4,0.4,0.6
v1090,0.3,0.7,1.0,0.3,0.6,0.9,0.5,0.0,0.6
v1091,0.9,0.1,0.6,0.7,0.1,0.1,0.6,0.2,0.2
v1092,0.9,0.4,0.1,0.9,0.2,0.1,0.6,0.8,0.7
v1093,0.3,0.8,0.8,0.3,0.4,0.9,1.0,0.2,0.4
v1094,0.0,1.0,1.0,0.1,1.0,0.8,0.8,0.0,0.0
v1095,0.8,0.4,0.4,0.4,0.4,0.5,0.5,0.3,0.0
v1096,0.9,0.5,0.7,0.4,0.0,0.0,0.5,0.5,0.8
v1097,0.8,0.8,0.1,0.7,0.2,0.2,0.3,0.3,0.8
v1098,0.7,0.8,0.6,0.6,1.0,0.6,0.5,0.0,0.0
v1099,0.2,0.5,0.2,0.2,0.0,0.7,1.0,0.0,0.1
v1100,0.7,0.1,0.3,0.8,0.0,0.0,0.0,0.6,0.4
v1101,1.0,0.5,0.7,0.8,0.1,0.7,0.7,0.8,0.6
v1102,0.5,0.8,0.5,0.3,0.7,0.6,0.7,0.3,0.5
v1103,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.4,0.0
v1104,0.6,0.3,0.0,0.3,0.0,0.0,0.3,0.2,0.5
v1105,0.5,0.5,0.8,0.0,,0.7,0.5,0.0,0.3
v1106,0.8,0.3,0.4,0.6,0.0,0.5,,0.8,
v1107,0.5,1.0,0.8,0.4,0.8,1.0,1.0,0.0,
v1108,0.9,0.2,0.2,0.8,0.2,0.2,0.3,0.2,0.3
v1109,0.8,0.2,0.0,0.8,0.0,0.1,0.2,1.0,0.3
