,A,B,C,D,E,F,G,H,I
v913,1.0,0.0,,0.6,0.1,0.5,0.4,0.2,0.4
v914,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v915,1.0,0.0,,,,,,,
v916,0.5,,,1.0,0.2,,,,
v917,0.6,0.1,0.9,1.0,0.7,0.9,0.8,0.5,0.4
v918,0.0,1.0,0.3,0.1,,0.0,0.0,,
v919,0.5,0.3,0.5,0.2,0.4,0.3,0.3,0.1,0.2
v920,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v921,0.0,,,,,,0.0,,
v922,1.0,,,1.0,,,1.0,1.0,
v923,1.0,0.6,,,0.6,,,,
v924,0.0,0.0,0.0,1.0,,0.0,0.7,0.5,0.5
v925,1.0,0.0,1.0,1.0,0.9,1.0,1.0,1.0,0.0
v926,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
v927,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
v928,1.0,0.0,,0.0,,0.0,1.0,0.0,1.0
v929,0.8,,,,,,,,
v930,0.7,,,,,,,,
v931,0.3,0.3,,0.3,,,0.3,0.2,0.3
v932,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0
v933,0.7,,,,,,,,
v934,0.2,,0.3,0.4,,,,,
v935,0.4,0.6,0.5,0.4,0.5,0.5,0.5,0.5,0.5
v936,0.1,0.8,0.3,0.3,,0.1,0.3,,0.3
v937,1.0,0.0,0.0,0.0,0.3,0.0,0.3,1.0,0.4
v938,0.0,1.0,0.5,0.5,,0.0,0.5,,
v939,1.0,0.1,0.2,0.4,,,0.5,,
v940,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v941,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,
v942,0.0,0.4,0.3,0.0,0.4,0.5,0.5,0.0,0.5
v943,0.0,0.8,0.5,0.0,0.0,0.0,0.0,0.5,
v944,1.0,0.2,0.5,0.5,0.1,0.8,0.7,0.3,
v945,1.0,0.1,0.5,0.5,0.5,0.2,0.5,0.5,0.1
v946,0.5,,,,,0.7,,,
v947,0.4,0.1,0.8,0.5,0.5,0.4,0.8,0.1,0.1
v948,1.0,0.4,0.4,0.7,0.3,0.5,0.5,0.3,0.6
v949,0.0,0.3,0.8,0.2,0.3,0.7,0.5,0.0,
v950,0.9,0.3,0.8,1.0,0.5,0.5,0.6,0.5,0.5
v951,0.9,,0.3,,0.0,,,,
v952,1.0,,,0.4,0.6,,,,
v953,0.0,,0.0,,,0.4,0.0,,
v954,0.5,0.7,0.6,,,,0.4,,
v955,0.0,0.7,0.0,0.3,0.5,0.0,0.0,0.4,
v956,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v957,0.0,,,,,,,,
v958,0.0,0.5,,0.3,,0.3,0.4,0.5,
v959,1.0,0.0,0.5,0.5,,0.2,0.1,0.5,
v960,1.0,0.4,0.3,0.8,0.3,0.3,,0.0,0.3
v961,0.0,0.7,0.3,0.5,0.3,0.2,0.5,0.2,0.5
v962,0.5,,,0.0,,0.0,0.6,,
v963,0.9,0.1,0.6,0.9,0.3,0.9,0.8,0.0,
v964,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.2
v965,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v966,1.0,0.3,0.8,1.0,0.5,0.6,0.7,0.0,0.4
v967,0.4,1.0,0.5,0.2,0.7,0.5,0.2,0.4,0.5
v968,0.5,,0.3,0.0,0.3,0.2,0.5,,
v969,0.0,1.0,0.4,0.6,,0.3,0.5,0.4,
v970,0.0,1.0,0.0,0.1,0.5,0.0,0.0,0.5,0.5
v971,0.6,,0.5,,,0.4,0.6,,
v972,0.4,,,,,0.4,,,
v973,0.8,0.0,0.5,0.2,0.3,0.5,0.5,0.5,0.2
v974,0.0,0.5,0.5,,0.5,0.5,0.5,0.5,
v975,0.0,0.7,,,,,0.3,,
v976,0.8,0.5,0.7,,0.5,0.0,0.0,0.3,
v977,0.0,,0.8,,,0.5,,,
v978,,,,,,0.8,1.0,,
v979,0.8,0.7,,,,,,0.6,
v980,0.0,,,,,,,,
v981,0.7,0.0,,0.7,,,,,
v982,0.0,0.5,0.0,0.0,0.3,0.3,0.5,0.0,0.0
v983,0.8,0.2,0.5,0.7,0.3,0.4,0.2,0.5,0.1
v984,0.0,0.7,0.0,0.0,0.0,0.0,0.6,0.5,0.0
v985,0.2,0.7,0.5,0.4,0.4,0.3,0.4,0.4,0.4
v986,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
v987,0.8,,,,,,,0.7,
v988,0.5,0.4,0.3,0.4,0.3,0.6,0.4,0.6,0.4
v989,0.3,1.0,,,,0.4,0.4,,
v990,0.0,0.5,0.0,0.0,,0.0,0.0,,
v991,0.5,0.2,0.6,,0.1,0.8,0.5,,0.1
v992,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5
v993,1.0,,0.5,0.1,,,,,
v994,1.0,1.0,1.0,1.0,1.0,1.0,0.8,1.0,1.0
v995,0.8,0.0,0.0,0.6,0.0,0.0,0.4,0.0,
v996,1.0,0.6,0.3,0.8,0.4,0.4,0.4,,0.5
v997,0.8,,,,,0.8,0.9,,
v998,0.0,0.5,0.5,0.3,,0.5,0.5,,
v999,1.0,0.0,0.2,0.5,0.3,0.6,0.5,0.0,0.0
v1000,1.0,,1.0,1.0,0.9,0.7,0.8,,
v1001,0.8,,,,,,,,
v1002,0.0,,,,,,,,
v1003,0.7,0.0,,0.5,,0.8,,,
v1004,0.5,,,,,0.5,,,0.2
v1005,1.0,0.0,,0.0,,,,,0.0
v1006,0.0,0.8,0.0,0.0,0.5,0.2,0.0,0.5,0.5
v1007,1.0,,1.0,,,1.0,,,
v1008,0.0,0.3,0.2,0.2,0.4,0.8,1.0,0.1,0.4
v1009,1.0,0.1,0.5,0.5,0.0,0.5,0.4,0.0,0.0
v1010,0.9,0.1,0.0,0.1,0.6,0.0,0.0,0.1,0.1
v1011,0.5,,,,,,,,
v1012,0.8,0.0,0.0,,0.6,0.5,0.4,0.5,0.5
v1013,0.8,0.8,0.5,0.9,0.5,0.5,0.5,0.9,0.5
v1014,0.0,0.3,,0.0,,,0.6,,0.5
v1015,0.8,,,,,,,,
v1016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1017,0.0,,,,,,,,
v1018,0.3,0.2,0.3,0.2,0.3,0.3,0.3,0.2,0.2
v1019,0.4,0.0,0.2,0.3,0.2,0.0,0.3,0.0,0.3
v1020,1.0,,0.5,,,,,,
v1021,0.7,0.0,,0.4,0.3,,0.5,0.3,0.4
v1022,0.0,1.0,0.0,0.0,1.0,,,0.0,0.0
v1023,0.0,,0.0,,,,,,
v1024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1025,0.2,,,,,,0.1,,
v1026,0.0,0.4,,0.1,0.6,0.0,0.1,0.3,0.4
v1027,0.9,0.6,0.2,0.7,0.2,0.3,0.3,0.2,0.4
v1028,0.8,,,,,,,,
v1029,0.0,1.0,0.6,,,0.5,,,
v1030,0.3,0.7,,,,0.8,0.6,,
v1031,0.0,0.7,0.6,,,0.5,0.5,0.0,0.7
v1032,0.8,0.0,,0.2,0.0,0.4,0.3,,0.2
v1033,1.0,0.7,0.5,0.6,,0.6,0.7,0.5,
v1034,0.9,0.3,0.6,0.6,0.2,0.5,0.7,0.4,0.3
v1035,0.7,0.0,0.5,0.4,0.3,0.4,0.5,0.4,0.3
v1036,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.7,
v1037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1038,0.8,0.0,0.5,,0.5,,0.5,,1.0
v1039,0.6,,,,,0.6,,,
v1040,,,,,,0.8,,,
v1041,0.5,0.7,,,,,,,
v1042,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1043,0.9,0.5,0.8,,,0.7,0.7,0.5,
v1044,0.0,0.6,0.3,0.2,0.2,0.3,0.0,0.1,0.2
v1045,1.0,0.8,0.9,,1.0,0.3,0.1,0.4,0.3
v1046,1.0,0.0,0.4,1.0,0.0,0.0,0.1,0.0,0.0
v1047,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.1
v1048,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
v1049,1.0,0.2,0.5,0.5,0.5,0.3,0.5,0.5,0.2
v1050,1.0,0.0,0.2,0.8,0.0,0.3,0.7,0.0,0.0
v1051,0.9,,0.2,0.3,,,,,
v1052,0.1,,,0.6,,0.4,,0.3,0.3
v1053,0.4,0.0,,,,,,,
v1054,0.0,1.0,0.0,,,0.0,0.0,,
v1055,0.1,0.5,1.0,0.5,0.5,0.5,0.1,1.0,0.5
v1056,0.0,0.5,0.5,,0.3,0.4,0.4,,0.5
v1057,0.7,0.5,,,,0.5,,,
v1058,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
v1059,0.0,0.8,0.0,0.5,,0.7,0.5,,
v1060,0.8,0.2,,,,,,,0.2
v1061,1.0,1.0,1.0,1.0,1.0,0.0,0.0,,1.0
v1062,0.7,0.8,,0.6,,0.5,0.5,0.5,
v1063,0.7,0.0,0.6,0.6,,0.6,0.5,,
v1064,0.8,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0
v1065,1.0,0.2,0.3,0.5,,,0.5,,
v1066,0.7,0.0,,0.4,,0.0,0.5,,0.0
v1067,1.0,0.0,0.7,0.7,0.8,0.2,0.0,0.2,
v1068,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1069,0.2,0.5,0.2,0.2,,0.0,0.2,,
v1070,1.0,,,,,,,,
v1071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1072,1.0,0.0,0.7,,0.0,0.0,0.0,0.0,0.0
v1073,0.0,1.0,0.0,0.0,,,0.2,,0.0
v1074,1.0,0.5,0.9,0.9,0.8,0.9,0.9,,0.9
v1075,0.7,0.2,0.4,,,0.5,0.5,0.7,
v1076,1.0,,,,,,,,
v1077,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
v1078,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.5
v1079,0.7,0.6,0.4,0.5,0.4,0.3,0.5,0.1,0.2
v1080,0.3,0.7,,,,,,,
v1081,0.7,0.5,0.5,1.0,,0.5,0.5,0.5,
v1082,0.3,,,,,,,,
v1083,0.2,0.7,0.5,0.4,0.5,0.5,0.3,0.7,0.5
v1084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1085,0.0,1.0,0.0,0.4,0.1,0.1,0.4,0.2,0.0
v1086,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1087,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
v1088,1.0,,,,,,,1.0,
v1089,1.0,0.1,1.0,0.6,0.6,0.5,0.6,1.0,
v1090,0.0,0.5,,,,0.3,0.3,,0.5
v1091,1.0,0.0,,,,,,,
v1092,0.0,0.8,0.4,0.5,0.8,0.6,0.5,0.9,
v1093,0.0,0.3,0.3,0.0,0.2,0.0,0.3,0.4,0.2
v1094,1.0,,0.0,,0.0,0.0,0.0,0.0,
v1095,1.0,0.0,0.9,0.5,0.5,0.9,0.9,0.5,0.5
v1096,0.0,1.0,0.0,0.6,0.4,0.4,0.4,0.4,0.5
v1097,0.0,,0.0,0.0,,0.0,,0.0,
v1098,0.0,0.4,0.2,0.2,,0.2,0.3,,0.1
v1099,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1100,1.0,,,,,,,,
v1101,0.1,0.2,0.3,0.0,0.2,0.4,0.2,0.3,0.2
v1102,0.9,,0.8,,,,,,
v1103,0.9,0.5,0.2,0.7,0.1,0.7,0.4,0.5,0.2
v1104,0.4,0.0,0.4,0.3,0.3,0.2,0.3,0.1,0.2
v1105,1.0,,,1.0,,,,,
v1106,0.5,0.3,0.1,0.3,0.0,0.5,0.3,0.2,0.2
v1107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1108,0.5,,,0.0,,0.6,0.5,0.0,
v1109,0.5,0.0,0.3,0.0,0.3,0.5,0.2,0.0,0.0
v1110,0.5,0.5,,0.5,,0.5,0.5,0.5,
v1111,0.2,0.8,,0.2,,0.5,0.5,,
v1112,0.6,,,0.8,,,,,
v1113,0.4,0.8,,0.7,0.4,0.7,0.6,,
v1114,0.9,,0.5,,,0.5,0.0,0.0,
v1115,0.1,0.7,0.5,0.7,,0.5,0.7,0.6,
v1116,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
v1117,0.0,0.5,0.6,,0.4,0.5,0.5,,
v1118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1119,0.0,0.8,,,,0.5,,0.5,0.0
v1120,0.0,1.0,,1.0,,,,,
v1121,0.0,1.0,0.0,,0.0,0.5,0.5,0.5,0.5
v1122,1.0,0.4,0.4,0.5,,0.3,0.2,0.3,
v1123,0.0,,,,,0.4,0.0,,
v1124,1.0,,,1.0,,,,,
v1125,1.0,,,,,,,,
v1126,0.0,0.8,0.5,0.4,0.2,0.5,0.4,0.6,0.3
v1127,0.4,,0.3,,,,,,
v1128,0.0,1.0,,0.0,,,0.4,,
v1129,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1130,0.0,0.8,,0.0,,,0.3,,
v1131,1.0,0.0,0.3,1.0,0.3,0.3,0.3,0.5,0.3
v1132,0.0,1.0,,0.0,,,0.0,,
v1133,0.8,,,,,0.6,0.5,,
v1134,0.6,0.6,0.6,0.6,,0.7,0.6,,
v1135,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1136,,1.0,,,,,,0.5,
v1137,,1.0,,,,,,,
v1138,0.8,0.6,0.7,0.5,,0.0,,,0.4
v1139,0.8,0.7,,,,,,,
v1140,0.0,1.0,1.0,0.0,,1.0,1.0,1.0,
v1141,1.0,0.2,,,,1.0,0.5,0.0,0.0
v1142,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
v1143,1.0,,1.0,,,1.0,1.0,,
v1144,0.7,0.4,0.4,0.4,0.5,0.6,0.6,0.6,0.4
v1145,0.0,,,,1.0,,1.0,0.0,
v1146,0.8,0.0,0.5,0.2,0.0,0.6,0.0,0.0,0.0
v1147,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
v1148,1.0,,,,,,,,
v1149,0.8,,0.8,,,0.8,0.8,,0.8
v1150,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1151,0.9,0.0,0.5,0.2,0.4,0.3,0.4,0.3,0.3
v1152,0.0,0.9,,0.0,0.5,0.6,0.0,0.0,0.7
v1153,1.0,,0.5,,0.5,0.5,0.5,,
v1154,0.9,0.2,0.6,0.5,0.8,0.5,0.6,0.2,0.5
v1155,0.0,1.0,0.5,0.0,1.0,1.0,1.0,0.0,
v1156,0.9,0.5,0.4,0.3,0.3,0.2,0.3,0.2,0.3
v1157,1.0,0.2,0.5,1.0,0.0,0.5,0.5,0.8,
v1158,0.0,0.8,,,,,,,
v1159,1.0,,1.0,,,1.0,,,
v1160,0.9,0.6,0.6,0.6,0.3,0.8,0.7,0.4,0.1
v1161,1.0,0.5,,1.0,,,,,
v1162,1.0,,,,,,,,
v1163,0.5,,0.3,0.5,0.3,0.4,0.4,0.4,0.4
v1164,0.0,1.0,0.7,0.3,1.0,0.6,0.4,0.3,0.5
v1165,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
v1166,0.0,,,,,,,,
v1167,0.2,,0.2,,,0.2,0.2,,
v1168,0.0,0.4,0.2,0.0,0.4,0.2,0.0,0.3,0.3
v1169,0.5,0.3,,,,,,,
v1170,1.0,0.0,0.8,1.0,0.2,,0.8,0.3,0.6
v1171,0.7,,,,,,,,
v1172,0.0,0.8,0.4,0.4,,0.5,0.1,0.4,
v1173,0.0,0.9,0.2,0.0,0.3,0.1,0.2,0.2,0.6
v1174,0.5,,,,,0.4,,,
v1175,1.0,1.0,0.5,1.0,1.0,0.5,0.5,,0.5
v1176,0.6,,0.6,,0.5,0.3,,,
v1177,0.7,0.1,0.2,0.5,,,0.6,0.4,0.4
v1178,1.0,0.1,0.1,1.0,0.1,0.5,0.5,0.1,0.1
v1179,1.0,0.6,0.9,0.8,0.2,0.8,0.5,0.8,0.9
v1180,0.2,0.4,0.2,,0.3,0.4,0.5,,
v1181,0.5,0.5,,0.5,,0.8,0.8,,
v1182,1.0,0.0,,1.0,,,0.4,0.5,0.5
v1183,0.7,0.1,0.7,0.5,0.1,0.7,0.5,0.5,0.1
v1184,0.0,1.0,0.0,0.0,0.7,0.0,0.0,0.0,0.1
v1185,0.0,1.0,0.5,0.8,0.5,0.7,0.8,0.8,0.8
v1186,1.0,0.5,,,0.5,,0.5,,
v1187,0.0,1.0,,0.5,,0.5,,,
v1188,1.0,,,,,,,1.0,
v1189,0.0,0.8,,,,,,,
v1190,0.0,0.8,0.0,0.2,0.4,0.3,0.3,0.4,0.5
v1191,0.5,0.5,,0.8,,0.6,0.4,,
v1192,0.8,0.0,0.5,0.7,0.6,0.2,0.7,0.5,
v1193,0.1,0.1,0.3,0.3,,0.7,0.4,0.2,
v1194,0.5,0.3,0.7,0.3,0.5,0.5,0.5,0.5,0.5
v1195,0.0,,1.0,,,1.0,0.0,,
v1196,0.0,1.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0
v1197,0.6,0.0,0.2,0.2,0.2,0.3,0.3,0.0,0.0
v1198,1.0,,,,,,,,
v1199,1.0,,,,,,,,
v1200,0.6,,0.5,0.7,,0.7,,,
v1201,1.0,0.0,,0.0,,,,1.0,
v1202,0.0,,,,,,,,
v1203,0.9,0.2,,0.8,,,0.3,,
v1204,0.9,0.0,0.2,0.0,,0.0,0.3,,
v1205,1.0,1.0,1.0,,0.0,1.0,0.0,0.0,0.0
v1206,0.5,,,,,,,,
v1207,1.0,0.4,,,0.8,,,,
v1208,0.0,,0.5,,,0.5,0.0,,
v1209,1.0,,0.0,0.7,,0.0,0.0,,
v1210,0.5,0.5,0.3,0.5,0.3,0.3,0.6,0.5,0.3
v1211,0.5,,,0.8,,,,,
v1212,0.0,0.8,0.0,0.1,0.0,0.0,0.0,0.0,
v1213,0.8,0.6,0.5,,0.5,0.3,0.5,0.5,0.5
v1214,1.0,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0
v1215,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
v1216,0.4,0.4,0.3,0.5,0.3,0.4,0.3,,
v1217,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1218,1.0,0.2,,0.2,,,,0.3,
v1219,0.0,0.8,0.0,0.0,0.0,0.1,,,0.5
v1220,0.6,0.2,,,,0.3,,,
v1221,1.0,0.1,0.8,0.2,0.8,0.6,0.5,0.1,0.1
v1222,0.6,0.6,,,0.3,,,0.4,
v1223,0.5,0.5,0.5,,0.5,0.2,,0.5,
v1224,0.8,,0.8,,,0.8,0.7,0.6,
v1225,1.0,0.0,,0.3,,0.0,0.0,,
v1226,0.7,,0.4,0.5,,0.5,0.7,0.7,0.5
v1227,0.0,0.7,0.4,0.1,0.2,0.3,0.2,0.3,
v1228,0.5,0.2,0.5,0.4,,0.3,0.0,,
v1229,0.5,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
v1230,0.8,0.0,0.2,,,0.5,,,
v1231,0.9,0.0,0.7,0.7,0.2,0.3,0.5,0.5,0.5
v1232,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1233,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0
v1234,1.0,0.4,,0.5,,0.2,0.0,,
v1235,0.0,,,,,,,,
v1236,0.9,0.0,0.0,0.0,0.0,0.2,0.5,0.2,0.0
v1237,0.8,0.0,0.3,0.3,0.0,0.2,0.4,0.2,
v1238,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.0
v1239,0.7,0.4,,,,,,,
v1240,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1241,0.9,0.5,0.4,0.8,0.0,0.7,1.0,0.2,0.6
v1242,1.0,0.2,,0.7,,0.6,,0.0,0.2
v1243,0.7,,0.5,0.7,,,,0.6,
v1244,0.1,1.0,1.0,0.1,,0.1,0.1,0.1,0.1
v1245,0.4,,0.5,,0.6,0.5,0.3,0.5,0.6
v1246,0.8,0.3,,0.1,,,,,
v1247,0.5,0.0,,0.3,0.0,0.3,0.3,0.0,0.0
v1248,0.4,0.2,,,0.4,0.2,0.2,,
v1249,1.0,0.5,,,,,,,
v1250,1.0,0.0,0.2,0.2,0.0,0.4,0.5,0.2,0.0
v1251,0.5,0.0,0.0,0.7,,0.5,0.7,0.0,
v1252,1.0,0.1,,0.4,,,0.1,0.1,0.1
v1253,0.3,0.3,,0.2,,0.5,0.6,0.0,
v1254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1255,1.0,,1.0,,,1.0,1.0,,
v1256,0.0,0.5,,,,,,,
v1257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1258,0.5,0.5,0.4,0.3,0.2,0.4,0.2,0.3,0.2
v1259,0.5,,,,,,,,
v1260,1.0,0.0,,0.0,,1.0,,,
v1261,0.7,0.0,0.2,0.3,0.0,0.2,0.4,0.0,0.0
v1262,1.0,0.0,0.2,0.5,0.0,0.5,0.0,0.0,0.0
v1263,0.9,,,,,,,,
v1264,0.0,0.2,,0.1,,0.3,0.4,0.2,0.2
v1265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
v1266,0.7,0.5,0.5,,,0.5,0.6,,
v1267,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0
v1268,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
v1269,1.0,0.0,,0.2,,0.3,0.1,,
v1270,0.5,0.4,0.5,0.5,0.4,0.5,0.5,0.5,0.0
v1271,0.0,1.0,0.0,0.2,0.8,0.0,0.0,0.8,0.0
v1272,0.9,0.2,0.5,,,0.5,0.7,,
v1273,0.8,,,,,,0.5,,
v1274,1.0,0.5,0.0,,0.6,0.5,,,
v1275,1.0,,,,,,,,
v1276,0.0,0.0,0.0,,0.0,0.0,,,
v1277,0.0,0.5,0.0,0.0,0.0,0.1,0.2,0.0,0.4
v1278,0.2,,,,,,,,
v1279,0.7,0.0,,,,,0.5,0.8,
v1280,0.5,,,,,,,,
v1281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1282,1.0,0.6,0.7,0.5,0.6,0.6,0.8,0.7,0.0
v1283,0.5,0.0,0.8,0.8,0.3,0.5,0.5,,0.3
v1284,0.0,,0.2,,1.0,0.6,0.8,0.0,1.0
v1285,0.0,,,,,,,,
v1286,0.0,0.5,0.3,0.0,0.4,0.4,0.0,0.0,0.0
v1287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1289,0.8,1.0,0.0,0.8,0.5,0.5,1.0,1.0,
v1290,0.8,0.0,,0.0,,0.6,0.7,,
v1291,1.0,0.0,,,,0.6,0.5,,
v1292,0.5,0.6,,,,,,0.5,
v1293,0.2,,,,,,,,
v1294,0.5,,0.0,,0.0,0.0,0.0,,
v1295,0.0,1.0,0.0,0.8,0.8,0.0,0.3,0.1,0.5
v1296,1.0,,,,,,,,
v1297,0.4,0.0,0.5,0.0,0.0,0.0,0.8,0.5,0.5
v1298,0.4,,,,,0.4,,,
v1299,0.0,1.0,0.0,0.0,,0.0,0.5,,1.0
v1300,0.0,0.0,0.2,0.0,0.3,0.3,0.3,0.0,0.0
v1301,1.0,0.5,0.3,1.0,0.3,0.3,0.3,0.3,0.3
v1302,0.0,0.9,0.5,0.5,0.7,0.5,,0.5,
v1303,0.0,0.8,0.1,0.0,0.1,0.1,0.1,0.3,0.0
v1304,,,,,,0.6,,,
v1305,0.5,0.1,,0.5,,0.3,0.5,,
v1306,0.0,,0.3,,,0.3,,,
v1307,1.0,,0.0,,0.5,,,,
v1308,0.5,,,,,0.4,0.0,,
v1309,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0
v1310,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5
v1311,0.9,0.8,0.9,,,0.3,0.6,,
v1312,0.6,0.4,,0.8,,0.7,,,
v1313,0.0,0.5,0.7,0.5,,0.5,0.6,0.4,
v1314,0.5,0.5,,0.5,0.5,0.5,0.5,0.5,0.5
v1315,1.0,,,,,1.0,,,
v1316,,0.8,,,,,,,
v1317,0.5,0.2,0.4,0.6,0.2,0.8,0.8,0.1,0.1
v1318,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1319,0.1,0.6,0.1,1.0,0.1,0.1,0.1,0.1,0.6
v1320,0.8,0.0,,0.0,0.0,0.0,0.1,,0.0
v1321,0.5,,,,,0.8,,,
v1322,0.4,0.4,,,,0.2,0.3,,
v1323,0.5,0.5,0.7,,0.4,0.4,0.5,0.7,
v1324,0.0,0.5,0.5,0.5,0.0,0.7,0.5,0.0,0.5
v1325,1.0,,,,,,,,
v1326,0.0,0.0,0.3,0.3,0.9,0.6,0.5,0.0,0.2
v1327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1329,0.0,,,,,,,,
v1330,0.4,0.6,,0.6,,0.3,0.1,0.7,
v1331,0.3,,,0.0,0.0,0.5,,0.0,
v1332,1.0,,,,,,0.9,,
v1333,0.7,0.7,0.5,0.0,0.7,0.5,0.7,0.6,
v1334,0.8,,,,,,,,
v1335,0.0,0.0,0.3,0.0,0.0,0.4,0.0,0.0,0.0
v1336,0.0,1.0,0.0,0.4,0.0,0.0,0.0,0.2,0.4
v1337,0.2,0.9,0.5,0.7,0.5,0.8,0.5,0.5,0.5
v1338,0.5,0.4,0.4,0.4,0.3,0.5,0.3,0.3,0.3
v1339,0.0,0.2,0.3,0.5,,,0.3,,
v1340,0.0,0.7,0.3,,,0.0,0.0,,0.3
v1341,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5
v1342,1.0,0.1,,1.0,,,,,
v1343,0.5,0.4,1.0,0.0,,0.5,0.4,0.5,
v1344,0.0,0.5,,,,,,,
v1345,1.0,0.5,0.5,0.0,0.0,0.5,0.0,0.7,0.5
v1346,0.7,0.0,,,0.0,0.5,,,
v1347,0.4,0.4,,0.4,,0.4,0.4,0.3,
v1348,0.7,0.0,0.0,0.0,0.0,0.4,0.7,,
v1349,0.7,0.0,0.3,0.3,0.0,0.3,0.8,0.0,0.0
v1350,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1351,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
v1352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1353,0.1,1.0,0.8,0.5,0.6,0.9,0.4,0.8,
v1354,0.1,0.0,,,,,,,
v1355,0.5,,0.5,,,0.5,,,
v1356,0.1,,,,,0.1,,,0.1
v1357,0.0,1.0,0.7,,0.6,0.7,,,
v1358,0.0,0.4,,0.2,0.2,0.1,0.2,,
v1359,,,,,,,,,1.0
v1360,0.6,0.6,,0.5,,0.6,0.7,0.7,0.4
v1361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1362,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
