,A,B,C,D,E,F,G
v921,0.6,0.0,0.6,0.5,0.6,0.6,0.7
v922,0.2,0.2,0.2,0.2,0.2,0.5,0.2
v923,0.5,0.0,0.8,0.0,0.3,0.8,0.7
v924,1.0,0.0,0.2,0.0,0.6,0.6,0.4
v925,0.4,0.3,0.0,0.0,0.4,0.0,0.0
v926,0.2,0.2,0.3,0.2,0.2,0.3,0.2
v927,0.2,0.0,0.7,0.0,0.1,0.5,0.4
v928,0.7,0.0,0.5,0.0,0.5,1.0,0.7
v929,0.5,0.0,0.4,0.0,0.0,0.4,0.5
v930,0.8,0.0,0.0,0.0,0.8,0.5,0.4
v931,0.0,0.8,0.0,0.0,0.0,0.1,0.0
v932,0.0,0.2,0.0,0.2,0.2,0.2,0.0
v933,0.3,0.7,0.0,0.2,0.3,0.7,0.7
v934,0.3,0.2,0.0,,0.6,0.1,
v935,0.0,1.0,0.0,0.0,0.0,0.0,0.0
v936,0.1,1.0,0.0,0.1,0.1,0.0,0.1
v937,0.0,1.0,0.0,0.0,0.0,0.3,0.0
v938,0.0,0.0,0.2,0.0,0.0,0.0,0.0
v939,0.5,0.1,0.2,0.0,0.2,1.0,0.5
v940,0.6,0.1,0.5,0.0,0.4,0.6,0.4
v941,0.8,0.0,0.1,0.1,0.7,0.7,0.5
v942,0.9,0.0,0.0,0.0,0.5,0.9,0.4
v943,0.7,0.0,0.7,0.0,0.2,0.9,0.2
v944,0.0,0.8,0.2,0.5,0.7,0.5,0.5
v945,1.0,0.0,0.0,0.0,0.9,0.9,0.1
v946,0.7,0.0,0.2,0.0,0.3,0.7,0.5
v947,0.0,0.0,1.0,0.0,0.0,0.5,1.0
v948,0.5,0.0,0.5,0.0,0.0,0.5,0.6
v949,0.9,0.1,0.2,0.1,0.8,0.5,0.5
v950,1.0,0.0,0.0,0.0,0.5,0.5,0.5
v951,0.8,0.2,0.3,0.5,0.7,0.6,0.7
v952,0.3,0.2,0.1,0.2,0.2,0.4,0.5
v953,0.5,0.7,0.0,0.5,0.7,0.5,0.0
v954,0.5,0.0,0.4,0.0,0.2,0.9,0.7
v955,1.0,0.0,0.0,0.0,0.7,0.6,0.4
v956,0.4,0.1,0.8,0.1,0.4,0.8,0.5
v957,0.5,0.5,0.5,0.5,0.5,0.5,0.7
v958,0.3,0.0,0.6,0.0,0.1,0.8,0.6
v959,0.4,0.0,0.7,0.0,0.2,0.8,0.4
v960,0.5,0.8,0.4,0.3,0.3,0.3,0.2
v961,0.4,0.3,0.4,0.2,0.5,0.2,0.4
v962,0.3,0.3,0.5,,0.3,0.3,0.3
v963,0.7,0.5,0.0,0.0,0.2,0.5,0.0
v964,1.0,0.0,0.0,0.0,0.0,,0.0
v965,0.0,0.0,0.9,0.0,0.0,0.3,0.4
v966,0.1,0.0,0.6,0.0,0.1,0.6,0.3
v967,0.0,1.0,0.0,1.0,0.0,0.0,0.0
v968,0.8,0.0,0.4,0.2,0.2,0.8,0.5
v969,0.6,0.0,0.0,,0.2,0.6,0.6
v970,0.4,0.0,0.0,0.0,0.3,0.3,0.2
v971,0.4,0.0,0.0,0.0,0.4,0.3,0.4
v972,0.2,0.0,0.2,,0.2,0.5,0.6
v973,0.7,0.5,0.0,0.4,0.5,0.3,0.6
v974,0.7,0.1,0.5,0.4,0.5,0.4,0.4
v975,0.0,0.1,0.0,0.4,0.0,0.0,0.0
v976,0.0,0.0,1.0,0.0,0.0,0.8,0.5
v977,0.0,0.2,0.2,0.2,1.0,0.5,0.2
v978,0.5,0.2,0.3,0.1,0.8,0.5,0.3
v979,0.1,0.0,0.9,0.0,0.4,0.2,1.0
v980,0.3,0.3,0.2,0.2,0.3,0.0,0.1
v981,0.0,0.0,0.7,0.0,0.0,0.5,0.0
v982,0.5,0.0,0.0,0.2,0.5,0.3,0.2
v983,1.0,0.0,0.0,,1.0,0.0,0.3
v984,0.8,0.5,0.8,0.3,0.4,0.5,0.5
v985,0.7,0.8,0.0,0.5,0.5,0.3,0.2
v986,0.5,0.9,0.0,0.0,0.8,0.4,0.2
v987,0.9,0.0,0.6,0.0,0.3,0.7,0.7
v988,0.4,0.7,0.3,0.3,0.9,0.0,0.2
v989,0.1,0.0,0.8,,0.1,0.7,0.5
v990,0.0,0.5,1.0,,0.0,0.5,0.5
v991,0.4,0.0,0.9,0.0,0.2,0.9,0.5
v992,0.1,0.0,0.0,0.0,0.0,0.4,0.1
v993,0.0,0.8,0.8,0.6,0.1,0.1,0.0
v994,0.1,0.9,0.1,,0.2,0.8,0.0
v995,0.5,0.0,1.0,0.0,0.1,0.9,0.5
v996,0.1,0.0,0.8,0.0,0.0,0.8,0.3
v997,0.1,0.2,0.1,0.1,0.2,0.2,0.4
v998,0.5,0.0,0.5,0.0,0.3,0.8,0.8
v999,0.6,0.0,0.3,,,0.5,0.4
v1000,0.0,0.0,1.0,0.0,0.0,0.6,0.3
v1001,0.0,0.7,0.0,0.0,0.0,0.0,0.0
v1002,0.6,0.1,0.1,0.1,0.8,0.4,0.2
v1003,0.3,0.7,0.3,0.3,0.5,0.6,0.3
v1004,0.5,0.6,0.0,,0.6,0.6,0.2
v1005,0.0,0.7,0.0,0.9,,,
v1006,0.5,0.4,0.1,0.3,0.8,0.3,0.2
v1007,0.5,0.0,0.3,0.0,0.3,0.8,0.6
v1008,0.0,0.6,0.1,0.5,0.0,0.0,0.1
v1009,0.3,0.0,0.6,0.0,0.3,0.7,0.5
v1010,0.4,0.2,0.4,0.2,0.2,1.0,0.2
v1011,0.1,0.5,0.1,0.5,0.1,0.5,0.5
v1012,0.0,0.4,0.0,0.0,0.0,0.5,0.0
v1013,0.7,0.0,0.5,0.0,0.2,0.7,0.2
v1014,0.5,0.0,0.8,0.0,0.4,0.7,0.7
v1015,0.3,0.0,0.4,0.0,0.3,0.8,0.7
v1016,0.2,0.8,0.4,,0.3,,0.3
v1017,0.5,0.0,0.0,,0.8,0.3,0.2
v1018,,,,,,0.7,0.7
v1019,0.4,0.2,0.5,0.2,0.3,0.3,0.3
v1020,0.9,0.0,0.0,0.0,0.2,0.7,0.2
v1021,0.8,0.8,0.0,0.1,0.7,0.4,0.2
v1022,0.7,0.0,0.7,0.3,0.6,0.7,0.2
v1023,0.5,0.5,0.5,0.5,0.5,1.0,0.5
v1024,0.8,0.0,0.0,0.0,0.2,0.3,0.3
v1025,0.9,0.4,0.2,0.2,0.5,0.5,0.2
v1026,0.4,0.4,0.4,,0.4,0.6,0.4
v1027,0.3,0.0,0.0,0.0,0.4,0.0,0.0
v1028,0.4,0.2,0.4,,0.4,0.6,0.6
v1029,0.2,0.8,0.0,0.9,0.0,0.5,0.8
v1030,0.3,0.7,0.3,0.3,0.3,0.2,0.3
v1031,0.5,0.0,0.0,,0.7,0.1,0.4
v1032,0.7,0.0,0.0,0.0,0.0,1.0,0.4
v1033,0.5,1.0,0.5,,0.5,1.0,0.5
v1034,0.0,0.0,0.7,0.0,0.0,0.0,0.0
v1035,0.8,0.0,0.0,0.0,0.7,0.4,0.0
v1036,0.4,0.9,0.0,1.0,0.6,0.4,0.3
v1037,0.0,0.1,0.0,0.2,0.0,0.2,0.0
v1038,0.0,0.0,0.0,0.0,0.0,0.4,0.0
v1039,0.3,0.9,0.3,0.1,0.2,0.2,0.3
v1040,0.4,0.0,0.3,0.0,0.3,0.6,0.3
v1041,0.0,0.7,0.3,0.5,0.0,0.2,0.0
v1042,0.0,1.0,0.0,0.0,0.0,0.0,0.0
v1043,0.2,0.2,0.2,0.2,0.2,0.2,0.2
v1044,0.2,0.0,1.0,0.0,0.2,0.7,0.4
v1045,0.7,0.2,0.0,0.0,0.7,0.2,0.2
v1046,0.0,0.0,1.0,0.0,0.0,0.7,0.7
v1047,0.8,0.1,0.6,0.0,0.5,0.6,0.6
v1048,0.3,0.5,0.0,0.8,0.5,0.2,0.1
v1049,0.5,0.5,0.2,,0.5,0.6,0.7
v1050,1.0,0.1,0.1,0.0,0.7,0.9,0.1
v1051,0.2,0.0,0.7,0.0,0.2,0.4,0.3
v1052,0.3,0.0,0.2,0.0,0.3,0.4,0.4
v1053,0.5,0.1,0.5,0.0,0.3,0.6,0.5
v1054,0.1,0.6,0.2,0.6,0.4,0.2,0.2
v1055,0.0,1.0,0.0,0.0,0.0,0.0,0.0
v1056,0.8,0.0,0.0,0.0,0.5,0.2,0.4
v1057,0.0,0.0,0.0,0.0,0.0,0.3,0.0
v1058,0.7,0.0,0.3,0.0,0.5,0.2,0.4
v1059,0.6,0.3,0.3,0.4,0.5,0.5,0.6
v1060,0.5,0.0,0.3,0.0,0.1,0.7,0.5
v1061,0.5,0.0,0.3,0.1,0.3,0.7,0.5
v1062,0.0,0.0,0.4,,0.0,0.2,0.5
v1063,0.6,0.0,0.6,0.0,0.1,0.2,0.5
v1064,0.3,0.5,0.6,0.0,0.6,0.6,0.6
v1065,0.0,0.0,1.0,0.0,0.0,0.6,0.1
v1066,0.8,0.0,0.0,0.0,0.5,0.0,0.0
v1067,0.9,0.0,0.6,0.0,0.0,0.6,0.9
v1068,0.5,0.0,0.8,0.0,0.2,0.8,0.3
v1069,0.2,0.2,0.6,0.2,0.2,0.6,0.6
v1070,0.3,0.0,0.4,0.0,0.0,0.5,0.2
v1071,0.4,1.0,0.5,0.6,0.6,0.5,0.3
v1072,0.5,0.8,0.0,0.8,0.7,0.0,0.0
v1073,0.1,0.0,0.8,0.0,0.1,0.4,0.2
v1074,0.8,0.0,0.2,0.0,0.7,0.6,0.4
v1075,0.6,0.1,0.4,0.1,0.4,0.5,0.4
v1076,0.7,0.0,0.6,0.2,0.0,0.4,0.3
v1077,1.0,0.0,0.2,0.0,0.5,0.8,0.5
v1078,0.6,0.0,0.0,0.5,0.8,0.3,0.1
v1079,0.0,0.0,0.0,,0.0,,0.0
v1080,0.0,0.0,0.8,0.2,0.0,0.6,0.2
v1081,0.5,0.0,1.0,0.0,0.0,1.0,0.5
v1082,0.3,0.3,0.3,0.3,0.7,0.5,0.6
v1083,0.3,0.7,0.0,0.8,0.4,0.0,0.3
v1084,0.5,0.1,0.1,0.0,0.6,0.5,0.3
v1085,0.5,0.0,0.5,0.0,0.3,0.9,0.6
v1086,0.7,0.0,0.0,0.0,0.0,0.0,0.0
v1087,0.8,0.0,0.0,0.0,0.1,0.3,0.1
v1088,0.0,0.2,0.3,,0.5,0.2,0.5
v1089,0.4,0.8,0.1,0.5,0.6,0.0,0.2
v1090,0.3,0.0,0.2,0.0,0.3,0.1,0.0
v1091,0.0,1.0,0.2,,0.0,0.3,0.1
v1092,0.4,0.0,0.0,0.0,0.2,0.2,0.1
v1093,0.2,0.2,0.7,0.0,0.2,0.2,0.7
v1094,0.5,0.0,0.1,0.3,0.4,0.4,0.2
v1095,0.2,1.0,0.0,0.2,0.0,0.0,0.0
v1096,0.7,0.0,0.3,,,0.5,
v1097,0.5,0.2,0.7,0.0,0.4,0.6,0.6
v1098,0.7,0.2,0.2,0.3,0.2,0.5,0.2
v1099,0.3,0.2,0.8,,0.0,0.9,0.4
v1100,0.7,0.0,0.0,0.2,0.7,0.1,0.3
v1101,1.0,0.0,0.0,0.0,0.8,0.5,0.4
v1102,0.0,1.0,0.0,0.0,0.2,0.4,0.0
v1103,0.2,0.0,0.9,0.0,0.0,0.3,0.5
v1104,0.2,0.1,0.7,0.0,0.1,0.3,0.1
v1105,0.5,0.0,0.8,0.0,0.4,0.8,0.3
v1106,0.2,0.0,0.0,0.0,0.2,0.7,0.7
v1107,0.3,0.2,0.0,0.0,0.7,0.3,0.2
v1108,0.7,0.0,0.2,0.0,0.4,0.4,0.4
v1109,0.8,0.0,0.3,0.3,0.4,0.5,0.3
v1110,0.5,0.0,0.6,0.0,0.2,1.0,0.5
v1111,0.0,0.0,0.4,0.3,0.0,0.0,0.5
v1112,0.7,0.2,0.0,0.2,0.8,0.2,0.2
v1113,0.0,0.8,0.5,0.8,0.1,0.6,0.6
v1114,0.8,0.0,0.0,0.0,0.5,0.2,0.3
v1115,0.3,0.2,0.0,0.6,0.4,0.3,0.2
v1116,0.1,1.0,0.5,,0.1,0.5,0.5
v1117,0.6,0.0,0.6,0.0,0.2,0.8,0.7
v1118,0.2,0.0,1.0,0.0,0.2,0.7,
v1119,0.7,0.2,0.0,,0.7,0.4,0.1
v1120,0.4,0.1,0.6,0.1,0.4,0.8,0.5
v1121,0.0,1.0,0.0,0.5,0.5,0.0,0.0
v1122,0.2,0.0,0.3,0.0,0.2,0.7,0.8
v1123,0.2,0.6,0.4,0.7,0.3,0.6,0.6
v1124,1.0,0.0,0.2,0.0,0.5,0.5,0.5
v1125,0.2,0.0,0.7,0.0,0.0,0.2,0.7
v1126,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v1127,0.3,0.0,0.2,,0.3,0.4,0.2
v1128,0.3,0.1,0.3,0.3,0.2,0.1,0.2
v1129,0.5,0.5,0.0,0.5,0.5,0.3,0.2
v1130,0.1,0.5,0.0,1.0,0.3,0.0,0.1
v1131,0.0,0.0,0.4,0.0,0.0,0.4,0.0
v1132,0.8,0.0,0.0,,1.0,,
v1133,0.0,0.3,0.0,0.0,0.0,0.0,0.0
v1134,0.5,0.0,0.5,0.0,0.2,0.5,0.7
v1135,0.3,0.1,0.6,0.1,0.3,0.5,0.2
v1136,0.5,0.5,0.4,,0.8,0.3,0.1
v1137,1.0,1.0,0.0,0.0,0.3,0.0,0.0
v1138,0.2,0.0,0.2,0.0,0.2,0.7,0.7
v1139,0.4,0.0,0.8,,0.2,0.5,0.6
v1140,0.5,0.5,,,0.5,,0.5
v1141,0.0,0.0,0.5,0.0,0.0,0.5,0.5
v1142,0.5,0.5,0.3,0.5,0.5,0.5,0.3
v1143,0.6,0.0,0.1,0.0,0.4,0.3,0.4
v1144,0.8,0.0,0.0,0.0,0.6,0.2,0.3
v1145,0.0,0.9,0.0,0.7,0.5,0.0,0.0
v1146,0.6,0.0,0.0,,0.4,0.6,0.4
v1147,1.0,0.0,0.0,0.0,0.5,0.2,0.0
v1148,0.0,0.0,0.9,0.0,0.2,0.7,0.8
v1149,0.1,0.0,0.9,0.0,0.1,0.5,0.0
v1150,0.2,0.5,0.2,0.4,0.2,0.0,0.1
v1151,1.0,0.3,0.0,0.0,0.8,0.1,0.4
v1152,1.0,0.0,0.0,0.0,0.8,0.0,1.0
v1153,0.8,0.0,0.0,0.0,0.5,0.0,0.2
v1154,0.1,0.5,0.5,,0.1,0.5,0.7
v1155,0.5,0.5,0.5,0.0,1.0,0.5,0.0
v1156,0.5,0.0,0.0,0.0,0.3,0.5,0.5
v1157,0.0,0.0,0.5,0.0,0.0,0.8,0.5
v1158,0.0,0.5,0.7,0.5,0.6,0.7,0.3
v1159,1.0,0.6,0.7,0.3,0.6,0.7,0.4
v1160,0.7,0.0,0.7,0.0,0.2,0.5,0.3
v1161,0.1,0.0,0.5,0.1,0.1,0.2,0.4
v1162,0.5,0.0,0.6,0.0,0.3,0.8,0.4
v1163,0.3,0.1,0.9,0.2,0.2,0.7,0.4
v1164,0.8,0.0,0.0,0.0,0.8,0.0,0.1
v1165,0.3,0.9,0.5,0.3,0.3,0.1,0.3
v1166,0.4,0.0,0.3,0.0,0.2,1.0,0.6
v1167,0.6,0.5,0.1,0.1,0.6,0.3,0.2
v1168,1.0,0.0,0.0,0.0,0.2,0.0,0.0
v1169,0.3,0.5,0.0,0.2,0.9,0.1,0.2
v1170,0.6,0.0,0.0,0.0,0.1,0.5,0.4
v1171,0.2,0.2,0.7,0.2,0.3,0.8,0.6
v1172,0.2,0.0,0.8,0.0,0.2,0.8,0.6
v1173,1.0,0.0,0.0,0.0,0.6,0.0,0.0
v1174,0.2,0.2,0.0,0.3,0.5,0.1,0.0
v1175,0.8,0.0,0.1,0.0,0.8,0.8,0.5
v1176,0.7,0.0,0.4,0.0,0.6,0.5,0.6
v1177,0.5,0.0,0.0,0.0,0.6,0.0,0.0
v1178,0.2,0.2,0.0,0.0,0.2,0.0,0.2
v1179,0.5,0.0,0.5,0.0,0.3,0.7,0.6
v1180,0.7,0.0,0.2,0.0,0.2,0.8,0.8
v1181,0.6,0.1,0.8,0.1,0.1,0.7,0.1
v1182,0.7,0.2,0.0,0.2,0.8,0.1,0.3
v1183,0.6,0.0,0.8,0.0,0.0,0.8,0.5
v1184,0.1,0.0,0.9,0.0,0.1,0.8,0.7
v1185,0.1,0.9,0.8,0.8,0.1,0.8,0.5
v1186,0.8,0.0,0.3,0.0,0.2,0.7,0.9
v1187,0.9,0.3,0.2,0.3,0.6,0.5,0.3
v1188,0.1,0.0,0.0,0.0,0.0,0.0,0.1
v1189,0.0,0.0,1.0,0.0,0.0,1.0,0.3
v1190,0.4,0.0,0.5,0.0,0.2,0.8,0.8
v1191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1192,0.6,0.0,0.2,0.0,0.2,0.6,0.5
v1193,0.4,1.0,0.0,0.1,0.3,0.5,0.0
v1194,0.8,0.0,0.0,0.0,0.4,0.4,0.3
v1195,0.2,0.4,0.8,0.0,0.0,0.8,0.4
v1196,0.0,0.0,1.0,0.0,0.0,0.8,0.5
v1197,0.1,1.0,0.1,,0.0,0.0,0.1
v1198,0.6,0.1,0.2,0.2,0.6,0.3,0.3
v1199,0.6,0.4,0.4,0.5,0.5,0.5,0.4
v1200,0.2,0.0,0.2,0.0,0.2,0.7,0.5
v1201,0.3,0.7,0.3,0.2,0.3,0.2,0.6
v1202,0.7,1.0,0.0,0.7,0.5,0.0,0.2
v1203,0.3,0.0,0.6,0.0,0.1,0.5,0.4
v1204,0.0,0.0,0.1,0.0,0.0,0.0,0.0
v1205,1.0,0.0,0.5,,0.5,0.7,0.3
v1206,0.4,0.0,0.0,0.0,0.2,0.3,0.3
v1207,0.0,0.3,0.0,0.0,0.0,0.1,0.3
v1208,0.7,0.0,0.7,0.1,0.3,0.5,0.6
v1209,0.2,0.0,0.0,0.0,1.0,0.0,0.1
v1210,0.6,0.0,0.5,0.0,0.4,0.5,0.4
v1211,1.0,0.0,0.6,0.0,0.2,0.5,0.6
v1212,0.4,0.0,0.7,0.0,0.1,1.0,0.4
v1213,0.8,0.0,0.2,0.0,0.6,0.7,0.4
v1214,0.7,0.0,0.3,0.0,0.2,0.8,0.9
v1215,0.2,0.7,0.5,0.4,0.2,0.5,0.2
v1216,0.9,0.6,0.0,0.5,0.8,0.6,0.4
v1217,0.8,0.0,0.3,0.0,0.4,0.8,0.5
v1218,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1219,0.0,0.0,0.5,0.0,0.0,0.6,0.2
v1220,0.7,0.2,0.2,0.2,0.5,0.6,0.5
v1221,0.6,0.0,0.0,0.0,0.5,0.4,0.2
v1222,0.9,0.0,0.3,0.0,0.4,0.7,0.7
v1223,0.2,0.0,1.0,0.0,0.1,1.0,0.6
v1224,0.7,0.0,0.3,0.3,0.5,0.5,0.5
v1225,0.4,0.0,0.8,0.0,0.2,0.9,0.5
v1226,0.4,0.3,0.6,0.6,0.4,0.3,0.5
v1227,0.1,0.9,0.0,0.7,0.5,0.2,0.0
v1228,0.9,0.0,0.0,0.0,0.4,0.7,0.3
v1229,0.4,0.0,0.1,0.0,0.2,0.2,0.3
v1230,0.0,0.0,0.0,0.0,0.1,0.0,0.0
v1231,0.5,0.5,0.1,0.5,0.7,0.5,0.2
v1232,0.2,0.7,0.2,0.4,0.4,0.3,0.1
v1233,0.2,0.0,0.6,0.0,0.7,0.5,0.5
v1234,0.5,0.0,0.6,0.0,0.4,0.9,0.6
v1235,0.1,0.0,0.2,0.0,0.0,0.3,0.2
v1236,0.0,0.0,1.0,0.0,0.0,1.0,0.9
v1237,0.6,0.0,0.8,0.1,0.2,0.8,0.9
v1238,0.5,0.7,0.0,,0.6,0.8,0.0
v1239,0.8,0.1,0.1,0.0,0.8,0.0,0.1
v1240,0.3,0.0,1.0,0.0,0.0,0.6,0.5
v1241,0.4,0.0,0.8,0.0,0.2,0.7,0.6
v1242,0.5,0.0,0.5,0.0,0.0,0.8,0.0
v1243,0.9,0.0,0.0,0.0,0.5,0.5,0.0
v1244,0.5,0.0,0.5,0.0,0.4,0.7,0.7
v1245,0.4,1.0,0.0,1.0,0.4,0.0,0.0
v1246,0.0,0.7,0.3,0.7,0.8,0.4,0.0
v1247,0.8,0.0,0.7,0.0,0.8,1.0,0.6
v1248,0.2,0.0,0.5,0.0,0.1,0.5,0.5
v1249,0.8,0.0,0.1,0.0,0.3,0.7,0.4
v1250,0.0,0.0,0.5,0.8,0.1,0.5,0.5
v1251,0.2,0.1,0.5,0.0,0.2,0.5,0.7
v1252,0.8,0.0,0.0,0.0,0.6,0.2,0.4
v1253,0.2,0.4,0.2,0.2,0.2,0.2,0.2
v1254,0.8,0.0,0.5,0.0,0.5,0.8,0.5
v1255,0.5,0.6,0.2,0.3,0.5,0.2,0.4
v1256,1.0,0.0,0.0,0.0,0.7,0.0,0.0
v1257,0.0,0.0,0.7,0.0,0.0,0.8,0.0
v1258,0.8,0.0,0.0,0.0,0.7,0.1,0.3
v1259,0.9,0.0,0.2,0.1,0.4,0.7,0.3
v1260,0.1,0.2,0.3,0.1,0.2,0.4,0.2
v1261,0.4,0.3,0.4,0.3,0.5,0.2,0.7
v1262,0.9,0.6,0.0,0.4,0.4,0.7,0.2
v1263,,0.5,0.5,,,,0.5
v1264,0.8,0.4,0.1,0.4,0.8,0.2,0.1
v1265,0.5,0.5,0.1,0.5,0.6,0.3,0.3
v1266,0.8,0.0,0.2,0.0,0.3,0.5,0.3
v1267,0.4,0.0,0.4,0.0,0.2,0.3,0.4
v1268,0.0,1.0,0.0,0.5,0.5,0.0,0.0
v1269,0.6,0.0,0.0,0.0,0.6,0.4,0.3
v1270,1.0,0.6,0.0,0.5,0.8,0.3,0.4
v1271,0.0,0.0,0.7,0.0,0.0,0.5,0.0
v1272,0.8,0.3,0.0,0.4,0.5,0.4,0.2
v1273,0.8,0.0,0.3,0.0,0.4,0.5,0.0
v1274,0.5,0.8,0.5,0.5,0.5,0.5,0.5
v1275,,0.0,0.0,0.0,1.0,0.8,0.0
v1276,0.3,0.0,0.0,0.3,0.3,0.3,0.3
v1277,0.8,0.0,0.0,0.0,0.8,0.0,0.1
v1278,0.1,0.8,0.0,0.0,0.6,0.0,0.0
v1279,0.3,0.4,0.6,0.0,0.2,0.3,0.0
v1280,0.8,0.0,0.7,0.0,0.3,0.7,0.7
v1281,0.1,0.9,0.0,0.0,0.1,0.1,0.0
v1282,0.5,0.7,0.0,0.7,0.7,0.0,0.0
v1283,0.0,1.0,0.4,0.0,0.0,0.4,0.0
v1284,0.8,0.3,0.5,,0.5,0.5,
v1285,0.5,0.0,0.4,0.0,0.3,0.7,0.6
v1286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1287,0.0,0.0,0.3,0.0,0.0,0.4,0.2
v1288,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1289,0.7,0.0,,,,,
v1290,0.8,0.2,0.2,0.2,0.7,0.4,0.4
v1291,0.0,0.0,0.0,0.0,0.0,1.0,0.2
v1292,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1293,0.1,0.0,0.2,0.0,0.1,0.2,0.0
v1294,0.4,0.7,0.0,0.0,0.1,0.1,0.0
v1295,0.5,0.0,0.5,0.2,0.3,0.4,0.8
v1296,0.2,0.5,,0.2,0.2,0.7,
v1297,0.2,0.1,0.7,0.1,0.6,0.2,0.6
v1298,,0.1,,0.1,,,0.1
v1299,0.6,0.3,0.8,0.2,0.5,0.5,0.5
v1300,0.7,0.0,0.2,0.0,0.3,0.5,0.7
v1301,0.8,0.1,0.2,0.0,0.7,0.5,0.4
v1302,0.4,0.0,0.7,0.0,0.3,0.7,0.3
v1303,0.1,0.5,0.0,0.3,0.8,0.1,0.0
v1304,0.3,0.0,0.8,0.0,0.1,1.0,0.6
v1305,0.2,0.0,0.0,0.1,0.1,0.2,0.3
v1306,0.5,0.0,0.3,0.0,0.2,0.5,0.5
v1307,0.2,0.1,0.9,0.3,0.2,0.3,0.3
v1308,0.4,0.0,0.5,0.0,0.3,0.7,0.5
v1309,0.8,0.0,0.3,0.3,0.3,1.0,0.5
v1310,0.5,0.2,0.0,0.1,0.6,0.4,0.0
v1311,0.0,0.7,0.7,0.0,0.8,0.0,0.0
v1312,0.4,0.0,0.0,0.0,0.4,0.0,0.1
v1313,0.0,0.8,0.1,0.1,0.2,0.1,0.3
v1314,1.0,0.0,0.2,0.0,1.0,1.0,1.0
v1315,0.2,0.1,0.1,,0.2,0.5,0.2
v1316,0.6,0.0,0.0,0.0,0.8,0.5,0.4
v1317,0.4,0.4,0.6,0.4,0.1,0.7,0.5
v1318,0.0,0.2,0.0,0.8,0.0,0.0,0.0
v1319,0.8,0.0,0.0,0.0,0.4,0.7,0.4
v1320,0.1,0.1,0.2,0.1,0.5,0.5,0.7
v1321,0.0,0.0,0.3,0.0,0.0,0.3,0.1
v1322,0.5,0.3,0.4,0.1,0.4,0.7,0.6
v1323,0.8,0.0,0.1,0.0,0.3,0.9,0.6
v1324,0.2,0.1,0.1,,0.8,0.5,0.1
v1325,0.0,0.0,1.0,0.0,0.0,0.4,0.0
v1326,1.0,0.0,0.2,,0.3,0.7,0.3
v1327,0.4,0.0,0.2,0.0,0.5,0.6,0.2
v1328,0.1,0.0,0.6,0.0,0.1,0.6,0.6
v1329,0.3,0.0,0.6,0.0,0.1,0.7,0.3
v1330,0.8,0.0,0.1,0.6,0.6,0.5,0.4
v1331,0.4,0.0,0.6,0.0,0.1,0.8,0.7
v1332,0.5,0.5,,,,,0.5
v1333,0.1,0.0,1.0,0.0,0.1,0.6,0.3
v1334,0.1,0.0,0.9,0.0,0.0,0.7,0.6
v1335,0.0,0.0,0.7,0.0,0.0,0.7,0.5
v1336,0.7,0.0,0.2,0.0,0.3,0.5,0.6
v1337,0.0,0.0,0.0,0.0,0.2,0.2,0.0
v1338,0.6,0.2,0.2,,0.5,0.5,0.3
v1339,0.0,0.0,1.0,,0.0,1.0,0.9
v1340,0.8,0.0,0.2,0.0,0.6,0.2,0.5
v1341,0.8,0.1,0.1,0.0,0.3,0.6,0.6
v1342,0.7,0.0,0.1,0.0,0.6,0.5,0.4
v1343,0.2,0.5,0.3,0.2,0.2,0.6,0.5
v1344,0.4,0.0,0.7,0.0,0.3,0.8,0.6
v1345,0.9,0.0,0.0,0.0,0.3,0.8,0.6
v1346,0.8,0.0,0.5,0.0,0.1,0.8,0.5
v1347,0.4,0.0,0.7,0.0,0.1,0.4,0.3
v1348,0.8,0.0,0.0,0.0,0.7,1.0,0.3
v1349,0.0,0.0,0.5,0.0,0.0,0.7,0.1
v1350,0.9,0.0,0.1,0.0,0.6,0.2,0.3
v1351,0.4,0.3,0.0,0.0,0.0,0.3,0.0
v1352,0.8,0.0,0.5,0.0,0.2,0.7,0.5
v1353,0.0,0.1,0.8,0.1,0.2,0.2,0.4
v1354,0.0,0.0,0.7,0.0,0.0,1.0,0.5
v1355,0.7,0.0,0.0,0.0,0.6,0.3,0.5
v1356,0.0,0.9,0.0,0.1,0.0,0.1,0.0
v1357,0.0,0.0,1.0,0.0,0.0,0.3,0.1
v1358,0.2,0.8,0.0,0.8,0.6,0.3,0.1
v1359,0.0,1.0,0.1,0.0,0.0,0.2,0.0
v1360,0.2,0.0,0.4,0.0,0.1,0.6,0.8
v1361,0.3,0.0,0.3,0.0,0.2,0.5,0.6
v1362,0.0,0.7,0.0,0.8,0.0,0.0,0.0
v1363,0.2,0.8,0.0,0.9,0.1,0.0,0.0
v1364,0.6,0.0,0.4,0.0,0.4,0.6,0.6
v1365,0.8,0.0,0.2,0.2,0.6,0.8,0.8
v1366,0.5,0.3,0.3,0.5,0.4,0.6,0.3
v1367,0.2,0.2,0.0,0.7,0.9,0.3,0.2
