,A,B,C,D,E,F,G,H,I
v726,0.5,0.6,0.5,,0.5,0.5,,0.4,0.4
v727,0.5,0.5,0.6,0.5,0.5,0.6,0.5,0.5,0.5
v728,0.4,0.8,0.1,0.5,0.3,0.1,0.3,0.2,0.3
v729,0.6,0.6,0.5,0.5,0.6,0.4,0.6,0.6,0.5
v730,0.5,0.5,0.5,0.2,0.3,0.1,0.0,0.3,0.1
v731,0.0,0.8,0.0,,0.0,0.2,,0.5,0.0
v732,0.7,0.5,0.1,0.8,0.5,0.4,0.6,0.5,0.3
v733,0.3,0.3,0.3,0.3,0.3,0.6,0.3,0.3,0.3
v734,1.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.2
v735,0.6,0.2,0.6,0.5,0.2,0.1,0.5,0.2,0.5
v736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v737,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v738,0.9,0.6,0.5,0.6,0.5,0.5,0.5,0.6,0.5
v739,0.0,0.2,0.9,0.0,0.3,0.0,0.0,0.4,0.0
v740,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v741,0.4,0.4,0.0,0.0,0.3,0.1,0.1,0.9,0.4
v742,0.8,0.4,0.2,,,,,,
v743,0.0,0.5,0.0,0.1,0.4,1.0,0.0,0.0,0.0
v744,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v745,0.3,0.7,0.5,0.4,0.3,0.2,0.3,0.5,0.4
v746,0.0,0.7,0.0,0.0,0.3,0.5,0.0,0.0,0.0
v747,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5
v748,0.7,0.0,0.7,0.5,0.1,0.0,0.5,0.1,0.5
v749,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v750,0.8,0.2,0.1,0.5,0.1,0.5,0.5,0.5,0.5
v751,0.6,0.6,0.9,0.8,0.5,0.0,0.7,0.6,0.1
v752,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v753,0.3,0.6,0.1,0.5,0.5,0.9,0.6,0.5,0.5
v754,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5
v755,0.8,0.5,1.0,0.5,0.5,0.2,0.5,0.5,0.5
v756,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v757,0.4,0.7,0.4,0.4,0.4,0.4,0.4,0.4,0.4
v758,0.1,0.8,0.0,0.2,0.5,0.6,0.5,0.5,0.2
v759,0.4,0.4,1.0,0.2,0.2,0.2,0.2,0.2,0.2
v760,0.5,0.5,0.0,0.3,0.3,0.3,0.5,0.4,0.1
v761,0.1,0.1,0.9,0.5,0.1,0.1,0.1,0.1,0.1
v762,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5
v763,1.0,0.5,0.8,0.4,0.2,0.0,0.3,0.5,0.9
v764,0.4,0.7,0.5,0.4,0.5,0.4,0.5,0.4,0.5
v765,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2
v766,0.2,0.9,0.0,0.5,0.3,0.2,0.1,0.4,0.5
v767,0.0,0.5,0.0,0.3,0.4,0.3,0.2,0.5,0.2
v768,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v769,0.2,1.0,0.1,0.5,0.5,0.6,0.5,0.5,0.0
v770,0.3,0.5,0.9,0.5,0.9,0.7,0.6,0.9,0.2
v771,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v773,0.5,1.0,0.5,0.4,0.4,0.4,0.6,0.9,0.4
v774,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v775,0.3,0.5,0.0,0.3,0.5,0.2,0.6,0.5,0.3
v776,0.7,0.6,0.0,0.4,0.1,0.1,0.1,0.1,0.3
v777,0.0,0.9,0.0,0.0,0.5,0.0,0.5,0.0,0.0
v778,0.5,0.5,0.0,0.5,0.5,0.5,,0.5,0.5
v779,0.4,0.8,0.0,0.5,0.7,0.2,0.5,0.5,0.5
v780,0.9,0.7,0.0,0.8,0.0,0.0,0.7,0.8,0.8
v781,0.4,0.8,0.1,0.2,0.2,0.1,0.3,0.3,0.2
v782,0.0,0.0,,,,,,,
v783,0.2,0.6,0.8,0.5,0.6,0.0,0.5,0.5,0.5
v784,0.9,0.6,0.9,0.5,0.3,0.1,0.2,0.1,0.8
v785,0.1,0.6,0.0,0.1,0.1,0.1,0.7,0.3,0.1
v786,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v787,0.6,0.6,0.3,0.4,0.6,0.4,0.5,0.6,0.4
v788,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v789,0.8,0.6,0.6,0.5,0.2,0.1,0.5,0.5,0.5
v790,0.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.0
v791,0.3,0.9,0.0,0.5,0.6,0.2,0.5,0.7,0.6
v792,0.8,0.4,0.0,0.5,0.7,0.3,0.5,0.5,0.4
v793,0.0,0.4,0.0,0.0,0.4,0.8,0.2,0.2,0.0
v794,0.2,0.3,0.4,0.6,1.0,0.6,0.0,0.1,0.1
v795,0.7,0.8,0.2,0.5,0.6,0.7,0.6,0.7,0.5
v796,0.5,0.5,0.0,0.4,0.0,0.0,0.0,0.0,0.0
v797,0.1,0.5,0.0,0.4,0.7,1.0,0.7,0.4,0.2
v798,0.5,0.8,0.0,0.5,0.5,0.3,0.3,0.5,0.5
v799,0.9,0.0,0.6,0.8,0.0,0.0,0.0,0.0,0.9
v800,0.6,0.6,0.4,0.5,0.5,0.4,0.5,0.5,0.5
v801,0.4,0.6,0.4,0.2,0.2,0.3,0.3,0.3,0.4
v802,0.5,1.0,0.0,0.5,0.5,0.4,0.5,0.5,0.5
v803,0.7,0.7,0.0,0.9,0.5,0.4,0.8,0.5,0.7
v804,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v805,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v806,0.5,0.3,0.5,0.8,0.5,0.5,0.5,0.1,0.3
v807,0.2,0.9,0.5,0.5,0.2,0.2,0.5,0.2,0.0
v808,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v809,0.2,0.2,,,0.2,0.2,,0.5,0.2
v810,0.2,1.0,0.1,0.2,0.5,0.6,0.6,0.5,0.1
v811,0.5,0.8,0.0,1.0,0.5,0.5,0.5,0.5,0.5
v812,0.8,0.6,0.7,0.6,0.5,0.5,0.6,0.4,0.5
v813,1.0,0.5,0.8,0.5,0.3,0.1,0.6,0.2,0.9
v814,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v815,0.3,1.0,0.0,0.2,0.2,0.1,0.1,0.1,0.2
v816,0.0,0.7,,0.0,0.0,0.0,0.0,0.0,0.0
v817,0.0,0.9,0.0,0.0,0.6,0.6,0.0,0.5,0.0
v818,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v819,0.5,0.9,0.4,0.4,0.6,0.6,0.6,0.7,0.4
v820,0.9,0.5,0.7,0.8,0.0,0.5,0.3,0.7,0.3
v821,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v822,0.2,0.9,0.0,0.5,0.8,0.0,0.5,0.5,0.5
v823,0.9,0.1,0.5,0.1,0.1,0.1,0.1,0.5,0.6
v824,0.5,0.7,0.2,0.5,0.5,0.5,0.5,0.5,0.5
v825,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5
v826,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v827,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5
v828,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v829,0.1,1.0,0.0,0.1,0.7,0.2,0.2,0.5,0.1
v830,0.0,1.0,0.0,0.5,0.7,0.0,0.6,0.6,0.3
v831,0.1,0.9,0.0,0.1,0.5,0.5,0.5,0.5,0.0
v832,0.3,0.8,0.1,0.5,0.6,0.3,0.3,0.6,0.3
v833,0.7,0.7,0.9,0.5,0.5,0.0,,0.7,0.5
v834,1.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.8
v835,0.0,0.4,0.0,0.0,0.5,0.0,0.5,0.5,0.0
v836,1.0,0.5,0.8,0.6,0.3,0.0,0.6,0.4,0.7
v837,1.0,0.5,0.8,0.4,0.2,0.0,0.6,0.6,0.8
v838,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v839,0.3,0.8,0.4,0.2,0.2,0.4,0.3,0.1,0.2
v840,0.7,0.5,0.8,0.6,0.2,0.2,0.5,0.6,0.5
v841,0.6,0.6,0.2,0.4,0.8,0.7,0.5,0.5,0.5
v842,0.3,0.4,0.0,0.4,0.3,0.4,0.4,0.3,0.2
v843,0.5,0.8,0.1,0.5,0.5,0.5,0.5,0.5,0.5
v844,0.8,0.4,0.4,0.6,0.4,0.5,0.5,0.5,0.5
v845,0.8,0.4,0.9,0.4,0.1,0.5,0.1,0.3,0.4
v846,0.2,0.7,0.4,,0.2,0.2,0.5,0.2,0.3
v847,0.1,0.7,0.0,0.5,0.6,0.5,0.2,0.5,0.1
v848,0.8,0.7,0.0,,0.0,0.0,,0.5,0.6
v849,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v850,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v851,0.8,0.3,0.4,0.7,0.1,0.2,0.6,0.2,0.5
v852,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v853,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5
v854,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v855,0.7,0.0,,0.2,0.5,0.7,0.1,0.5,0.2
v856,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v857,0.3,0.1,0.0,0.0,0.3,0.2,0.6,0.0,0.2
v858,0.6,0.6,0.1,0.5,0.6,0.4,0.5,0.5,0.5
v859,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v860,0.1,0.8,0.3,0.5,0.6,0.0,0.5,0.5,0.5
v861,0.4,0.3,0.6,0.7,0.3,0.2,0.3,0.3,0.4
v862,0.5,0.9,0.4,,0.8,0.3,0.5,0.4,0.4
v863,0.5,0.9,0.8,0.5,0.2,0.3,0.5,0.8,0.2
v864,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v865,1.0,0.4,0.0,0.7,0.0,0.0,0.5,0.2,0.6
v866,0.7,0.5,0.0,0.5,0.2,0.2,0.5,0.4,0.2
v867,0.2,0.9,0.1,0.3,0.6,0.6,0.5,0.4,0.2
v868,0.5,0.5,0.9,0.5,0.5,0.5,0.5,0.5,0.5
v869,0.3,0.6,0.3,0.1,0.9,1.0,0.7,0.3,0.0
v870,0.0,1.0,0.0,0.0,0.6,0.5,0.6,0.5,0.0
v871,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v872,0.4,0.8,0.7,0.5,0.5,0.0,0.5,0.8,0.5
v873,0.0,1.0,0.1,0.5,0.5,0.6,0.5,0.5,0.1
v874,0.2,0.8,0.1,0.5,0.5,0.5,0.5,0.5,0.5
v875,0.4,0.8,0.0,0.2,0.5,0.2,0.2,0.2,0.2
v876,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.9
v877,0.7,0.3,0.9,0.5,0.1,0.1,0.5,0.5,0.5
v878,0.4,0.5,0.1,0.5,0.4,0.3,0.7,0.5,0.5
v879,0.3,1.0,0.0,0.5,0.6,0.5,0.5,0.8,0.3
v880,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5
v881,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v882,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v883,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5
v884,0.4,0.5,0.4,0.3,0.2,0.2,0.2,0.4,0.3
v885,0.5,0.6,0.0,0.5,0.7,0.0,0.5,0.5,0.5
v886,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v887,0.5,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5
v888,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v889,0.6,0.9,0.0,0.3,0.8,0.6,0.8,0.5,0.6
v890,0.5,0.5,1.0,0.5,0.4,0.3,0.4,0.5,0.5
v891,0.5,0.8,0.0,0.3,0.5,0.5,0.3,0.2,0.4
v892,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v893,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5
v894,0.3,0.9,0.1,0.4,0.5,0.5,0.5,0.5,0.3
v895,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v896,0.6,0.9,0.7,0.5,0.7,0.5,0.5,0.7,0.5
v897,0.6,0.7,0.2,0.5,0.6,0.2,,0.6,0.5
v898,0.5,0.5,0.4,0.5,0.5,0.4,0.5,0.5,0.4
v899,0.9,0.6,0.7,0.8,0.7,0.2,0.7,0.7,0.5
v900,0.6,0.6,0.1,0.5,0.5,0.3,0.5,0.5,0.5
v901,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5
v902,0.6,0.0,1.0,0.6,0.2,0.0,0.5,0.6,0.6
v903,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5
v904,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v905,0.6,0.6,0.7,0.5,0.5,0.4,0.5,0.5,0.3
v906,0.4,0.7,0.5,0.2,0.3,0.3,0.2,0.1,0.3
v907,0.2,0.4,0.0,0.3,0.6,0.1,0.5,0.7,0.2
v908,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v909,0.6,0.6,0.1,0.3,0.3,0.3,0.3,0.2,0.2
v910,0.5,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v911,0.7,0.7,0.0,0.5,0.5,0.3,0.4,0.5,0.5
v912,0.6,0.7,,,0.2,,0.5,0.5,0.5
v913,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v914,0.3,1.0,0.1,0.5,0.8,0.7,0.5,0.6,0.1
v915,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v916,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.5,0.5
v917,0.6,0.2,0.0,1.0,0.5,0.2,,0.3,
v918,0.3,0.2,1.0,0.3,0.2,0.2,0.3,0.2,0.3
v919,0.5,0.6,0.4,0.5,0.6,0.5,0.5,0.7,0.5
v920,1.0,0.5,0.9,0.3,0.2,0.0,0.6,0.3,0.8
v921,0.2,0.9,0.0,0.0,0.3,0.1,0.5,0.5,0.0
v922,0.6,0.6,0.6,0.8,0.7,0.5,0.7,0.5,0.2
v923,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v924,0.3,0.6,0.5,0.5,0.3,0.2,0.5,0.2,0.2
v925,0.4,0.7,0.4,0.3,0.3,0.2,0.3,0.4,0.4
v926,0.2,0.2,0.0,0.5,1.0,0.7,1.0,0.5,0.2
v927,0.5,0.5,0.7,0.5,0.5,0.5,0.5,0.5,0.5
v928,0.1,,0.1,,0.4,0.5,,0.5,0.4
v929,0.6,0.5,0.8,0.4,0.1,0.0,0.3,0.5,0.2
v930,1.0,0.7,0.1,0.5,0.2,0.2,0.2,0.2,0.5
v931,0.9,0.2,0.0,0.2,0.1,0.2,0.2,0.2,0.1
v932,1.0,0.5,0.8,0.3,0.2,0.0,0.4,0.6,0.9
v933,0.6,0.4,0.5,0.7,0.5,0.4,0.4,0.5,0.5
v934,0.9,0.4,0.8,0.8,0.1,0.0,0.0,0.2,0.0
v935,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v936,0.5,0.8,0.1,0.6,0.2,0.3,0.4,0.1,0.2
v937,0.9,0.2,0.9,0.4,0.0,0.3,0.6,0.5,0.6
v938,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5
v939,0.4,0.8,0.0,,0.4,0.2,,,
v940,0.5,0.5,0.0,,0.5,0.5,,0.5,0.4
v941,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v942,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.8
v943,0.7,0.9,0.7,0.6,0.1,0.2,0.5,0.2,0.4
v944,0.6,0.8,0.0,0.6,0.7,0.6,0.7,0.6,0.6
v945,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v946,1.0,0.5,0.0,,0.0,0.0,,0.5,0.7
v947,0.6,0.4,1.0,0.6,0.0,0.1,0.4,0.2,0.8
v948,0.2,1.0,0.0,0.0,0.7,0.7,0.8,0.1,0.1
v949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
