,A,B,C,D,E,F,G,H,I
v740,0.3,0.2,0.1,0.5,0.8,0.3,0.1,0.4,0.1
v741,0.5,0.7,0.6,0.5,0.3,0.4,0.5,0.5,0.5
v742,0.5,0.7,0.4,0.5,0.3,0.2,0.6,0.4,0.3
v743,0.4,0.8,0.4,0.5,0.5,0.5,0.8,0.5,0.5
v744,0.5,0.8,0.0,0.6,0.5,0.2,0.6,0.4,
v745,0.8,0.5,0.5,0.5,0.6,0.6,0.5,0.5,0.5
v746,0.6,0.8,0.6,0.7,0.2,0.2,0.4,0.1,0.6
v747,0.1,0.9,0.0,0.0,0.0,0.0,0.6,0.0,0.0
v748,0.5,0.2,0.6,0.2,0.2,0.4,0.4,0.4,0.4
v749,0.8,0.0,0.0,0.0,0.8,0.5,0.0,0.5,0.5
v750,1.0,0.9,0.0,0.1,0.1,0.1,0.2,0.3,0.1
v751,0.3,0.9,0.5,0.2,0.3,0.3,0.6,0.4,0.2
v752,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v753,0.8,0.4,0.2,0.6,0.2,0.2,0.2,0.5,0.6
v754,0.5,0.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0
v755,0.3,0.1,0.0,0.1,0.0,,0.1,0.0,0.1
v756,0.7,0.3,0.3,,0.6,0.6,0.2,0.7,
v757,0.7,0.8,0.0,0.0,0.0,0.0,0.8,0.0,0.0
v758,0.5,0.1,0.1,0.4,0.6,1.0,0.1,0.4,0.4
v759,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0
v760,0.2,0.8,0.3,0.7,0.0,0.3,0.5,0.0,0.5
v761,0.3,0.0,0.0,0.0,0.2,1.0,0.0,0.2,0.1
v762,0.5,0.3,0.2,0.1,0.2,0.2,0.3,0.3,0.1
v763,0.5,0.2,0.0,0.1,0.9,0.4,0.0,0.0,0.0
v764,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v765,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v766,0.4,0.0,0.0,0.1,0.3,1.0,0.0,0.3,0.2
v767,0.4,0.5,0.5,0.5,0.3,0.2,0.5,0.2,0.3
v768,0.9,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v769,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v770,0.0,0.5,1.0,0.0,0.5,0.5,0.0,0.0,0.0
v771,0.9,0.3,0.5,0.5,0.7,0.6,0.5,,0.5
v772,0.6,0.6,0.5,0.5,0.2,0.1,0.5,0.5,0.5
v773,0.7,0.3,0.1,0.4,0.6,0.5,0.3,0.6,0.3
v774,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v775,1.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.1
v776,0.6,0.2,0.2,0.2,0.3,0.3,0.1,0.3,0.3
v777,1.0,0.2,0.0,0.4,0.7,0.5,0.1,0.4,0.5
v778,0.3,0.0,0.0,0.0,0.8,1.0,0.0,0.0,0.0
v779,0.5,0.7,0.8,0.4,0.2,0.3,0.8,0.2,0.2
v780,0.1,0.7,0.5,0.6,0.0,0.0,0.6,0.0,0.0
v781,0.8,0.5,0.0,0.5,0.3,0.3,0.5,0.5,0.5
v782,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v783,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v784,0.2,0.2,0.0,0.0,0.1,0.1,0.1,0.8,0.5
v785,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v786,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v787,0.5,0.3,0.0,0.2,0.9,0.6,0.1,0.4,0.2
v788,0.4,0.2,0.0,0.2,0.7,0.3,0.3,0.4,0.3
v789,0.8,,0.6,0.6,0.6,0.6,0.6,0.5,0.6
v790,0.0,0.5,0.5,0.7,0.0,0.0,0.0,0.0,0.0
v791,0.3,0.8,0.5,0.5,0.1,0.1,0.5,0.1,0.1
v792,0.8,0.2,0.1,0.2,0.3,0.2,0.2,0.3,0.2
v793,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0
v794,0.6,0.7,0.5,0.6,0.4,0.5,0.5,0.5,0.5
v795,0.5,0.4,0.4,0.2,0.3,0.3,0.3,0.2,0.2
v796,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.7,0.5
v797,0.7,0.4,0.0,0.0,0.6,0.5,0.3,0.5,0.1
v798,0.6,0.3,0.1,0.5,0.7,0.2,0.5,0.6,0.4
v799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v800,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
v801,0.4,1.0,0.0,0.0,0.0,0.5,0.5,0.3,0.4
v802,0.3,0.9,1.0,0.9,0.2,0.1,1.0,0.4,0.4
v803,1.0,0.9,0.7,0.8,0.3,0.2,0.8,0.5,0.3
v804,0.5,0.5,0.3,0.5,0.2,,0.5,,0.5
v805,0.9,0.1,0.0,0.2,0.3,0.2,0.2,0.2,0.2
v806,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v807,0.8,0.2,0.0,0.3,0.4,0.5,0.1,0.4,0.4
v808,1.0,0.5,0.0,0.3,0.7,0.6,0.0,0.7,0.7
v809,0.9,0.4,0.0,0.4,0.5,0.2,0.1,0.0,0.5
v810,0.4,0.5,0.4,0.4,0.5,0.5,0.4,0.5,0.6
v811,0.8,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v812,0.7,0.7,0.3,0.5,0.4,0.5,0.6,0.4,0.5
v813,0.6,0.3,0.0,0.0,0.3,0.3,0.0,0.3,
v814,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
v815,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v816,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v817,0.4,0.9,0.1,0.2,0.4,0.1,0.5,0.2,0.3
v818,0.6,0.5,0.0,1.0,0.5,0.5,0.0,1.0,0.5
v819,0.5,0.8,0.4,0.2,0.2,0.2,0.5,0.2,0.3
v820,0.6,0.5,0.0,0.2,0.2,0.2,0.7,0.2,0.2
v821,0.6,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v822,0.6,0.8,0.1,0.4,0.4,0.3,0.4,0.4,0.5
v823,0.8,0.3,0.1,,0.3,0.5,0.1,,
v824,0.5,0.8,,,0.1,,,,
v825,0.6,0.3,0.0,0.5,0.8,0.3,0.5,0.5,0.5
v826,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
v827,0.8,0.3,0.0,0.1,0.5,0.5,0.3,0.6,0.1
v828,0.5,0.8,0.0,0.0,0.5,0.1,0.0,0.0,0.0
v829,0.4,0.8,,,0.2,0.3,0.6,,
v830,0.8,0.0,0.0,0.1,0.7,1.0,0.1,0.2,0.1
v831,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v832,0.6,0.4,0.0,0.3,0.6,0.5,0.0,0.5,0.7
v833,1.0,0.0,0.5,0.3,0.0,0.0,0.2,0.3,0.5
v834,0.5,0.9,0.0,0.0,0.0,0.0,0.2,0.2,0.0
v835,0.6,0.3,0.0,0.2,0.6,0.4,0.1,0.6,0.2
v836,0.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
v837,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v838,0.9,0.6,0.0,0.0,0.0,0.1,0.3,0.0,0.0
v839,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v840,0.5,0.5,0.6,0.6,0.0,0.0,0.7,0.3,0.6
v841,0.6,0.5,0.2,0.5,0.5,0.8,0.8,0.5,0.5
v842,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v843,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
v844,0.9,0.7,0.1,0.6,0.5,0.5,0.5,0.5,0.5
v845,0.8,0.3,0.0,0.0,0.4,0.1,0.0,0.4,0.5
v846,0.6,0.8,,,,,,,
v847,0.3,0.0,0.1,0.0,0.1,0.8,0.2,0.2,0.1
v848,0.3,0.6,0.7,0.5,0.3,0.4,0.7,0.3,0.5
v849,0.6,0.0,0.0,0.0,0.5,0.4,0.0,0.6,0.8
v850,0.6,0.7,0.2,0.5,0.3,0.4,0.4,0.6,0.4
v851,0.5,0.5,0.5,0.2,0.4,0.5,0.3,0.2,0.2
v852,0.7,0.3,0.1,0.4,0.5,0.3,0.4,0.5,0.3
v853,0.0,0.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v855,0.6,0.7,0.0,0.5,0.5,0.5,0.6,0.5,0.5
v856,1.0,0.3,0.0,0.2,0.3,0.4,0.0,0.3,0.5
v857,0.7,0.4,0.3,0.5,0.4,0.5,0.5,0.5,0.5
v858,0.6,0.6,0.2,0.6,0.5,0.5,0.6,0.5,0.5
v859,0.5,0.4,0.2,0.2,0.3,0.2,0.3,0.3,0.1
v860,1.0,0.2,0.0,0.2,0.7,0.5,0.0,0.5,0.0
v861,0.8,0.8,0.0,0.3,0.4,0.3,0.6,0.6,0.6
v862,0.2,0.2,0.0,0.6,0.0,0.2,0.5,0.0,0.6
v863,0.1,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v864,0.8,0.5,0.0,0.5,0.5,0.4,0.4,0.4,0.4
v865,1.0,0.1,0.0,0.1,0.1,0.0,0.2,0.2,0.1
v866,0.5,0.7,0.1,0.4,0.3,0.3,0.4,0.4,0.3
v867,0.3,1.0,0.6,0.8,0.2,0.0,0.5,0.0,0.5
v868,0.5,0.4,0.1,0.0,0.5,0.5,0.0,0.2,0.1
v869,1.0,0.7,0.0,0.5,0.5,0.5,0.2,0.2,0.5
v870,1.0,0.5,0.0,0.5,0.5,0.6,0.5,0.7,0.5
v871,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
v872,0.7,0.1,0.0,0.1,0.2,0.2,0.1,0.2,0.5
v873,0.6,0.2,0.0,0.2,0.3,0.3,0.0,0.0,0.1
v874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v875,0.8,0.1,0.0,0.0,0.9,0.5,0.0,0.0,0.0
v876,1.0,0.3,0.8,,0.5,0.0,0.3,0.5,0.5
v877,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.6,0.5
v878,1.0,0.5,0.2,0.7,0.7,0.5,0.7,0.7,0.6
v879,0.7,0.1,0.0,0.2,0.3,0.4,0.1,0.2,0.2
v880,0.6,0.7,1.0,0.2,0.3,0.3,0.9,0.2,0.2
v881,1.0,0.1,0.0,0.2,0.7,0.6,0.2,0.6,0.7
v882,0.3,0.2,0.0,0.3,0.5,0.3,0.0,0.7,0.6
v883,0.5,0.5,0.2,0.0,0.0,0.2,0.1,0.0,0.0
v884,0.8,0.4,0.6,0.5,0.3,0.3,0.4,0.6,0.4
v885,0.5,0.8,0.3,0.7,0.2,0.3,1.0,0.0,0.4
v886,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v887,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v888,0.6,0.1,0.0,0.0,0.8,1.0,0.0,0.8,0.8
v889,0.9,0.8,0.1,0.2,0.3,0.2,0.7,0.3,0.4
v890,0.8,0.3,0.2,0.4,0.5,0.3,0.4,0.5,0.5
v891,0.8,0.5,0.0,0.5,0.4,0.3,0.1,0.7,
v892,0.3,0.0,0.5,0.6,0.3,0.3,0.5,0.0,0.0
v893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v894,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5
v895,0.9,0.3,0.0,,0.5,0.3,0.0,0.6,
v896,0.2,1.0,0.1,0.3,0.4,0.3,0.5,0.3,0.2
v897,1.0,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2
v898,0.8,0.2,0.1,0.2,0.3,0.2,0.1,0.2,0.2
v899,0.8,0.6,0.0,0.4,0.3,0.4,0.5,0.1,0.4
v900,1.0,0.0,0.0,0.2,0.2,0.5,0.0,0.2,0.5
v901,1.0,0.4,0.0,0.2,0.0,0.3,0.0,0.0,0.2
v902,0.3,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0
v903,1.0,0.3,0.0,0.1,0.4,0.2,0.1,0.6,0.4
v904,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v905,0.0,0.8,0.6,0.5,0.0,0.0,0.2,0.0,0.0
v906,0.3,0.8,0.6,0.3,0.3,0.2,0.2,0.4,0.3
v907,0.9,0.1,0.0,0.1,0.2,0.1,0.1,0.1,0.1
v908,0.8,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5
v909,0.6,0.7,0.7,0.7,0.7,0.8,0.5,0.5,0.7
v910,1.0,0.5,0.3,0.3,0.5,0.5,0.5,0.0,
v911,0.4,0.7,0.2,0.5,0.2,0.2,0.2,0.3,0.3
v912,0.2,1.0,0.0,,0.0,0.0,0.0,,
v913,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v914,0.6,0.4,0.0,0.4,0.4,0.4,0.4,0.4,0.4
v915,0.8,0.8,0.0,0.5,0.2,0.3,0.6,0.2,0.5
v916,0.4,0.6,0.6,0.3,0.3,0.2,0.6,0.3,0.3
v917,0.6,0.1,0.0,0.5,0.5,0.5,0.5,0.6,0.5
v918,1.0,0.7,0.0,0.2,0.1,0.5,0.3,0.1,0.2
v919,0.8,0.6,1.0,,0.5,0.6,0.3,0.5,
v920,0.5,0.8,0.3,0.3,0.4,0.2,0.6,0.2,0.2
v921,0.6,0.4,0.0,0.1,0.6,0.8,0.0,0.5,0.2
v922,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v923,1.0,0.2,0.0,0.3,0.3,0.3,0.0,0.2,0.7
v924,0.6,0.3,0.0,0.2,0.3,0.3,0.2,0.6,0.2
v925,0.9,0.6,0.4,0.5,0.5,0.3,0.3,0.7,0.4
v926,1.0,1.0,0.7,0.8,1.0,0.7,0.7,1.0,1.0
v927,0.7,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
v928,0.8,0.3,0.8,0.5,0.1,0.4,0.0,0.2,0.5
v929,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v930,0.7,0.7,0.2,0.7,0.6,0.3,0.5,0.4,0.3
v931,0.4,0.7,1.0,0.6,0.3,0.1,0.3,0.5,0.6
v932,0.7,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0
v933,0.8,0.2,0.0,0.1,0.5,0.5,0.0,0.4,0.7
v934,0.6,0.4,0.0,0.2,0.5,0.4,0.2,0.5,0.5
v935,0.6,0.4,0.1,0.6,0.2,0.2,0.4,,
v936,0.9,0.4,0.4,0.7,0.4,0.5,0.4,0.5,
v937,0.5,0.1,0.0,0.3,0.5,0.3,0.6,0.5,0.5
v938,0.8,0.6,0.1,0.3,0.4,0.4,0.3,0.4,0.3
v939,0.5,0.6,0.4,0.7,0.4,0.5,0.3,0.0,0.5
v940,0.7,0.6,0.1,0.7,0.6,0.6,0.6,0.6,0.6
v941,1.0,0.4,0.0,0.5,0.6,0.4,0.5,0.5,0.5
v942,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3
v943,0.6,0.5,0.5,0.5,0.8,0.5,0.5,0.5,0.5
v944,0.1,0.2,0.0,0.7,0.8,0.1,0.1,0.3,0.9
v945,0.1,0.7,0.2,0.8,0.0,0.0,0.5,0.0,0.0
v946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v947,0.6,0.7,0.2,0.5,0.5,0.5,0.5,0.5,0.5
v948,1.0,0.0,0.6,0.5,0.2,0.1,0.1,0.4,0.4
v949,0.9,0.8,0.0,0.9,0.4,0.3,0.2,0.9,0.3
v950,0.5,0.7,0.2,0.5,0.6,0.5,0.4,0.6,0.5
v951,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v952,0.6,0.8,0.3,0.5,0.5,0.5,0.5,0.5,0.5
v953,0.3,0.3,0.0,0.2,0.0,0.2,0.5,0.0,0.2
v954,1.0,0.0,0.0,,0.5,0.5,0.0,0.5,
v955,0.3,0.9,0.5,0.8,0.1,0.1,0.7,0.3,0.4
v956,0.9,0.5,0.0,0.6,0.5,0.3,0.2,0.6,0.6
v957,0.5,0.8,0.7,0.2,0.1,0.2,0.5,0.5,0.3
v958,0.5,0.2,0.4,0.1,0.3,0.2,0.4,0.0,0.1
v959,0.9,0.7,0.0,0.1,0.2,0.1,0.4,0.3,0.2
v960,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v961,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v962,0.2,0.4,0.5,0.4,0.0,0.2,0.5,0.0,0.1
v963,0.8,0.2,0.0,0.3,0.3,0.3,0.2,0.2,0.2
v964,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
