,A,B,C,D,E,F,G,H
v812,0.6,0.2,0.5,0.5,0.6,0.5,0.6,0.6
v813,1.0,0.0,0.3,0.2,0.7,0.7,1.0,0.6
v814,0.8,0.0,0.0,0.9,0.4,0.0,1.0,0.4
v815,0.3,0.9,0.6,0.1,0.0,0.9,0.0,0.0
v816,0.8,0.4,0.8,0.5,0.8,0.8,0.7,0.7
v817,0.6,0.5,0.5,0.5,0.6,0.5,0.6,0.7
v818,0.6,0.4,0.5,0.5,0.5,0.8,0.5,0.5
v819,0.1,0.9,0.6,0.1,0.1,0.6,0.0,0.2
v820,0.9,0.0,0.2,1.0,0.8,0.0,1.0,0.0
v821,1.0,0.0,0.3,1.0,0.7,0.1,0.8,0.5
v822,0.9,0.9,,0.8,,,,
v823,0.0,0.9,0.9,0.1,0.3,0.9,0.0,0.1
v824,0.6,0.9,0.7,0.2,0.5,0.9,0.5,0.5
v825,0.6,0.8,0.9,0.4,0.6,0.0,0.1,0.5
v826,0.8,0.6,0.8,0.7,0.0,0.5,0.0,0.7
v827,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v828,0.7,0.0,0.1,0.9,0.5,0.0,0.8,0.4
v829,,1.0,,,,,,
v830,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v831,0.8,0.0,0.1,0.9,0.4,0.0,0.8,0.2
v832,1.0,0.0,0.3,0.9,0.6,0.2,0.4,0.1
v833,0.9,0.0,0.3,0.5,0.5,0.1,0.5,0.5
v834,0.8,0.5,0.8,0.3,0.3,0.4,0.3,0.5
v835,0.9,0.9,0.9,0.5,0.5,0.5,0.7,0.5
v836,0.5,0.5,0.6,0.4,0.5,0.5,0.5,0.5
v837,0.5,0.6,1.0,0.2,0.6,1.0,0.0,0.8
v838,1.0,0.0,0.0,0.6,0.5,0.1,0.7,0.3
v839,0.7,0.0,0.8,0.1,0.7,0.5,0.6,0.1
v840,0.6,0.3,0.8,0.2,0.7,0.5,0.4,0.6
v841,0.6,0.0,1.0,0.0,0.5,1.0,0.1,0.9
v842,0.5,0.0,0.0,0.8,,0.0,0.9,0.0
v843,0.6,0.2,0.7,0.1,0.6,0.6,0.1,0.7
v844,0.3,0.0,0.5,0.0,1.0,0.4,0.4,0.9
v845,0.8,0.0,0.0,0.9,0.4,0.2,0.3,0.3
v846,0.4,0.2,1.0,0.2,0.4,0.8,0.0,0.4
v847,0.5,0.7,0.5,0.5,0.8,0.5,0.5,0.5
v848,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v849,0.5,1.0,0.9,0.0,0.1,0.9,0.0,0.3
v850,0.5,0.0,0.0,0.7,1.0,0.0,0.2,0.6
v851,0.8,0.3,0.8,0.0,0.9,0.6,0.5,0.7
v852,0.3,0.0,0.2,0.0,0.9,0.0,0.2,0.4
v853,0.2,0.0,0.6,0.1,0.7,0.4,0.0,0.5
v854,0.8,0.0,0.0,1.0,0.1,0.0,0.7,0.1
v855,0.7,0.0,0.8,0.0,0.6,0.2,0.0,0.5
v856,0.9,,0.0,0.7,0.8,0.1,0.7,0.1
v857,0.6,0.7,0.5,0.4,0.3,0.7,0.1,0.6
v858,0.8,0.0,0.4,0.7,0.6,0.4,0.8,0.6
v859,0.3,0.5,0.7,0.2,0.4,0.8,0.5,0.5
v860,1.0,0.0,0.0,0.8,0.3,0.0,0.6,0.2
v861,0.8,0.1,0.3,0.6,0.5,0.2,0.4,0.7
v862,0.8,0.0,0.2,1.0,0.4,0.0,0.9,0.2
v863,1.0,0.0,0.5,0.6,0.6,0.9,1.0,0.5
v864,0.6,1.0,0.9,0.0,0.0,0.7,0.0,0.5
v865,0.4,1.0,0.9,0.4,0.4,,,0.4
v866,1.0,0.0,0.6,0.7,0.9,0.5,0.9,0.8
v867,0.2,0.8,0.8,0.1,0.0,0.2,0.0,0.1
v868,0.7,0.0,,,,0.0,0.5,
v869,0.5,0.5,1.0,0.2,0.0,1.0,0.5,0.9
v870,0.7,0.9,0.9,0.0,0.2,0.8,0.0,0.3
v871,1.0,0.0,0.0,0.7,0.5,0.0,0.7,0.3
v872,0.0,0.8,0.9,0.0,0.0,0.7,0.0,0.5
v873,0.8,0.0,0.2,0.9,0.3,0.0,0.9,0.2
v874,0.9,0.0,0.5,0.7,0.8,0.2,0.6,0.5
v875,1.0,0.0,0.1,0.5,0.8,0.0,0.9,0.2
v876,0.7,0.8,0.6,0.4,0.5,0.8,0.4,0.5
v877,0.7,0.3,0.7,0.3,0.8,0.7,0.5,0.5
v878,0.8,0.0,0.2,0.6,0.3,0.0,0.2,0.1
v879,0.5,0.0,0.5,0.5,0.5,0.0,0.5,
v880,1.0,0.0,0.0,0.8,,0.0,0.8,0.2
v881,1.0,0.0,0.9,1.0,1.0,0.9,1.0,0.8
v882,0.9,0.0,0.1,0.3,0.8,0.0,0.6,0.2
v883,0.9,0.0,0.0,1.0,0.5,0.0,1.0,0.0
v884,0.8,0.1,0.3,0.5,0.5,0.1,0.3,0.5
v885,0.7,0.0,0.3,0.5,0.9,0.2,1.0,0.4
v886,0.9,,,,,,,
v887,0.8,0.8,1.0,0.7,0.8,0.7,0.5,0.7
v888,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v889,0.7,0.6,0.8,0.2,0.3,0.7,0.0,0.5
v890,0.8,0.1,0.8,0.2,0.8,0.5,0.5,0.8
v891,1.0,0.0,0.7,0.4,1.0,0.0,0.4,0.7
v892,0.6,0.0,0.0,1.0,0.1,0.0,0.8,0.0
v893,0.6,0.9,0.6,0.6,0.6,0.6,0.6,0.6
v894,0.3,1.0,0.9,0.0,0.0,0.8,0.0,0.5
v895,0.0,1.0,0.9,0.0,0.0,0.9,0.0,0.3
v896,0.4,0.3,0.9,0.3,0.5,0.5,0.4,0.6
v897,0.6,0.0,0.4,0.3,0.9,0.1,0.6,0.5
v898,0.8,0.2,0.5,0.6,0.6,0.6,0.6,0.6
v899,0.6,0.5,0.6,0.2,0.7,0.8,0.2,0.5
v900,1.0,0.0,0.1,0.8,0.8,0.0,0.9,0.1
v901,,,,1.0,,,,
v902,0.2,0.7,0.8,0.1,0.3,0.7,0.0,0.6
v903,1.0,0.3,0.6,0.9,0.9,0.9,0.7,0.8
v904,1.0,0.0,0.0,0.8,0.5,0.0,0.2,0.0
v905,0.9,0.0,0.7,0.0,0.8,0.5,0.7,0.5
v906,0.5,1.0,0.8,0.5,0.5,0.8,0.5,0.5
v907,0.7,0.6,0.5,0.6,0.5,0.9,0.0,0.7
v908,0.5,0.3,0.9,0.1,0.8,0.6,0.3,0.8
v909,0.5,1.0,0.8,0.0,0.0,0.4,0.1,0.5
v910,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0
v911,0.9,0.3,0.4,0.4,0.4,0.5,0.3,0.5
v912,0.8,0.6,0.7,0.5,0.6,0.5,0.5,0.5
v913,0.7,0.2,0.7,0.2,0.8,0.2,0.4,0.7
v914,0.8,0.5,0.5,0.3,0.3,0.9,0.0,0.5
v915,0.7,0.5,0.8,0.1,0.6,0.8,0.3,0.7
v916,0.6,0.0,0.2,0.8,0.3,0.2,0.6,0.2
v917,0.9,0.0,0.9,0.5,0.5,0.4,0.6,0.6
v918,0.6,0.9,0.9,0.0,,0.8,0.0,0.5
v919,0.8,0.5,0.0,0.0,0.2,0.5,0.5,0.0
v920,1.0,0.8,0.8,0.8,0.5,0.8,0.8,0.8
v921,,0.0,0.0,0.5,0.0,0.0,0.0,0.5
v922,1.0,,1.0,,,,,
v923,0.2,0.8,0.7,0.5,0.2,0.7,0.0,0.5
v924,0.9,0.0,0.1,0.8,0.6,0.1,0.7,0.3
v925,,0.0,0.2,1.0,0.2,0.0,0.7,0.2
v926,1.0,0.0,0.5,0.5,0.8,0.3,0.5,0.5
v927,,,,0.5,,0.5,,0.5
v928,0.5,0.5,0.8,,0.4,0.9,0.0,
v929,1.0,,,,,,1.0,
v930,0.8,0.0,0.0,0.4,0.7,0.0,0.9,0.0
v931,0.7,0.7,0.9,0.0,0.6,0.5,0.7,1.0
v932,0.9,0.0,0.1,0.9,0.7,0.1,0.8,0.1
v933,0.9,0.0,0.6,0.3,0.7,0.7,0.7,0.6
v934,0.8,0.9,0.8,0.5,0.0,0.8,0.0,0.6
v935,0.8,0.4,0.8,0.4,0.7,0.4,0.7,0.4
v936,0.1,0.2,1.0,0.0,0.7,1.0,0.0,0.8
v937,0.9,0.0,0.6,0.6,0.8,0.6,0.8,0.6
v938,0.4,0.7,0.9,0.3,0.5,0.6,0.2,0.5
v939,0.2,0.7,0.9,0.0,0.7,0.6,0.0,0.6
v940,0.8,0.0,0.3,0.3,0.3,0.3,0.3,0.6
v941,0.6,0.8,0.9,0.0,0.7,0.7,0.4,0.7
v942,0.8,0.7,0.7,0.6,0.9,0.6,0.5,0.8
v943,0.8,0.6,0.5,0.5,0.5,0.5,0.5,0.5
v944,0.9,0.0,0.3,0.5,0.8,0.3,0.5,0.5
v945,0.8,0.0,0.7,0.4,0.7,0.1,0.5,0.7
v946,0.5,0.2,0.9,0.2,0.7,0.2,0.2,0.8
v947,0.2,0.7,0.8,0.0,0.5,0.6,0.0,0.5
v948,0.9,0.0,0.6,0.5,0.7,0.0,0.6,0.8
v949,0.8,0.6,0.8,0.8,0.1,0.6,0.0,0.5
v950,0.6,0.4,0.9,0.0,0.0,0.8,0.0,0.5
v951,0.6,0.0,0.4,0.0,0.9,0.0,0.5,0.4
v952,0.7,0.5,0.9,0.2,0.5,0.5,0.0,0.9
v953,0.6,0.0,0.1,0.2,0.0,0.1,0.4,0.6
v954,0.6,0.1,1.0,0.0,0.5,0.7,0.0,0.5
v955,0.9,0.0,0.6,0.6,0.9,0.6,0.3,0.8
v956,0.8,0.0,0.2,1.0,0.5,0.0,0.8,0.0
v957,0.9,0.3,0.9,0.3,0.8,0.4,0.5,0.8
v958,0.0,0.9,0.9,0.0,0.2,0.4,0.1,0.5
v959,1.0,0.1,0.8,0.4,0.5,0.4,0.3,0.8
v960,0.3,0.0,0.2,0.2,0.3,0.1,0.8,0.2
v961,0.9,0.0,0.5,0.9,0.7,0.0,0.9,0.6
v962,0.8,0.9,0.7,0.7,0.5,0.7,0.1,0.6
v963,0.5,0.1,0.7,0.1,0.5,0.5,0.4,0.3
v964,0.9,0.0,0.3,0.9,0.5,0.2,0.8,0.4
v965,0.8,0.2,0.5,0.7,0.6,0.5,0.0,0.5
v966,1.0,0.1,0.3,0.9,0.4,0.7,0.9,1.0
v967,0.8,0.1,0.3,0.7,0.6,0.3,0.6,0.3
v968,0.9,0.1,0.4,0.8,0.4,0.1,0.9,0.2
v969,0.5,0.2,0.8,0.0,0.2,0.6,0.1,0.9
v970,0.9,0.2,0.6,0.5,0.5,0.5,0.5,0.5
v971,0.8,0.0,0.2,0.8,0.7,0.0,0.8,0.1
v972,1.0,0.0,0.1,0.8,0.9,0.1,0.8,0.1
v973,,,,,0.2,,,
v974,0.4,0.7,0.7,0.4,0.2,0.7,0.4,0.5
v975,0.2,0.9,0.8,0.0,0.1,0.9,0.1,0.9
v976,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v977,0.7,0.0,1.0,0.0,1.0,0.4,0.3,1.0
v978,0.5,0.7,0.9,0.0,0.5,0.6,0.0,0.5
v979,0.0,0.0,1.0,0.0,0.2,0.8,0.2,0.9
v980,1.0,0.0,0.0,0.8,0.3,0.0,0.5,0.2
v981,,0.6,1.0,0.0,0.6,0.9,0.0,0.7
v982,0.9,0.5,0.3,0.7,0.7,0.5,0.6,0.5
v983,0.9,0.0,0.7,0.3,0.6,0.4,0.4,0.5
v984,0.9,0.0,0.0,1.0,0.6,0.0,0.9,0.1
v985,0.1,0.8,0.6,0.0,0.0,0.7,0.0,0.3
v986,0.9,0.0,0.2,1.0,0.5,0.2,0.6,0.4
v987,0.9,0.0,0.6,0.6,0.8,0.3,0.8,0.7
v988,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v989,0.8,0.7,0.9,0.0,0.3,0.8,0.0,0.7
v990,0.1,0.9,0.9,0.0,0.2,0.8,0.0,0.7
v991,0.8,0.0,0.1,0.9,0.8,0.5,0.7,0.5
v992,0.7,0.0,0.7,0.5,0.9,0.3,0.4,0.9
v993,0.9,0.5,1.0,0.5,0.5,0.5,0.9,0.5
v994,0.5,0.0,0.7,0.1,0.8,0.6,0.1,0.5
v995,0.9,0.0,0.1,0.9,0.7,0.0,0.8,0.2
v996,1.0,0.5,0.0,1.0,0.0,0.5,0.0,0.0
v997,0.9,0.0,0.5,0.3,1.0,0.1,1.0,0.4
v998,0.7,0.7,0.9,0.0,0.6,1.0,0.0,0.5
v999,1.0,0.0,0.0,0.8,0.5,0.0,0.6,0.3
v1000,0.5,0.0,0.5,0.5,0.5,0.5,0.4,0.5
v1001,0.8,0.0,0.0,0.7,0.7,0.0,0.6,0.3
v1002,,0.0,0.0,0.6,0.0,0.0,,0.0
v1003,1.0,0.1,0.2,0.8,0.7,0.0,0.8,0.1
v1004,0.4,0.4,0.6,0.5,0.5,0.5,0.3,0.6
v1005,,0.0,,,1.0,,0.8,0.8
v1006,1.0,0.0,0.7,0.7,0.6,0.6,1.0,0.9
v1007,0.5,0.6,0.8,0.4,0.4,0.2,0.0,0.5
v1008,0.1,0.0,0.9,0.0,0.7,0.7,0.0,1.0
v1009,0.0,1.0,0.6,,0.0,0.6,0.5,0.3
v1010,0.7,0.5,0.6,0.5,0.4,0.5,0.5,0.5
v1011,1.0,0.0,0.5,0.5,0.8,0.4,0.8,0.6
v1012,0.5,0.0,0.8,0.4,0.5,0.5,0.5,0.8
v1013,1.0,,,,,,,
v1014,0.8,0.2,0.7,0.4,0.4,0.3,0.4,0.4
v1015,0.6,0.0,0.8,0.2,0.5,0.6,0.6,0.7
v1016,0.3,0.1,0.5,0.3,0.5,0.0,0.2,0.5
v1017,0.9,0.0,0.1,0.6,0.5,0.0,0.6,0.5
v1018,0.4,0.8,0.9,0.0,0.1,0.5,0.0,0.5
v1019,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5
v1020,0.9,0.0,0.0,0.6,0.8,0.1,0.1,0.7
v1021,0.6,0.0,0.3,0.1,0.5,0.1,0.0,0.6
v1022,0.7,0.0,0.3,0.5,0.5,0.4,0.5,0.5
v1023,0.7,0.1,0.5,0.2,0.7,0.5,0.1,0.6
v1024,0.9,0.0,0.6,0.8,0.8,0.6,0.6,0.8
v1025,0.9,0.0,0.3,0.6,0.5,0.0,0.8,0.2
v1026,0.9,0.1,0.4,0.2,0.6,0.2,0.3,0.6
v1027,0.0,1.0,0.9,0.0,0.2,0.7,0.0,0.7
v1028,0.9,0.6,0.7,0.2,0.8,0.1,0.3,0.9
v1029,0.2,0.8,0.8,0.1,0.2,0.7,0.0,0.5
v1030,0.2,1.0,0.9,0.1,0.0,0.8,0.0,0.3
v1031,0.8,0.3,0.6,0.4,0.5,0.2,0.4,0.2
v1032,0.3,0.8,0.8,0.0,0.3,0.7,0.0,0.6
v1033,0.0,0.0,0.0,0.5,0.8,0.0,0.7,0.5
v1034,0.7,0.0,0.1,0.7,0.7,0.0,0.8,0.3
v1035,0.9,0.9,0.7,0.7,0.7,0.6,0.7,0.7
v1036,0.5,1.0,0.5,0.0,0.0,0.8,0.0,0.0
v1037,0.5,0.0,0.8,0.2,0.6,0.3,0.2,0.6
v1038,0.6,0.5,1.0,0.0,0.6,0.5,0.1,0.6
v1039,0.9,0.0,0.7,0.6,0.9,0.6,0.7,0.7
v1040,1.0,0.2,0.5,0.9,0.7,0.5,0.7,0.5
v1041,0.5,0.0,1.0,0.5,0.2,0.5,0.5,0.5
v1042,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1043,0.7,0.5,0.9,0.2,0.7,0.2,0.6,0.5
v1044,1.0,0.0,0.5,0.5,0.8,0.5,0.8,0.5
v1045,0.6,0.1,1.0,0.2,0.7,0.7,0.6,0.7
v1046,1.0,0.0,0.1,0.8,0.8,0.0,0.8,0.2
v1047,0.6,0.0,0.0,1.0,0.2,0.0,0.7,0.0
v1048,0.7,0.0,0.6,0.7,0.8,0.4,0.7,0.4
v1049,,0.0,,0.0,0.8,0.2,0.7,0.6
v1050,0.9,0.0,0.7,0.5,0.8,0.6,0.1,0.6
v1051,1.0,0.5,0.4,0.8,0.9,0.8,0.8,0.6
v1052,0.6,0.0,0.2,0.5,0.8,0.2,0.5,0.4
v1053,0.8,,,,,,,
v1054,1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5
v1055,0.9,0.0,0.1,0.8,0.7,0.0,0.6,0.6
v1056,0.2,0.9,0.9,0.0,0.1,0.9,0.0,0.1
v1057,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5
v1058,0.9,0.5,0.7,0.6,0.7,0.7,0.5,0.8
v1059,1.0,0.0,0.0,0.8,0.3,0.0,0.3,0.3
v1060,0.8,0.6,0.6,0.6,0.6,0.6,0.4,0.6
v1061,0.7,0.5,0.6,0.8,0.8,0.6,0.8,0.7
v1062,1.0,0.8,0.6,0.2,0.3,0.8,0.2,0.8
v1063,0.9,0.0,0.6,1.0,0.7,0.2,0.9,0.3
v1064,0.7,0.8,0.8,,,0.9,0.6,0.9
v1065,0.5,0.1,0.7,0.1,0.5,0.5,0.1,0.7
v1066,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
v1067,0.7,0.0,0.6,0.3,0.9,0.1,0.7,0.9
v1068,1.0,0.8,0.2,0.7,0.8,0.1,0.1,0.2
v1069,0.9,0.0,0.1,0.8,0.8,0.2,1.0,0.6
v1070,0.7,0.7,1.0,0.4,0.7,0.7,0.6,0.9
v1071,0.7,0.9,0.6,0.6,0.8,0.6,0.7,0.5
v1072,0.2,0.7,0.8,0.0,0.1,0.7,0.0,0.3
v1073,0.8,0.0,,0.7,0.8,,0.2,0.9
v1074,0.8,0.1,0.6,0.5,0.5,0.0,0.0,0.8
v1075,0.4,0.9,1.0,0.1,0.1,1.0,0.1,0.1
v1076,0.1,1.0,0.8,0.0,0.0,0.7,0.0,0.3
v1077,0.0,1.0,0.8,0.0,0.0,0.8,0.0,0.5
v1078,0.9,0.0,0.0,0.7,0.4,0.1,0.4,0.2
v1079,0.9,0.1,0.6,0.7,0.8,0.6,0.8,0.7
v1080,0.0,1.0,0.8,0.0,0.2,0.9,0.0,0.5
v1081,0.8,0.0,0.0,0.4,0.7,0.0,0.8,0.7
v1082,0.0,1.0,0.7,0.1,0.2,0.8,0.0,0.5
v1083,1.0,0.0,0.1,0.3,0.8,0.1,0.7,0.3
v1084,0.8,0.0,0.1,1.0,0.6,0.0,0.9,0.2
v1085,0.0,1.0,1.0,0.1,0.0,1.0,0.0,0.2
v1086,0.4,0.0,0.2,0.3,0.5,0.0,0.2,0.2
v1087,0.9,0.7,0.2,1.0,0.6,0.0,0.9,0.0
v1088,0.0,0.8,0.8,0.5,0.5,0.7,0.0,0.5
v1089,1.0,0.0,0.2,0.5,0.7,0.2,0.5,0.5
v1090,0.6,0.8,0.8,0.7,0.1,0.3,,0.5
v1091,0.0,0.8,0.8,0.0,0.0,0.8,0.0,0.8
v1092,0.0,0.7,1.0,0.1,0.0,1.0,0.0,0.6
v1093,0.2,0.9,0.8,0.0,0.2,0.9,0.0,0.3
v1094,0.7,0.9,0.9,0.0,0.8,0.1,0.1,0.8
v1095,0.8,0.2,0.9,0.4,0.4,0.9,0.4,0.5
v1096,0.9,0.0,0.7,0.6,0.8,0.2,0.8,0.6
v1097,,1.0,,,,,,
v1098,0.8,0.0,0.1,0.9,0.5,0.1,1.0,0.5
v1099,0.7,0.8,0.9,0.5,0.5,0.8,0.6,0.6
v1100,0.1,1.0,0.9,0.4,0.2,0.7,0.7,0.7
v1101,0.8,0.0,0.9,0.6,0.7,0.4,0.4,0.8
v1102,0.6,0.0,0.2,0.3,0.2,0.0,0.7,0.1
v1103,0.8,0.0,0.2,0.2,0.9,0.3,0.0,0.3
v1104,0.1,0.8,1.0,0.0,0.2,0.7,0.0,0.7
v1105,0.7,0.1,0.7,0.8,0.7,0.8,0.6,0.8
v1106,0.9,0.0,0.3,0.5,0.5,0.5,0.9,0.5
v1107,0.8,0.5,0.5,0.6,0.7,0.2,0.5,0.7
v1108,0.8,0.0,0.0,0.8,0.2,0.0,0.7,0.0
v1109,0.9,0.0,0.1,0.9,0.7,0.0,0.8,0.2
v1110,0.7,0.0,0.8,0.2,0.7,0.6,0.5,1.0
v1111,0.7,0.0,0.0,0.7,1.0,0.0,0.5,0.3
v1112,0.7,0.0,0.9,0.0,0.8,0.8,0.6,1.0
v1113,1.0,1.0,0.2,0.2,0.2,0.2,0.0,0.2
v1114,0.8,0.0,0.5,0.5,0.6,0.0,0.5,0.7
v1115,0.9,0.0,0.3,0.6,0.6,0.2,0.6,0.7
v1116,0.9,0.0,0.3,0.5,0.8,0.0,0.9,0.4
v1117,0.8,0.8,1.0,0.5,0.5,0.7,0.0,0.5
v1118,0.7,0.7,0.9,0.0,0.5,0.6,0.0,0.6
v1119,0.4,0.7,0.7,0.1,0.8,1.0,0.0,0.9
v1120,0.6,0.0,0.1,0.7,0.4,0.0,0.9,0.0
v1121,0.9,0.0,0.2,1.0,0.1,0.5,0.3,0.3
v1122,1.0,0.0,0.1,0.4,0.9,0.1,0.9,0.2
v1123,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5
v1124,,,,1.0,,,,
v1125,0.9,0.7,0.5,0.7,0.5,0.6,0.5,0.5
v1126,0.0,1.0,0.8,0.0,0.0,0.9,0.0,0.5
v1127,0.5,0.9,1.0,0.0,0.8,0.6,0.0,0.8
v1128,0.9,0.3,0.3,0.4,0.4,0.3,0.4,0.4
v1129,1.0,0.0,0.1,1.0,0.5,0.1,0.8,0.2
v1130,1.0,0.0,0.0,0.3,0.0,0.0,0.2,0.3
v1131,0.0,0.5,0.8,0.0,0.5,0.2,0.0,
v1132,0.3,0.1,0.7,0.0,0.5,0.3,0.5,0.8
v1133,0.9,0.9,0.7,0.1,0.3,0.7,0.0,0.3
v1134,0.7,0.0,0.9,0.1,0.6,0.5,0.3,0.6
v1135,0.5,0.0,0.4,0.3,0.4,0.0,0.3,0.3
v1136,0.7,0.0,0.2,0.6,0.3,0.5,0.9,0.3
v1137,0.8,0.0,0.5,0.7,0.7,0.2,0.5,0.5
v1138,0.9,0.0,1.0,0.6,0.9,0.6,0.9,0.1
v1139,0.1,0.5,0.9,0.0,0.2,0.8,0.0,0.8
v1140,0.8,0.8,0.9,0.5,0.6,0.7,0.3,0.5
v1141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1142,0.8,0.5,0.5,0.2,0.5,0.2,0.5,0.5
v1143,0.9,0.0,0.2,0.7,0.5,0.0,0.5,0.5
v1144,0.2,0.5,0.9,0.5,0.4,0.5,0.1,0.2
v1145,1.0,0.0,0.0,0.7,0.8,0.0,0.5,0.2
v1146,0.5,1.0,0.8,0.2,0.1,0.7,0.0,0.2
v1147,0.1,1.0,0.9,0.0,0.0,0.8,0.0,0.4
v1148,0.9,0.0,0.0,0.9,0.3,0.0,1.0,0.2
v1149,0.8,0.2,0.5,0.3,1.0,0.3,0.5,0.4
v1150,0.5,0.1,0.9,0.5,0.4,0.4,0.3,0.5
v1151,0.8,0.0,0.1,,0.6,0.1,0.9,0.6
v1152,1.0,0.0,0.0,0.9,0.5,0.0,0.8,0.2
v1153,0.8,0.0,0.2,1.0,0.6,0.0,0.8,0.2
v1154,0.8,0.0,0.2,0.2,0.7,0.2,0.5,0.3
v1155,0.5,0.9,0.9,0.0,0.0,0.8,0.0,0.5
v1156,0.8,0.0,0.7,0.6,0.8,0.1,0.8,0.5
v1157,0.9,0.7,0.4,0.8,0.5,0.3,0.3,0.5
v1158,0.3,1.0,0.8,0.2,0.2,0.5,0.0,0.2
v1159,1.0,0.0,0.3,0.4,0.1,0.5,0.7,0.2
v1160,0.5,0.5,0.6,0.0,0.0,0.7,0.0,0.2
v1161,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1
v1162,0.9,0.0,0.6,0.7,0.5,0.2,0.5,
v1163,0.8,0.1,0.3,0.5,0.7,0.3,0.8,0.4
v1164,0.5,0.5,1.0,0.5,0.6,1.0,0.5,0.7
v1165,0.7,0.8,0.7,0.1,0.2,0.8,0.1,0.5
v1166,1.0,0.0,0.1,0.9,0.8,0.0,1.0,0.1
v1167,0.3,0.8,1.0,0.0,0.5,0.8,0.0,0.6
v1168,0.4,0.6,0.8,0.7,0.8,0.2,0.0,0.5
v1169,0.9,0.0,0.4,0.7,0.9,0.5,1.0,0.7
v1170,0.4,0.4,0.4,0.4,0.4,0.0,0.0,0.4
v1171,0.9,0.0,0.5,0.5,0.7,0.1,0.7,0.5
v1172,0.9,0.2,0.7,0.5,0.5,0.5,0.5,0.5
v1173,0.8,0.2,0.1,0.3,0.5,0.3,0.6,0.2
v1174,0.8,0.5,0.6,0.5,0.6,0.6,0.6,0.5
v1175,0.0,1.0,1.0,0.0,0.0,0.9,0.0,0.6
v1176,0.7,0.7,0.8,0.1,0.5,0.8,0.1,0.5
v1177,0.2,0.6,1.0,0.1,0.1,0.8,0.0,0.6
v1178,0.7,1.0,0.7,0.7,0.5,0.6,0.5,0.7
v1179,,0.0,,,,,,
v1180,0.9,0.1,0.8,0.3,0.7,0.2,0.8,0.9
v1181,0.8,0.6,0.7,0.0,0.7,0.8,0.1,0.9
v1182,0.0,1.0,0.8,0.5,0.0,0.6,0.0,0.5
v1183,1.0,0.0,0.2,0.7,0.7,0.0,0.8,0.5
v1184,0.8,0.0,0.5,0.5,0.8,0.2,0.9,0.5
v1185,0.7,0.3,0.7,0.7,0.8,0.8,0.5,0.5
v1186,0.9,0.0,0.5,0.8,0.8,0.3,0.9,0.5
v1187,0.7,0.0,0.6,0.0,0.8,0.2,0.3,0.6
v1188,1.0,0.5,0.4,0.2,0.6,0.5,0.8,0.4
v1189,0.2,1.0,0.8,0.0,0.0,1.0,0.0,0.0
v1190,0.7,0.0,0.6,0.5,0.5,0.2,0.1,0.5
v1191,1.0,0.0,0.0,0.5,0.0,0.0,0.7,0.0
v1192,0.1,0.9,0.9,0.0,0.1,0.9,0.0,0.3
v1193,0.9,0.0,0.8,0.5,0.7,0.7,0.5,0.8
v1194,0.7,0.1,0.8,0.1,0.9,0.2,0.8,0.5
v1195,0.6,0.9,0.6,0.3,,0.6,0.1,0.4
v1196,0.8,0.0,0.3,0.8,0.7,0.2,1.0,0.3
v1197,0.1,0.7,1.0,0.0,0.0,1.0,0.0,0.8
v1198,0.5,0.2,0.2,0.5,0.3,0.2,0.3,0.2
v1199,0.1,0.5,0.7,0.0,0.1,0.5,0.0,0.4
v1200,0.7,0.7,0.9,0.7,0.7,0.7,0.5,1.0
v1201,0.8,0.0,0.1,0.3,0.6,0.1,0.6,0.2
v1202,0.6,0.5,0.8,0.2,0.6,0.7,0.3,0.8
v1203,0.9,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1204,0.6,,0.8,0.6,0.8,0.8,0.5,0.7
v1205,0.5,0.0,0.8,0.3,0.9,0.6,0.0,0.2
v1206,0.5,0.0,1.0,0.3,0.7,0.7,0.2,1.0
v1207,0.6,0.0,0.8,0.2,1.0,0.2,0.2,0.8
v1208,0.7,0.0,0.2,0.9,0.5,0.1,0.8,0.3
v1209,0.9,0.0,0.1,0.3,0.1,0.1,0.4,0.2
v1210,0.4,0.5,1.0,0.4,0.6,1.0,0.0,0.5
v1211,0.4,0.9,0.9,0.1,0.2,0.6,0.6,0.5
v1212,1.0,0.0,0.6,0.9,0.8,0.4,1.0,0.6
v1213,0.5,0.7,0.7,0.0,0.1,0.9,0.0,0.7
v1214,0.9,0.0,0.1,0.8,0.3,0.0,0.8,0.3
