,A,B,C,D,E,F,G
v909,0.8,0.0,0.7,0.0,0.9,0.0,1.0
v910,0.6,0.0,0.4,0.0,0.5,0.0,0.0
v911,0.7,0.0,0.7,0.3,0.5,0.2,0.5
v912,0.5,0.2,0.5,0.2,0.5,0.2,0.2
v913,0.5,0.5,0.0,0.4,0.4,0.4,0.0
v914,0.9,0.0,1.0,0.0,0.1,0.0,0.4
v915,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v916,0.6,0.2,0.7,0.2,0.8,0.3,0.1
v917,0.0,1.0,0.0,0.0,0.0,0.0,0.0
v918,0.0,0.3,0.0,1.0,0.0,0.0,0.0
v919,0.0,0.5,0.0,0.5,0.9,1.0,0.0
v920,0.7,0.4,0.9,0.1,0.5,0.6,0.5
v921,1.0,0.0,0.9,0.0,0.7,0.0,0.5
v922,0.2,0.5,0.3,0.1,0.3,0.3,0.2
v923,0.7,0.1,1.0,0.0,0.4,0.3,0.5
v924,1.0,0.5,1.0,0.4,0.8,0.5,0.8
v925,0.0,0.7,0.5,1.0,0.7,0.2,0.1
v926,0.0,0.7,0.0,0.0,0.0,0.9,0.0
v927,0.4,0.1,1.0,0.0,0.1,0.0,0.4
v928,0.0,1.0,0.0,0.0,0.5,0.4,0.0
v929,0.9,0.1,1.0,0.0,0.3,0.2,0.2
v930,0.9,0.1,1.0,0.0,0.3,0.5,0.8
v931,1.0,0.0,1.0,0.0,0.9,0.0,0.8
v932,0.3,0.3,0.3,0.3,0.3,0.3,0.3
v933,1.0,0.0,1.0,0.0,0.3,0.0,0.2
v934,0.8,0.2,0.8,0.3,0.1,0.5,1.0
v935,0.5,0.3,0.5,0.2,0.6,0.6,0.5
v936,1.0,0.1,0.9,0.1,0.8,0.1,0.7
v937,0.6,0.2,0.7,0.2,0.1,0.4,0.5
v938,0.0,1.0,0.0,0.5,0.5,0.5,0.0
v939,0.2,0.2,0.2,1.0,0.7,0.7,0.5
v940,0.5,,0.5,0.2,0.6,0.5,0.3
v941,0.8,0.0,0.8,0.0,0.0,0.0,0.8
v942,0.9,0.7,1.0,0.6,0.7,0.7,0.9
v943,0.9,0.1,0.8,0.1,0.1,0.1,0.7
v944,0.0,0.8,0.2,0.0,0.4,0.4,0.0
v945,0.5,0.5,0.5,0.5,0.2,0.5,0.7
v946,0.2,0.9,0.3,0.4,0.5,0.4,0.1
v947,0.6,0.6,,0.7,0.7,0.6,0.6
v948,0.7,0.2,0.5,0.2,0.3,0.2,0.5
v949,1.0,,1.0,0.0,0.8,0.4,0.9
v950,0.8,0.4,1.0,0.0,0.1,0.1,0.5
v951,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v952,0.9,0.0,1.0,0.3,0.3,0.1,0.9
v953,0.0,0.8,0.1,0.2,0.3,0.6,0.0
v954,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v955,0.2,0.3,0.2,0.2,0.3,0.7,0.1
v956,0.8,0.0,0.8,0.0,0.4,0.0,0.5
v957,0.9,0.2,1.0,0.2,0.3,0.3,0.8
v958,0.2,,0.4,0.5,0.5,0.5,0.5
v959,0.0,0.0,0.4,0.0,0.3,0.5,0.4
v960,1.0,0.6,0.7,0.4,0.6,0.6,0.9
v961,0.8,0.0,0.7,0.1,0.2,0.0,0.5
v962,0.2,0.2,0.2,0.2,0.1,0.4,0.4
v963,0.6,0.0,0.7,0.1,0.1,0.0,0.3
v964,0.1,0.5,0.3,0.4,0.4,0.6,0.2
v965,0.0,0.0,0.0,0.3,0.0,1.0,0.1
v966,0.2,0.3,0.3,0.8,0.2,0.3,0.3
v967,0.8,0.0,0.7,0.0,0.4,0.4,0.6
v968,0.0,1.0,0.0,0.1,0.4,0.8,0.0
v969,0.9,0.1,0.8,0.4,0.1,0.1,0.4
v970,1.0,0.2,0.7,0.8,1.0,0.5,1.0
v971,0.7,0.3,0.3,0.3,1.0,0.9,1.0
v972,1.0,0.0,1.0,0.0,0.0,0.0,0.7
v973,0.0,0.5,0.0,0.0,0.5,0.3,0.0
v974,1.0,0.0,1.0,0.0,0.0,0.0,1.0
v975,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v976,0.0,0.7,0.1,0.3,0.5,0.9,0.0
v977,0.3,0.6,0.2,0.5,0.5,0.5,0.3
v978,1.0,0.0,0.9,0.0,0.3,0.1,0.7
v979,0.0,0.9,0.0,0.0,0.4,0.0,0.0
v980,1.0,0.1,0.9,0.0,0.3,0.2,0.3
v981,1.0,0.0,0.8,0.0,0.0,0.0,0.0
v982,0.2,0.5,0.5,0.1,0.7,0.3,0.3
v983,0.3,0.8,0.6,0.4,0.7,0.5,0.3
v984,0.3,0.3,0.4,0.5,0.2,0.3,0.4
v985,0.7,0.0,0.0,0.0,0.0,0.0,0.7
v986,0.8,0.0,0.8,0.2,0.2,0.2,0.5
v987,0.1,0.9,0.2,0.9,0.4,0.8,0.1
v988,0.0,0.3,0.2,0.9,0.6,0.2,0.1
v989,0.3,0.8,0.3,0.5,0.6,1.0,0.3
v990,0.0,1.0,0.1,1.0,0.3,0.3,0.3
v991,0.9,0.0,0.9,0.0,0.3,0.0,0.4
v992,0.0,1.0,0.0,0.2,0.1,0.4,0.0
v993,0.2,0.5,0.4,0.4,0.3,0.8,0.3
v994,0.0,0.6,0.0,0.7,0.5,0.2,0.0
v995,0.2,0.2,0.2,1.0,1.0,1.0,0.2
v996,1.0,0.0,0.7,0.0,0.0,0.0,0.0
v997,0.2,0.2,0.5,0.0,0.1,0.4,0.2
v998,0.5,0.2,0.7,0.2,0.9,0.5,0.3
v999,0.0,0.6,0.0,1.0,0.5,0.0,0.0
v1000,0.0,0.1,0.1,0.0,0.1,0.1,0.0
v1001,0.0,0.5,0.0,0.7,1.0,0.8,0.0
v1002,0.3,0.1,0.2,0.1,0.3,0.1,0.2
v1003,0.2,0.2,0.2,0.2,0.2,0.2,0.2
v1004,0.9,0.1,0.5,0.5,0.6,0.5,0.9
v1005,1.0,0.0,0.9,0.0,0.5,0.3,0.5
v1006,0.4,0.6,0.4,0.3,0.4,0.5,0.4
v1007,0.6,0.3,0.5,0.3,0.7,0.5,0.5
v1008,0.4,0.1,0.4,0.0,0.2,0.3,0.4
