,A,B,C,D,E,F,G,H,I
v722,0.6,0.3,0.1,0.4,0.3,0.1,0.3,0.3,0.5
v723,0.7,0.2,0.3,0.5,0.0,0.3,0.0,0.3,0.4
v724,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
v725,0.3,1.0,0.2,0.6,0.7,0.4,0.8,0.2,0.6
v726,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v727,0.1,0.1,0.1,0.2,0.3,0.3,0.2,0.1,0.3
v728,0.4,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.1
v729,0.4,1.0,0.3,0.8,0.8,0.5,0.7,0.3,0.5
v730,0.5,1.0,0.0,0.5,0.4,0.0,0.8,0.0,0.5
v731,0.1,0.7,0.3,0.2,0.5,0.2,0.6,0.3,0.3
v732,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v733,0.7,0.0,0.6,0.7,0.4,0.7,0.0,0.7,0.8
v734,0.6,1.0,0.8,0.6,0.8,0.4,0.9,0.8,0.5
v735,0.3,0.6,0.6,0.9,0.4,0.6,0.4,0.3,1.0
v736,0.5,0.6,0.5,0.6,0.4,0.4,0.6,0.5,0.5
v737,0.5,0.0,1.0,0.2,0.0,0.5,0.0,1.0,0.5
v738,0.7,0.0,0.5,0.7,,0.2,0.0,0.8,0.7
v739,0.0,0.7,0.0,0.0,0.4,0.0,0.5,0.0,0.0
v740,0.8,0.7,0.0,0.7,0.8,0.2,0.4,0.0,0.7
v741,0.5,0.0,1.0,0.6,0.3,0.3,0.0,1.0,0.5
v742,0.5,0.5,0.1,0.5,0.5,0.2,0.5,0.2,0.5
v743,0.9,0.7,0.7,0.2,0.3,0.1,0.4,0.4,0.8
v744,0.4,0.8,0.2,0.5,0.3,0.1,0.6,0.0,0.6
v745,0.6,0.5,0.0,0.5,0.7,0.0,0.0,0.0,0.2
v746,0.6,0.0,0.6,0.9,0.2,0.3,0.0,0.5,1.0
v747,1.0,0.0,0.9,0.8,0.0,0.3,0.0,0.9,0.4
v748,0.4,0.0,0.8,0.7,0.0,0.1,0.1,0.8,0.6
v749,0.1,0.9,0.1,0.3,0.7,0.2,0.9,0.2,0.3
v750,0.4,0.0,0.0,0.6,0.2,0.2,0.3,0.1,0.4
v751,0.0,0.7,0.0,0.0,1.0,0.0,0.4,0.0,0.6
v752,0.5,0.6,0.0,0.5,0.6,0.0,0.4,0.0,0.5
v753,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
v754,0.8,0.3,0.0,0.0,0.8,0.4,0.6,0.0,0.7
v755,0.4,0.7,,0.5,0.7,0.0,0.5,0.0,0.6
v756,0.6,0.6,0.4,0.3,0.4,0.7,0.6,0.6,0.8
v757,0.8,0.0,0.7,0.8,0.3,0.2,0.0,0.6,0.9
v758,0.8,0.6,0.0,0.8,0.9,0.0,0.6,0.0,0.7
v759,0.6,1.0,0.3,0.4,0.5,0.0,0.9,0.5,0.5
v760,0.9,1.0,0.2,1.0,1.0,0.0,0.0,0.0,0.9
v761,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v762,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0
v763,0.5,0.0,0.1,0.6,0.7,0.9,0.2,0.6,0.9
v764,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v766,0.8,0.0,0.3,0.2,0.1,0.6,0.0,0.4,0.8
v767,0.3,0.0,0.8,0.3,1.0,0.0,0.0,1.0,0.4
v768,0.9,0.0,0.8,0.7,0.2,0.2,0.1,0.9,0.8
v769,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
v770,0.6,1.0,0.5,0.9,1.0,0.3,0.3,0.4,1.0
v771,0.1,0.8,0.0,0.3,0.5,0.0,0.9,0.0,0.1
v772,0.0,1.0,0.0,0.4,0.4,0.3,1.0,0.1,0.3
v773,0.7,0.0,0.6,1.0,0.3,0.3,0.0,0.5,0.8
v774,0.1,0.9,0.3,0.2,0.9,0.1,0.9,0.3,0.3
v775,1.0,0.0,0.8,0.5,0.3,0.6,0.3,0.7,1.0
v776,1.0,0.0,0.5,0.5,0.0,1.0,0.0,0.5,1.0
v777,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
v778,0.3,0.0,0.0,0.8,0.3,0.3,0.0,0.0,0.7
v779,0.0,1.0,0.0,0.1,0.8,0.0,0.9,0.0,0.1
v780,0.7,0.6,0.5,0.6,0.9,0.0,0.5,0.6,0.6
v781,0.3,0.1,0.1,0.3,0.1,0.3,0.2,0.1,0.1
v782,1.0,0.7,0.7,0.8,0.9,0.7,0.4,0.0,0.5
v783,0.7,0.0,1.0,0.7,0.0,0.8,0.0,1.0,0.8
v784,0.0,1.0,0.0,0.6,0.4,0.5,0.9,0.0,0.5
v785,0.7,0.0,0.7,0.0,0.2,0.7,0.1,0.7,1.0
v786,0.5,0.8,0.4,0.8,0.9,0.6,0.6,0.3,0.2
v787,0.8,0.3,0.4,1.0,0.7,0.4,0.5,0.1,1.0
v788,1.0,0.0,0.0,0.6,0.3,1.0,0.6,0.4,0.6
v789,0.8,0.3,0.3,0.5,0.4,0.3,0.3,0.3,0.5
v790,0.7,0.0,0.3,0.6,0.4,0.8,0.3,0.3,1.0
v791,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
v792,1.0,0.0,0.7,1.0,0.0,0.7,0.0,0.7,1.0
v793,0.0,0.8,0.3,0.5,0.5,0.3,0.7,0.3,0.4
v794,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
v795,0.0,0.0,0.0,0.8,0.0,0.1,0.0,0.0,0.0
v796,1.0,0.0,0.5,0.6,0.6,0.4,0.2,0.4,0.8
v797,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0
v798,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0
v799,0.3,0.9,0.1,0.4,0.8,0.3,0.7,0.3,0.3
v800,0.5,0.6,0.5,0.7,0.5,0.5,0.2,0.7,0.7
v801,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3
v802,0.6,0.0,0.6,0.8,0.3,0.3,0.3,0.7,1.0
v803,0.1,1.0,0.0,0.0,0.9,0.0,0.9,0.0,0.0
v804,1.0,0.0,0.3,0.9,1.0,0.9,0.4,0.4,1.0
v805,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.6
v806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v807,,0.0,0.5,0.0,0.0,0.3,0.0,0.5,0.5
v808,0.5,0.0,1.0,0.5,0.0,0.0,0.0,1.0,0.5
v809,0.8,0.0,0.9,0.5,0.2,0.6,0.0,0.8,0.8
v810,0.9,0.3,0.8,0.4,0.3,0.6,0.4,0.8,0.5
v811,0.3,0.9,0.3,0.3,0.9,0.2,0.9,0.3,0.2
v812,0.7,0.0,0.9,0.7,0.4,0.4,0.2,0.9,0.8
v813,0.8,0.4,0.0,0.5,0.2,0.4,0.4,0.4,0.5
v814,1.0,0.0,0.7,0.9,0.4,0.4,0.2,0.9,0.7
v815,0.0,1.0,0.0,0.3,0.3,0.2,0.9,0.0,0.4
v816,0.7,0.9,0.0,0.4,0.6,0.2,0.7,0.0,0.6
v817,1.0,0.0,0.8,0.7,0.0,0.8,0.0,0.8,0.8
v818,0.9,0.7,0.3,0.4,0.3,0.4,0.3,0.2,0.4
v819,0.0,0.0,1.0,0.3,0.0,0.0,0.0,1.0,0.0
v820,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.3
v821,0.0,0.7,0.0,0.0,0.6,0.0,0.3,0.0,0.4
v822,0.6,0.0,1.0,0.0,0.0,0.4,0.0,1.0,0.4
v823,0.1,1.0,0.0,0.1,0.6,0.3,1.0,0.0,0.0
v824,0.4,0.8,0.6,0.2,0.5,0.2,0.5,0.3,0.7
v825,1.0,0.2,0.7,0.6,0.1,0.5,0.2,0.5,0.8
v826,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5
v827,0.0,0.4,0.1,0.2,0.1,0.2,0.3,0.1,0.7
v828,0.4,0.9,0.0,0.3,0.6,0.2,0.4,0.0,0.4
v829,0.7,0.6,0.0,0.6,0.7,0.0,0.7,0.0,0.5
v830,1.0,0.5,0.3,1.0,1.0,0.6,0.3,0.2,1.0
v831,0.7,0.0,0.6,0.7,0.3,0.2,0.2,0.4,1.0
v832,0.7,0.2,0.5,0.6,0.0,0.5,0.3,0.3,0.6
v833,0.3,0.9,0.0,0.0,0.6,0.0,1.0,0.0,0.0
v834,0.4,0.3,0.4,0.8,0.3,0.4,0.3,0.1,0.8
v835,0.8,0.0,0.3,0.6,0.2,0.4,0.4,0.5,0.5
v836,0.0,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.7
v837,1.0,0.5,0.5,0.4,0.0,0.3,0.2,0.5,0.3
v838,0.1,0.0,0.1,0.3,0.0,0.0,0.0,0.2,0.4
v839,0.6,0.3,0.1,0.4,0.2,0.2,0.4,0.1,0.4
v840,0.5,0.0,0.0,0.8,0.5,0.3,0.0,0.0,0.9
v841,0.3,0.4,0.8,1.0,1.0,0.6,0.5,0.4,1.0
v842,0.9,0.4,0.6,0.5,0.4,0.6,0.2,0.4,0.8
v843,0.9,0.4,0.0,1.0,0.6,0.0,0.5,0.0,0.5
v844,0.2,0.9,0.2,0.2,0.9,0.1,0.9,0.2,0.2
v845,0.6,0.7,0.3,0.5,0.7,0.7,0.4,0.4,0.6
v846,0.7,0.9,0.3,0.7,0.7,0.3,0.8,0.3,0.7
v847,1.0,0.5,0.6,1.0,1.0,0.4,0.6,0.3,1.0
v848,0.8,0.0,0.7,0.8,0.0,0.5,0.2,0.6,1.0
v849,0.0,1.0,0.0,0.0,0.7,0.0,0.3,0.0,0.0
v850,1.0,0.0,0.3,0.0,0.0,0.1,0.0,0.2,0.8
v851,0.6,0.0,0.8,0.4,0.4,0.8,0.0,0.8,0.6
v852,0.7,0.0,0.5,0.7,0.3,0.5,0.5,,0.5
v853,0.0,1.0,0.2,0.1,0.8,0.3,1.0,0.0,0.0
v854,0.7,0.0,0.5,0.6,0.0,0.5,0.0,0.5,0.8
v855,0.5,0.0,0.6,0.7,0.3,0.7,0.0,0.6,0.8
v856,0.6,0.9,0.2,0.5,0.3,0.2,0.9,0.4,0.5
v857,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.5
v858,0.5,0.5,0.0,0.5,0.4,0.0,0.5,0.0,0.5
v859,0.0,0.6,0.0,0.0,0.7,0.0,0.9,0.0,0.0
v860,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
v861,0.8,0.0,0.6,1.0,0.0,0.5,0.0,1.0,1.0
v862,0.8,0.9,0.4,0.9,1.0,0.4,0.6,0.4,0.5
v863,0.5,0.1,0.3,0.6,0.5,0.3,0.2,0.3,0.4
v864,0.3,0.1,0.1,0.2,0.1,0.2,0.1,0.2,0.2
v865,0.0,1.0,0.3,0.3,0.8,0.3,1.0,0.1,0.0
v866,0.4,0.0,0.0,0.7,0.2,0.2,0.0,0.0,0.8
v867,1.0,0.0,0.5,1.0,0.8,0.9,0.2,0.4,1.0
v868,0.0,1.0,0.0,0.3,0.9,0.0,1.0,0.0,0.0
v869,0.5,1.0,0.0,0.0,0.6,0.0,0.6,0.0,0.5
v870,0.0,1.0,0.0,0.2,0.8,0.0,0.8,0.0,0.0
v871,0.7,0.0,0.9,0.7,0.2,0.3,0.2,1.0,0.7
v872,0.0,0.0,0.5,0.7,0.8,0.9,0.2,0.5,1.0
v873,0.3,0.1,0.1,0.3,0.1,0.0,0.1,0.2,0.2
v874,1.0,0.0,0.5,0.6,0.6,0.7,0.0,0.7,0.7
v875,0.7,1.0,0.0,0.4,0.9,0.0,0.6,0.0,0.5
v876,0.7,0.0,0.5,0.9,0.0,0.0,0.0,0.5,0.7
v877,0.4,0.8,0.0,0.5,0.8,0.3,0.4,0.1,0.3
v878,1.0,0.0,1.0,0.7,0.4,0.4,0.0,0.9,0.7
v879,0.0,1.0,0.0,0.2,0.8,0.3,1.0,0.0,0.4
v880,0.8,0.0,0.6,0.7,0.5,0.0,0.0,0.6,0.7
v881,0.6,0.0,0.7,0.5,0.0,0.0,0.0,0.7,0.7
v882,0.7,0.0,0.9,0.7,0.0,0.8,0.0,0.8,0.8
v883,0.1,0.0,0.1,0.1,0.1,1.0,0.0,0.1,0.1
v884,0.6,0.8,0.0,0.0,0.4,0.0,0.5,0.0,0.1
v885,0.5,0.5,,,,,,,
v886,0.7,0.0,1.0,0.7,0.3,0.5,0.2,1.0,0.7
v887,0.7,0.2,0.1,0.9,0.3,0.3,0.3,0.2,0.6
v888,1.0,0.0,0.0,0.8,,0.2,0.7,0.0,0.8
v889,0.2,0.0,0.6,0.7,0.0,0.4,0.0,0.3,0.7
v890,0.8,0.0,0.0,0.8,0.0,0.4,0.2,0.4,1.0
v891,0.5,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5
v892,0.4,0.9,0.0,0.4,0.6,0.5,0.8,0.1,0.4
v893,0.3,0.0,0.8,0.3,0.0,0.6,0.0,0.8,0.5
v894,0.8,0.0,,,0.7,0.5,,,0.5
v895,1.0,0.0,0.6,0.8,0.0,0.6,0.0,0.8,0.4
v896,0.7,0.0,0.5,0.7,0.3,0.5,0.2,0.4,0.8
v897,0.7,0.0,0.6,0.8,0.6,0.5,0.0,0.7,1.0
v898,0.5,0.7,0.0,0.5,0.4,0.4,0.7,0.0,0.3
v899,1.0,0.2,0.5,0.5,0.2,0.6,0.5,0.5,0.6
v900,0.0,1.0,0.0,0.6,0.4,0.4,1.0,0.0,0.4
v901,0.3,0.9,0.0,0.2,0.5,0.0,0.5,0.0,0.5
v902,0.6,0.0,,0.6,,0.6,,0.6,0.6
v903,0.7,0.0,0.0,0.2,0.0,0.8,0.0,0.7,0.7
v904,,,0.6,1.0,1.0,0.6,0.4,0.7,1.0
v905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v906,0.5,1.0,0.0,0.3,0.5,0.0,0.7,0.0,0.0
v907,1.0,0.0,0.6,0.5,0.0,1.0,0.0,0.5,1.0
v908,0.7,1.0,0.0,0.0,0.8,0.0,0.6,0.0,0.7
v909,0.7,0.0,0.8,0.6,0.3,0.3,0.0,0.8,0.7
v910,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0
v911,0.7,0.1,0.5,0.5,0.3,0.5,0.3,0.4,0.7
v912,0.4,0.0,0.5,0.6,0.1,0.6,0.0,0.7,0.8
v913,0.7,0.1,0.3,0.5,0.4,0.3,0.4,0.6,0.5
v914,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
v915,0.9,0.0,0.7,0.7,0.3,0.5,0.0,0.7,0.9
v916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v917,1.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,1.0
v918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v919,1.0,,,0.5,,,0.0,,0.5
v920,0.8,0.0,0.4,0.2,0.0,0.3,0.0,0.8,0.8
v921,0.5,0.0,0.7,0.6,,,0.2,0.5,0.9
v922,0.7,0.6,0.3,0.7,0.5,0.3,0.6,0.3,0.5
v923,0.9,0.3,0.0,0.7,0.0,0.0,0.0,0.6,0.4
v924,0.7,0.0,1.0,0.7,0.3,0.3,0.0,1.0,0.8
v925,1.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0,1.0
v926,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.0
v927,0.0,0.6,0.0,0.6,0.9,0.2,0.7,0.0,0.8
v928,0.0,0.9,0.0,0.0,0.5,0.0,0.6,0.0,0.5
v929,0.8,0.0,0.4,0.0,0.0,0.0,0.0,0.3,1.0
v930,0.5,0.0,0.6,0.5,0.0,0.6,0.0,0.7,1.0
v931,0.5,0.0,1.0,0.8,0.1,1.0,0.8,0.8,1.0
v932,0.0,1.0,0.0,0.0,0.8,0.0,1.0,0.0,0.0
v933,1.0,0.0,0.3,1.0,1.0,0.3,0.2,0.4,1.0
v934,0.2,0.9,0.2,0.2,0.9,0.1,0.8,0.2,0.2
v935,0.8,0.4,0.9,0.4,0.2,0.5,0.0,0.5,1.0
v936,0.1,0.0,1.0,0.4,0.0,0.5,0.0,0.7,0.5
v937,0.9,0.2,0.4,0.5,0.2,0.3,0.3,0.7,0.8
v938,0.6,0.8,0.0,0.7,1.0,0.2,0.7,0.0,0.6
v939,1.0,0.0,0.1,0.9,0.0,0.0,0.1,0.1,0.5
v940,0.7,0.0,0.0,0.6,0.2,0.0,0.6,0.0,0.7
v941,0.8,0.0,0.7,0.7,0.3,0.3,0.3,0.8,1.0
v942,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v943,0.7,0.0,0.0,1.0,0.0,0.3,0.0,0.0,0.6
v944,0.3,1.0,0.2,0.5,0.6,0.3,0.6,0.3,0.5
v945,0.9,0.0,0.5,0.8,0.3,0.3,0.0,0.7,1.0
v946,1.0,0.0,0.5,0.6,0.3,0.4,1.0,0.4,0.5
v947,0.8,0.3,0.7,0.6,0.4,0.6,0.0,0.7,0.5
v948,0.0,1.0,0.0,0.7,0.7,0.3,1.0,0.1,0.1
v949,0.8,0.2,0.8,0.5,0.5,0.7,0.3,0.8,0.5
v950,1.0,0.0,0.7,0.5,0.0,1.0,0.0,0.7,1.0
v951,0.0,1.0,0.0,0.1,0.7,0.0,0.9,0.0,0.1
v952,0.6,0.0,0.9,0.6,0.2,0.9,0.0,0.9,0.9
v953,0.9,0.0,0.9,0.7,0.0,0.4,0.0,0.9,0.5
v954,0.7,0.2,0.6,0.6,0.6,0.3,0.3,0.6,0.8
v955,0.8,0.4,0.4,0.3,0.3,0.4,0.4,0.6,0.4
v956,0.1,0.4,0.3,0.7,0.2,0.3,0.2,0.4,0.6
v957,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v958,0.8,0.0,0.0,0.6,0.0,0.0,0.0,0.5,0.8
v959,0.5,0.0,0.0,0.0,0.0,0.6,0.0,0.5,0.0
v960,0.0,1.0,0.3,0.0,0.8,0.2,0.7,0.4,0.0
v961,0.4,1.0,0.1,1.0,0.5,0.3,0.3,0.4,0.7
v962,0.7,0.5,0.3,0.4,0.5,0.3,0.5,0.3,0.4
v963,0.8,0.0,0.6,0.6,0.4,0.3,0.2,0.7,0.9
v964,0.5,0.8,0.1,0.8,1.0,0.0,0.4,0.0,0.6
v965,0.8,0.0,0.6,0.4,0.0,0.4,0.0,0.7,0.6
v966,0.7,0.0,1.0,0.6,0.7,0.8,0.2,0.7,0.8
v967,1.0,0.0,0.0,1.0,1.0,0.0,0.4,0.0,0.5
v968,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v969,0.6,0.0,1.0,0.4,0.0,1.0,0.0,0.9,0.7
v970,0.5,0.9,0.0,0.4,0.5,0.0,0.9,0.0,0.4
v971,0.6,0.0,0.8,0.4,,0.3,0.0,0.6,0.4
v972,0.0,0.8,0.0,0.0,0.5,0.0,0.8,0.0,0.0
v973,0.7,0.1,0.1,0.8,0.2,0.2,0.1,0.1,0.8
v974,0.9,0.5,0.5,0.8,0.2,0.4,0.3,0.6,0.8
v975,0.9,0.5,0.1,0.2,0.5,0.2,0.5,0.2,0.3
v976,0.7,0.0,1.0,0.6,0.6,0.7,0.0,0.8,0.6
v977,0.5,0.0,1.0,0.3,0.0,0.5,0.0,1.0,0.5
v978,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v979,0.5,0.6,0.0,0.0,0.4,0.0,0.6,0.0,0.0
v980,1.0,0.2,0.7,0.6,0.4,0.8,0.5,0.7,0.8
v981,1.0,0.0,0.0,1.0,1.0,0.0,,,1.0
v982,0.8,0.0,0.6,0.3,0.0,0.6,0.0,0.5,1.0
v983,0.6,0.0,1.0,0.8,0.0,0.5,0.0,1.0,0.9
v984,0.8,0.3,0.5,0.7,0.4,1.0,0.6,0.7,0.4
v985,0.9,0.0,0.5,0.5,0.4,0.7,0.3,0.5,0.7
v986,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v987,0.5,0.0,0.4,0.8,,,,0.5,0.5
v988,0.3,0.5,0.0,0.3,0.2,0.2,0.1,0.0,0.5
v989,1.0,0.0,0.6,0.4,0.0,0.4,0.0,0.5,0.7
v990,0.1,0.5,0.0,0.0,0.2,0.0,0.4,0.0,0.0
v991,1.0,0.0,0.5,1.0,0.2,0.4,0.3,0.3,0.6
v992,0.0,1.0,0.0,0.4,0.8,0.0,1.0,0.0,0.1
v993,0.9,0.0,0.0,1.0,0.5,0.5,0.0,0.0,0.5
v994,1.0,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.1
v995,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0
v996,0.3,0.8,0.0,0.0,0.8,0.2,1.0,0.0,0.6
v997,0.5,0.5,0.3,0.6,0.5,0.3,0.5,0.4,0.5
v998,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
v999,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
v1000,1.0,0.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0
v1001,0.9,0.0,0.7,0.5,0.0,0.7,0.0,0.7,1.0
v1002,0.7,0.1,0.2,0.5,0.3,0.2,0.7,0.7,0.6
v1003,0.5,0.8,0.1,0.4,0.6,0.2,0.5,0.4,0.1
v1004,0.4,0.3,0.8,0.8,0.9,0.0,0.6,0.1,0.2
v1005,0.2,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.3
v1006,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
v1007,0.0,1.0,0.2,0.3,0.7,0.3,1.0,0.2,0.3
v1008,0.6,0.1,0.8,0.6,0.3,0.3,0.3,0.8,0.8
v1009,0.8,0.2,0.1,0.9,0.6,0.0,0.0,0.2,1.0
v1010,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
v1011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1012,0.6,0.0,0.9,0.4,0.2,0.2,0.0,1.0,0.6
v1013,0.5,0.0,0.9,0.6,0.6,0.6,0.0,0.7,0.9
v1014,0.8,0.0,0.4,0.8,0.4,0.5,0.5,0.4,0.4
v1015,1.0,0.0,1.0,0.4,0.2,0.8,0.0,1.0,1.0
v1016,0.0,1.0,0.0,0.3,0.1,0.2,1.0,0.1,0.1
v1017,0.9,0.0,0.5,0.5,0.2,0.4,0.4,0.5,0.5
v1018,0.6,0.0,0.5,0.5,0.0,0.5,0.0,0.5,0.6
v1019,0.7,0.3,0.6,1.0,0.3,1.0,0.6,0.3,0.7
v1020,0.9,0.2,0.8,0.6,0.3,0.7,0.1,0.7,0.5
v1021,0.6,0.7,0.5,0.4,0.3,0.1,0.2,0.4,0.7
v1022,1.0,0.5,0.3,0.7,0.0,0.0,0.0,0.4,0.6
v1023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1024,0.6,0.4,0.0,0.0,1.0,0.0,0.4,0.0,0.8
v1025,0.0,1.0,0.0,0.2,1.0,0.0,1.0,0.0,0.0
v1026,0.0,0.5,0.0,0.5,0.0,0.5,0.6,0.0,0.6
v1027,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5
v1028,1.0,0.0,0.0,0.5,0.0,0.7,0.0,0.0,1.0
v1029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1030,0.9,0.3,0.6,0.6,0.3,0.3,0.3,0.6,0.7
v1031,1.0,0.0,0.5,0.5,0.0,0.7,0.0,0.5,0.9
v1032,1.0,0.3,0.0,0.5,0.0,0.0,0.0,0.9,0.5
v1033,0.5,0.0,1.0,0.4,0.2,0.7,0.3,1.0,0.6
v1034,0.7,0.2,0.8,0.9,0.6,0.8,0.9,0.7,0.9
v1035,0.3,1.0,0.6,0.5,0.2,0.7,0.5,0.6,0.1
v1036,0.7,0.0,0.4,0.7,0.2,0.5,0.2,0.3,0.8
v1037,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0
v1038,0.7,0.0,0.9,0.4,0.4,0.3,0.4,1.0,0.7
v1039,0.5,0.0,0.8,0.4,0.0,0.6,0.0,0.8,0.5
v1040,0.3,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0
v1041,0.7,0.0,0.7,0.4,0.0,0.0,0.0,0.6,0.5
v1042,1.0,0.5,0.3,0.5,1.0,1.0,0.5,0.3,0.5
v1043,0.8,0.0,0.6,0.8,0.2,0.7,0.0,0.6,0.8
v1044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1045,1.0,0.0,0.9,0.4,0.7,0.7,1.0,0.3,1.0
v1046,0.8,0.3,0.5,1.0,1.0,0.9,0.9,0.5,1.0
v1047,0.7,0.1,0.3,0.5,0.4,0.4,0.4,0.4,0.8
v1048,0.7,0.8,0.3,0.4,0.3,0.5,0.3,0.4,0.6
v1049,0.5,0.8,0.4,0.2,0.6,0.8,0.4,0.3,0.5
v1050,0.7,0.2,0.5,0.6,0.4,0.4,0.5,0.3,0.3
v1051,0.4,0.0,0.0,0.7,0.0,0.7,,0.6,1.0
v1052,0.3,0.9,0.0,0.3,0.0,0.0,0.9,0.0,0.8
v1053,0.3,0.8,0.1,0.5,0.8,0.2,0.5,0.2,0.4
v1054,0.0,1.0,0.0,0.4,0.8,0.5,0.8,0.0,0.0
v1055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1056,0.3,0.3,0.1,0.1,0.1,0.2,0.1,0.1,0.1
v1057,1.0,0.2,0.4,1.0,1.0,0.5,0.4,0.3,1.0
v1058,0.6,0.0,1.0,0.7,0.4,0.8,0.0,0.9,0.8
v1059,0.9,0.4,0.3,0.5,0.3,1.0,0.6,0.6,0.5
v1060,1.0,0.0,0.4,0.3,0.0,0.1,0.0,0.3,0.4
v1061,0.5,0.7,0.8,0.4,0.6,0.3,0.4,0.5,0.4
v1062,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1063,1.0,0.4,0.5,1.0,1.0,0.2,0.2,0.3,1.0
v1064,0.8,0.0,0.0,0.7,0.0,0.0,0.0,0.6,0.6
v1065,0.0,1.0,0.0,0.5,0.8,0.0,1.0,0.0,0.0
v1066,0.0,1.0,0.0,0.0,0.7,0.0,1.0,0.0,0.4
v1067,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1
v1068,0.1,0.0,0.9,0.3,0.2,0.0,0.0,0.9,0.3
v1069,0.8,0.0,1.0,0.8,0.2,0.3,1.0,0.9,0.8
v1070,0.3,1.0,0.2,0.3,0.6,0.0,0.7,0.0,0.5
v1071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1072,0.5,0.0,0.6,0.7,0.2,0.7,0.0,0.7,1.0
v1073,0.7,0.1,1.0,0.6,0.0,0.8,0.3,1.0,0.8
v1074,0.5,0.3,0.5,0.7,0.3,0.5,0.4,0.7,0.7
v1075,0.2,0.1,0.1,0.1,0.0,0.1,0.3,0.1,0.1
v1076,1.0,0.0,0.4,0.8,0.2,0.4,0.2,0.6,0.6
v1077,0.7,0.4,0.4,0.5,0.4,0.4,0.3,0.3,0.9
v1078,0.7,0.2,0.7,0.5,0.2,0.2,0.4,0.6,0.5
v1079,1.0,0.0,0.7,0.5,0.0,0.8,0.0,0.4,1.0
v1080,1.0,0.0,1.0,0.5,0.0,1.0,0.0,0.0,1.0
