,A,B,C,D,E,F,G
v925,0.0,0.9,0.7,0.7,0.6,0.0,0.0
v926,0.0,0.2,0.6,0.6,1.0,0.6,0.0
v927,0.0,0.1,0.7,0.5,0.7,0.5,0.3
v928,0.2,0.3,0.3,0.6,1.0,0.6,
v929,0.0,0.7,0.8,0.8,0.9,0.3,0.5
v930,0.0,0.9,0.4,0.8,0.8,0.1,0.1
v931,0.0,0.0,0.5,0.0,0.0,0.2,0.2
v932,0.1,0.5,0.3,0.7,0.4,0.3,0.3
v933,0.2,0.8,0.0,0.5,0.2,0.4,0.0
v934,1.0,0.3,0.0,0.0,0.0,0.0,0.0
v935,0.0,0.0,1.0,0.0,0.3,0.7,0.9
v936,0.0,0.5,0.6,0.0,0.9,0.5,0.5
v937,0.0,0.5,0.7,0.4,0.0,0.0,0.0
v938,0.8,0.0,0.1,0.3,0.5,,0.5
v939,0.3,0.5,0.1,0.4,0.2,0.1,0.4
v940,1.0,0.3,0.0,0.0,0.0,0.3,
v941,0.0,0.7,1.0,0.0,0.6,0.0,0.0
v942,0.0,0.0,0.9,0.3,0.8,0.6,0.6
v943,0.0,0.1,0.7,0.4,0.6,0.9,0.8
v944,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v945,0.6,0.5,0.0,0.0,0.0,0.0,0.0
v946,0.8,0.7,0.4,0.5,0.2,,0.5
v947,,,,,1.0,,0.0
v948,0.0,0.2,0.7,0.6,0.8,0.5,0.0
v949,0.0,0.2,0.7,0.6,0.8,0.2,0.4
v950,0.0,0.8,0.9,0.7,0.7,0.3,0.3
v951,0.0,0.1,0.8,0.4,0.8,0.1,0.5
v952,0.0,0.4,0.9,0.9,0.9,0.7,0.2
v953,0.2,0.9,0.3,0.7,0.0,0.1,0.1
v954,0.0,0.3,,,1.0,,
v955,0.0,1.0,0.5,0.7,0.6,0.7,
v956,0.7,0.5,0.4,1.0,0.0,0.0,0.5
v957,0.0,0.4,0.6,0.9,0.7,0.2,0.3
v958,0.0,0.3,0.8,0.7,1.0,0.8,0.4
v959,0.9,0.1,0.0,0.0,0.0,0.2,0.0
v960,0.5,0.7,0.6,0.6,0.0,0.5,0.4
v961,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v962,0.0,0.0,0.2,0.5,0.0,0.0,0.4
v963,0.3,0.2,0.1,0.2,0.3,0.4,0.0
v964,0.0,0.2,0.9,0.6,1.0,0.7,0.5
v965,0.0,0.6,0.3,0.4,0.6,0.0,0.2
v966,0.0,0.5,0.6,0.6,0.5,0.6,0.2
v967,0.0,0.2,1.0,0.2,0.6,0.8,0.0
v968,0.0,0.5,0.5,0.7,0.7,0.0,0.0
v969,0.0,0.4,0.8,0.7,0.9,0.4,0.4
v970,0.0,0.0,0.7,0.7,0.8,0.5,0.8
v971,0.5,0.6,0.0,0.6,0.0,0.0,0.0
v972,0.0,0.3,0.3,0.6,0.7,0.0,0.0
v973,0.4,0.5,0.5,0.5,0.2,0.0,0.5
v974,0.7,0.9,0.0,0.8,0.0,0.0,0.6
v975,0.6,0.5,0.7,0.7,0.4,0.7,0.7
v976,0.0,0.6,0.6,0.7,0.8,0.5,0.3
v977,0.1,0.3,0.7,0.4,0.6,0.1,0.6
v978,0.0,1.0,0.1,0.5,0.3,0.0,0.3
v979,0.0,0.2,0.6,0.7,0.9,0.6,0.5
v980,0.0,0.1,0.5,0.2,0.4,0.6,0.4
v981,0.0,0.5,0.5,1.0,0.6,0.1,0.2
v982,0.3,0.4,0.8,0.7,0.5,0.0,
v983,0.3,0.7,0.1,0.6,0.0,0.0,0.0
v984,1.0,0.5,0.0,0.1,0.1,0.0,0.0
v985,0.0,0.1,0.4,0.4,0.6,0.6,0.6
v986,0.0,1.0,0.0,0.1,0.1,0.0,0.0
v987,1.0,0.0,0.5,0.1,0.0,0.2,0.5
v988,0.0,0.3,0.6,0.5,0.4,0.3,0.3
v989,1.0,0.1,0.0,0.1,0.0,0.0,0.1
v990,0.9,0.9,0.1,0.1,0.0,0.0,0.0
v991,0.0,0.0,0.8,0.0,0.6,0.2,0.1
v992,0.2,0.0,0.0,0.4,0.0,0.4,0.6
v993,0.0,0.2,0.6,0.5,0.5,0.5,0.3
v994,0.7,0.3,0.2,0.4,0.0,0.0,0.6
v995,0.0,0.1,0.7,0.7,0.7,0.5,0.1
v996,0.0,0.5,0.7,0.9,0.5,0.2,0.3
v997,0.0,0.5,0.6,0.7,0.6,0.4,0.5
v998,0.0,0.0,0.7,0.6,0.5,,0.7
v999,0.4,0.3,0.3,0.4,0.0,0.0,0.0
v1000,0.7,0.4,0.6,0.6,0.1,0.3,0.5
v1001,0.0,0.5,0.2,0.8,0.8,0.1,0.0
v1002,0.0,0.3,0.5,0.8,0.6,0.1,0.5
v1003,0.0,0.5,0.1,0.2,0.0,0.0,0.7
v1004,0.0,0.5,0.7,0.8,0.8,,0.4
v1005,0.0,0.3,0.6,1.0,0.5,0.5,0.0
v1006,0.3,0.0,0.5,0.8,0.4,1.0,0.9
v1007,0.8,0.7,0.4,0.5,0.4,0.4,
v1008,0.0,0.9,0.6,0.7,0.4,0.2,0.0
v1009,0.0,0.4,0.7,0.7,0.9,0.4,0.8
v1010,0.0,0.7,0.9,0.7,0.7,0.6,0.3
v1011,0.0,0.4,0.8,0.0,0.3,0.6,0.8
v1012,0.0,1.0,0.0,0.7,0.3,0.1,0.2
v1013,0.0,,,,1.0,,
v1014,0.8,0.6,0.5,0.6,0.4,0.7,0.5
v1015,0.2,0.6,0.0,0.2,0.0,0.0,0.0
v1016,0.0,0.2,0.8,0.2,0.3,0.8,0.4
v1017,0.7,0.3,0.4,0.6,0.5,0.8,0.2
v1018,0.2,0.2,0.8,0.7,0.8,0.1,0.2
v1019,0.4,0.2,0.2,0.2,0.2,0.2,0.1
v1020,0.1,0.5,0.5,0.7,0.3,0.2,0.3
v1021,0.4,0.7,0.5,0.5,0.4,0.2,0.2
v1022,0.1,0.9,0.1,0.7,0.4,0.2,0.2
v1023,0.0,0.5,0.6,0.5,1.0,0.6,0.3
v1024,0.0,0.3,0.6,0.8,0.8,0.7,0.6
v1025,0.8,0.6,0.3,0.3,0.0,0.0,0.5
v1026,0.0,0.1,0.8,0.4,0.8,0.8,0.1
v1027,0.0,0.3,0.6,0.6,0.7,0.4,0.2
v1028,0.0,0.0,0.6,0.6,0.2,0.9,0.5
v1029,0.4,0.4,0.5,0.4,0.3,0.5,0.6
v1030,0.0,0.2,0.6,0.8,1.0,0.7,0.0
v1031,0.8,0.2,0.3,0.6,0.3,0.0,0.0
v1032,0.0,0.0,0.3,0.6,0.6,0.1,0.5
v1033,0.0,0.6,0.4,0.9,0.6,0.4,
v1034,0.8,0.4,0.2,0.4,0.0,0.4,0.0
v1035,0.4,0.5,0.1,0.8,0.4,0.1,0.5
v1036,0.0,0.3,1.0,0.3,1.0,0.0,0.0
v1037,0.1,0.8,0.6,0.6,0.7,0.1,0.0
v1038,0.9,0.0,0.9,0.5,0.0,0.0,0.0
v1039,0.5,0.5,0.3,0.0,0.0,0.0,0.0
v1040,0.1,0.9,0.2,0.6,0.5,0.0,0.4
v1041,0.0,0.0,0.5,0.2,0.8,0.7,0.2
v1042,0.1,0.5,0.8,,0.1,0.1,0.6
v1043,0.0,0.9,0.2,0.9,0.9,0.0,0.4
v1044,0.0,0.7,0.7,0.7,0.7,0.7,
v1045,0.1,0.9,0.1,0.7,0.4,0.0,0.1
v1046,0.0,0.2,0.2,0.8,1.0,0.2,0.2
v1047,0.8,0.0,0.0,0.0,0.0,0.0,0.0
v1048,0.5,0.5,0.0,0.1,0.0,0.0,0.0
v1049,0.0,0.0,1.0,0.2,0.2,0.5,0.3
v1050,0.6,0.1,0.1,0.2,0.1,0.2,0.2
v1051,,,,,0.0,,
v1052,0.0,0.2,0.8,0.9,1.0,0.8,0.0
v1053,0.0,0.3,0.8,0.9,0.9,0.6,0.1
v1054,0.0,0.6,0.8,0.7,0.6,,
v1055,0.0,0.3,0.6,0.4,0.9,0.4,0.0
v1056,0.5,0.6,0.3,0.7,0.3,0.0,0.5
v1057,1.0,0.3,0.3,0.6,0.8,0.0,0.0
v1058,0.9,0.9,0.3,0.5,0.0,0.0,0.2
v1059,0.0,0.3,0.6,0.5,0.7,0.6,0.4
v1060,0.0,0.3,0.1,0.1,0.2,0.0,0.0
v1061,0.0,0.2,0.6,0.5,1.0,0.9,0.8
v1062,0.0,0.6,0.5,0.8,0.6,0.4,
v1063,0.8,0.0,0.0,0.0,0.0,0.2,0.2
v1064,0.1,0.9,0.4,0.6,0.4,0.1,0.2
v1065,1.0,0.0,0.0,0.0,0.0,0.1,0.4
v1066,0.0,0.3,0.7,1.0,0.9,0.9,0.0
v1067,0.0,0.5,0.0,1.0,0.4,0.1,0.2
v1068,1.0,0.0,0.4,0.5,0.0,0.0,0.0
v1069,0.1,0.1,0.7,0.4,0.5,0.9,
v1070,0.0,0.2,0.5,0.5,0.7,0.4,0.7
v1071,0.9,0.1,0.1,0.0,0.0,0.0,0.0
v1072,0.0,0.5,0.9,0.8,1.0,0.0,0.5
v1073,0.0,0.0,0.8,0.5,0.0,0.5,0.0
v1074,0.5,0.6,0.3,0.6,0.6,0.0,0.0
v1075,0.0,0.3,0.7,0.8,0.5,,
v1076,0.0,0.5,0.0,0.7,0.0,0.0,0.4
v1077,0.0,0.3,1.0,0.3,1.0,0.8,0.1
v1078,0.0,0.2,0.6,0.9,0.9,0.6,
v1079,1.0,0.0,0.2,0.1,0.0,0.5,0.2
v1080,0.0,1.0,0.2,0.8,0.2,0.0,0.0
v1081,0.8,0.0,0.0,0.7,0.0,0.0,0.0
v1082,0.0,0.2,1.0,0.5,0.5,0.0,0.0
v1083,0.0,0.0,0.8,0.4,0.7,1.0,0.7
v1084,0.0,0.5,0.6,0.0,0.9,0.5,1.0
v1085,0.0,0.4,0.6,0.5,1.0,0.5,0.1
v1086,0.8,0.0,0.8,0.0,0.0,0.0,0.0
v1087,0.0,0.2,0.5,0.9,1.0,0.2,0.0
v1088,0.8,0.0,0.3,0.1,0.0,0.2,0.0
v1089,0.0,0.6,0.5,0.8,0.9,0.0,0.2
v1090,0.0,0.9,0.0,0.0,0.0,0.0,0.0
v1091,1.0,0.6,0.2,0.0,0.0,0.0,0.0
v1092,0.0,0.9,0.0,0.8,0.8,0.1,1.0
v1093,0.0,0.4,0.3,0.6,0.8,0.1,0.1
v1094,0.0,0.9,0.7,0.6,0.3,0.0,0.0
v1095,0.0,0.7,0.2,0.5,0.2,0.3,0.3
v1096,0.4,0.0,0.0,0.0,0.0,0.0,0.0
v1097,0.0,0.2,0.9,0.9,0.9,0.6,0.0
v1098,0.0,0.0,0.7,0.0,0.7,1.0,0.0
v1099,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1100,0.0,0.9,0.0,0.4,0.0,0.0,0.3
v1101,0.1,0.0,0.0,,0.0,,0.0
v1102,0.0,0.0,0.4,0.1,0.6,1.0,0.5
v1103,0.6,0.0,0.5,0.4,0.1,0.3,0.2
v1104,0.0,0.5,0.2,0.5,0.9,0.1,0.0
v1105,1.0,0.6,0.3,0.4,0.1,0.2,0.1
v1106,0.0,0.1,1.0,0.3,0.2,0.3,0.8
v1107,0.0,0.3,0.3,0.7,0.5,0.5,0.9
v1108,0.0,0.6,0.6,0.7,0.9,0.8,0.2
v1109,0.1,0.2,0.0,0.5,0.6,0.2,0.8
v1110,0.6,0.6,0.4,0.4,0.3,0.1,0.1
v1111,0.0,1.0,0.0,0.8,0.7,0.0,0.2
v1112,0.0,0.2,0.8,0.4,0.8,0.5,0.5
v1113,0.0,0.0,0.0,0.0,0.0,0.1,0.0
v1114,0.0,0.1,0.7,0.7,0.7,0.6,0.6
v1115,0.0,0.2,0.4,0.7,0.8,0.6,0.7
v1116,0.0,0.3,0.8,0.4,0.6,0.5,0.1
v1117,1.0,0.0,0.5,0.3,0.0,0.3,0.6
v1118,0.0,0.7,0.0,0.2,0.0,0.0,0.0
v1119,0.0,0.4,0.5,0.7,0.7,0.4,0.4
v1120,0.0,1.0,0.0,0.0,0.0,,
v1121,0.1,0.5,0.7,0.6,0.5,0.3,0.3
v1122,0.0,0.2,0.7,0.6,0.5,0.0,0.4
v1123,0.8,0.8,0.8,0.6,0.1,0.0,0.1
v1124,0.3,0.6,0.4,0.4,0.5,0.4,0.7
v1125,0.0,0.4,0.3,0.8,0.8,0.0,0.0
v1126,0.5,0.8,0.0,0.7,0.2,0.0,0.0
v1127,0.0,0.4,0.8,0.2,0.6,0.0,0.0
v1128,0.0,0.3,0.9,1.0,1.0,0.8,
v1129,0.7,0.4,0.8,0.6,0.3,0.2,0.6
v1130,0.4,0.5,0.0,0.1,0.5,0.0,0.4
v1131,0.0,0.9,0.7,0.8,0.3,0.2,0.7
v1132,0.0,0.0,0.0,,0.0,0.3,0.3
v1133,0.0,0.5,0.3,0.6,1.0,0.4,0.0
v1134,1.0,0.4,0.2,0.4,0.0,0.8,0.0
v1135,0.0,0.5,0.5,1.0,0.5,0.6,0.5
v1136,0.4,0.5,0.2,0.4,0.0,0.3,
v1137,0.7,0.8,0.2,0.2,0.0,0.0,0.0
v1138,0.0,0.2,0.7,0.5,0.8,0.7,0.6
v1139,1.0,0.3,0.7,0.3,0.0,0.2,0.0
v1140,0.0,0.0,0.4,0.4,0.0,0.0,0.3
v1141,0.0,0.7,0.6,0.8,0.6,0.5,0.0
v1142,0.0,0.8,0.3,1.0,0.7,0.1,0.3
v1143,0.5,0.3,0.2,0.2,0.4,0.7,0.7
v1144,0.6,0.1,0.5,0.2,0.4,0.3,0.1
v1145,,,,,1.0,,
v1146,0.0,0.3,1.0,0.4,0.2,0.2,0.2
v1147,0.0,0.4,0.7,0.5,0.7,0.4,0.5
v1148,0.0,0.0,0.3,0.0,0.3,1.0,0.4
v1149,,,,,1.0,,
v1150,1.0,0.0,0.1,0.1,0.4,0.8,0.5
v1151,0.0,0.5,0.2,0.5,0.2,0.0,0.2
v1152,0.6,0.2,0.0,0.0,0.0,0.0,0.2
v1153,0.0,0.5,0.5,0.8,0.0,0.3,0.0
v1154,0.9,0.8,0.0,0.0,0.0,0.0,0.0
v1155,0.0,0.3,1.0,0.4,0.8,0.6,0.7
v1156,0.0,0.5,0.8,0.7,0.7,0.5,0.1
v1157,0.0,0.3,0.7,0.7,0.8,0.8,0.3
v1158,1.0,0.5,0.5,0.0,0.0,0.0,0.0
v1159,0.0,0.0,0.5,0.3,0.5,0.1,0.0
v1160,0.1,0.6,0.7,0.6,0.6,0.0,0.3
v1161,0.0,0.6,0.5,0.7,0.5,0.0,0.0
v1162,0.0,0.1,0.2,0.8,0.6,0.1,0.6
v1163,0.1,0.6,0.8,0.2,0.0,0.6,0.4
v1164,0.5,0.5,0.5,0.6,0.3,,0.3
v1165,0.0,0.1,0.7,0.9,0.8,0.5,
v1166,0.0,0.5,0.3,0.8,0.2,0.1,0.0
v1167,0.0,0.6,1.0,0.4,0.3,0.2,0.9
v1168,0.0,0.5,0.7,0.5,0.7,0.5,0.3
v1169,0.8,0.7,0.2,0.3,0.2,0.0,0.0
v1170,0.4,0.3,0.2,0.4,0.2,0.2,0.2
v1171,0.0,0.7,0.1,1.0,0.2,0.0,
v1172,0.0,0.0,0.5,0.4,0.7,0.5,0.3
v1173,0.0,0.0,0.0,0.3,0.0,1.0,0.0
v1174,0.1,0.3,0.8,0.7,0.5,0.5,0.3
v1175,0.0,1.0,0.5,0.5,0.3,0.0,0.0
v1176,0.3,0.5,0.4,1.0,0.8,0.0,1.0
v1177,0.0,0.0,0.7,1.0,0.7,0.0,0.0
v1178,0.6,0.2,0.8,0.6,0.4,0.5,0.5
v1179,0.0,,,,1.0,,
v1180,0.8,0.3,0.5,0.7,0.6,0.6,0.1
v1181,0.0,0.8,1.0,0.6,0.9,0.7,0.8
v1182,0.0,0.6,0.9,0.0,0.8,0.9,0.8
v1183,0.2,0.6,0.4,0.5,0.5,0.3,0.3
v1184,0.9,0.1,0.1,0.1,0.1,0.1,0.3
v1185,0.0,0.6,0.6,0.8,0.9,0.0,0.0
v1186,0.0,0.9,0.0,0.3,0.9,0.3,
v1187,0.9,0.9,0.0,0.9,0.0,0.2,0.0
v1188,0.0,0.3,0.6,0.9,0.9,0.5,0.5
v1189,0.0,0.1,0.8,0.4,0.8,1.0,0.2
v1190,0.9,0.9,0.0,0.2,0.0,0.0,0.2
v1191,0.0,0.9,0.5,0.5,0.6,0.1,0.5
v1192,0.0,1.0,0.1,0.6,0.4,0.0,0.1
v1193,0.2,0.3,0.3,0.7,0.6,0.2,0.4
v1194,0.0,0.5,0.4,0.3,0.7,0.2,0.0
v1195,0.8,0.5,0.5,0.4,0.0,0.5,0.6
v1196,0.0,0.1,0.8,0.9,1.0,0.2,0.0
v1197,0.0,0.3,0.7,0.7,0.6,0.5,0.6
v1198,0.0,0.0,0.9,0.0,0.6,1.0,0.0
v1199,0.6,0.1,0.0,0.6,0.0,0.3,0.5
v1200,0.0,0.4,0.5,0.4,0.4,0.5,0.0
v1201,0.4,0.7,0.4,1.0,0.5,0.4,0.2
v1202,1.0,0.0,0.0,0.0,0.0,,0.0
v1203,0.0,0.2,0.6,0.7,0.2,0.6,0.2
v1204,0.3,0.1,0.4,0.2,0.2,0.0,
v1205,0.0,0.0,0.8,0.7,1.0,1.0,0.0
v1206,0.0,0.0,1.0,0.4,0.4,0.6,0.0
v1207,0.0,0.5,0.5,0.3,0.3,0.0,0.4
v1208,0.0,0.0,0.9,0.6,0.9,0.7,0.5
v1209,0.0,1.0,0.0,0.6,0.5,0.0,0.0
v1210,0.0,0.1,0.1,0.4,0.3,0.2,0.0
v1211,0.0,0.4,0.6,1.0,0.9,0.2,0.8
v1212,0.0,0.0,0.4,0.6,0.4,0.5,0.3
v1213,0.0,0.0,0.0,1.0,0.3,0.0,0.0
v1214,0.5,0.7,0.1,1.0,0.2,0.3,0.5
v1215,0.0,0.3,0.6,0.7,0.5,0.5,0.6
v1216,0.1,0.0,0.3,0.0,0.0,0.3,0.1
v1217,0.0,0.3,0.3,1.0,1.0,0.6,0.0
v1218,0.8,0.0,0.2,0.3,0.0,0.2,0.1
v1219,0.0,0.0,0.3,0.0,0.3,0.8,0.0
v1220,0.0,0.3,0.8,0.6,0.6,0.5,0.4
v1221,0.5,0.0,0.0,0.0,0.0,0.0,1.0
v1222,0.0,0.6,0.0,0.9,1.0,0.2,0.2
v1223,0.0,0.7,0.8,0.7,0.8,0.5,0.3
v1224,0.0,0.8,0.7,0.9,0.7,0.3,0.3
v1225,,,,,1.0,,
v1226,0.0,0.2,0.9,0.1,0.8,0.5,0.0
v1227,0.0,0.1,0.5,0.4,0.6,0.6,0.1
v1228,0.0,0.4,0.8,0.6,1.0,0.8,0.3
v1229,0.0,0.7,0.7,0.5,0.8,0.0,0.2
v1230,0.0,0.4,0.7,1.0,0.8,0.4,0.5
v1231,0.1,0.8,0.7,0.7,0.2,0.5,0.1
v1232,0.0,0.4,1.0,0.4,0.8,0.8,0.2
v1233,0.0,0.4,0.5,0.7,0.8,0.3,0.4
v1234,0.0,0.1,0.8,0.5,0.8,0.8,0.0
v1235,0.0,0.1,1.0,0.5,0.7,0.5,0.8
v1236,0.0,0.0,0.4,0.7,1.0,0.8,0.0
v1237,0.0,0.4,0.2,0.4,0.3,0.0,0.5
v1238,,,,,1.0,,
v1239,0.0,0.3,0.5,0.6,0.7,0.8,1.0
v1240,0.0,0.5,0.0,0.0,0.6,0.2,0.0
v1241,0.0,0.3,0.8,0.4,1.0,0.5,0.3
v1242,0.0,0.2,0.2,0.5,0.5,0.4,0.4
v1243,0.0,0.0,0.8,0.6,0.8,0.7,0.2
v1244,0.7,0.5,0.4,0.0,0.3,0.2,0.3
v1245,0.0,0.4,1.0,0.4,0.9,0.8,0.6
v1246,0.0,0.5,0.7,0.6,0.6,0.2,0.6
v1247,0.0,0.3,0.3,1.0,0.3,0.2,0.7
v1248,0.3,0.5,0.5,0.5,0.4,0.0,0.0
v1249,1.0,0.7,0.4,0.5,0.2,0.1,0.0
v1250,0.0,0.7,0.6,0.9,0.8,0.4,0.7
v1251,0.5,0.9,0.0,0.0,0.1,0.0,0.9
v1252,0.0,0.7,0.2,0.5,0.0,0.1,0.0
v1253,0.3,0.6,0.5,0.9,0.2,0.2,0.3
v1254,0.5,0.1,0.5,0.0,0.0,0.4,0.0
v1255,0.0,1.0,0.5,1.0,0.9,0.4,0.2
v1256,0.0,0.0,0.6,0.5,0.6,0.6,0.6
v1257,1.0,0.0,0.3,0.3,0.0,0.0,0.0
v1258,0.0,0.6,0.8,0.6,1.0,0.7,0.0
v1259,0.0,0.3,0.8,0.6,1.0,0.9,0.7
v1260,0.3,0.6,0.8,0.6,0.5,,
v1261,0.8,0.4,0.5,0.4,0.3,,0.5
v1262,0.2,1.0,0.5,0.6,0.8,,0.0
v1263,0.8,0.4,0.0,0.0,0.0,0.5,
v1264,0.0,0.4,0.5,0.5,0.1,0.0,
v1265,0.0,0.0,1.0,0.5,0.2,0.0,0.0
v1266,0.0,0.3,0.9,0.4,0.0,0.0,0.0
v1267,0.0,0.2,0.4,0.5,0.6,0.3,0.2
v1268,0.0,0.0,0.0,0.4,0.0,0.7,0.4
v1269,0.1,0.8,0.7,0.6,0.2,0.1,0.6
v1270,0.0,0.3,0.7,0.3,0.6,0.3,0.3
v1271,0.0,0.0,0.9,0.1,0.5,0.9,0.5
v1272,0.0,1.0,0.1,0.6,1.0,0.0,0.0
v1273,0.1,0.6,0.9,0.7,0.2,0.4,0.1
v1274,0.1,0.9,0.6,0.8,0.6,0.0,
v1275,0.1,0.2,0.6,0.6,0.7,0.6,0.2
v1276,0.0,0.2,0.3,0.3,0.7,0.6,0.4
v1277,0.2,0.6,0.6,0.6,0.0,0.2,0.2
v1278,0.0,0.4,0.5,0.9,0.7,0.5,0.7
v1279,0.6,0.0,0.0,0.2,0.1,0.3,0.0
v1280,0.0,0.0,0.6,0.2,0.7,0.8,0.5
v1281,0.8,0.4,0.2,0.8,0.3,0.0,0.0
v1282,0.0,0.4,0.8,0.5,0.9,0.6,0.8
v1283,0.2,1.0,0.6,0.7,0.6,0.1,
v1284,0.9,0.2,0.1,0.5,0.0,0.0,0.5
v1285,0.0,0.2,0.9,0.4,0.6,0.9,0.5
v1286,0.5,0.9,0.0,0.6,0.3,0.0,0.1
v1287,0.8,0.3,0.0,0.2,0.0,0.0,0.0
v1288,0.7,0.3,0.3,0.3,0.2,,
v1289,0.6,1.0,0.6,0.8,0.1,0.1,1.0
v1290,0.0,0.0,0.3,0.4,1.0,0.4,0.4
v1291,0.0,0.5,0.5,0.9,0.8,0.5,0.3
v1292,0.1,0.8,0.2,0.8,0.8,0.5,0.2
v1293,0.8,0.3,1.0,,0.3,0.1,0.2
v1294,0.6,0.6,0.0,0.6,0.0,0.0,0.0
v1295,0.0,0.3,0.5,0.7,0.9,0.7,0.5
v1296,0.0,0.8,0.3,0.2,0.7,0.0,0.0
v1297,0.0,0.9,0.6,0.4,0.4,0.1,0.8
v1298,0.0,0.0,0.6,0.7,0.5,1.0,0.3
v1299,0.0,0.4,0.8,0.5,0.0,0.0,0.6
v1300,0.6,0.6,0.5,0.7,0.6,0.4,0.7
v1301,0.1,0.7,0.5,0.9,0.7,0.3,0.5
v1302,0.0,0.1,0.5,0.8,0.8,0.3,0.3
v1303,1.0,0.0,0.0,0.0,0.0,0.0,0.0
v1304,0.0,0.7,0.6,0.7,0.6,,0.7
v1305,0.0,0.1,0.5,0.9,0.8,0.8,0.6
v1306,0.3,0.5,0.5,0.5,0.3,0.0,0.0
v1307,0.1,0.1,0.3,0.5,0.4,0.3,0.3
v1308,0.0,0.4,0.9,0.0,1.0,0.6,0.0
v1309,0.2,0.3,0.0,0.7,0.5,0.4,0.3
v1310,0.0,0.3,0.5,0.4,0.7,0.5,
v1311,0.5,0.5,0.3,0.9,0.2,0.0,0.1
v1312,0.4,0.5,0.6,,0.3,,
v1313,0.2,0.4,0.0,0.1,0.0,0.0,0.1
v1314,0.0,0.7,0.5,0.8,0.4,0.0,0.0
v1315,0.0,0.5,0.7,0.5,0.9,0.7,1.0
v1316,0.4,0.4,0.2,0.2,0.2,0.2,0.1
v1317,0.0,0.6,1.0,0.4,0.7,0.8,0.0
v1318,0.0,0.5,0.8,0.7,0.8,0.4,0.6
v1319,0.8,0.1,0.1,0.2,0.0,0.3,0.1
v1320,0.0,0.4,0.6,0.6,0.6,0.3,0.2
v1321,0.9,1.0,0.0,0.9,0.0,0.1,0.4
v1322,0.5,0.4,0.4,0.5,0.5,0.5,0.5
v1323,0.5,0.8,0.6,1.0,0.8,0.5,0.4
v1324,0.5,0.2,0.0,0.0,0.0,0.0,0.0
v1325,0.0,0.0,0.2,0.0,0.0,0.0,0.0
v1326,0.2,0.1,0.2,0.1,0.0,0.1,0.3
v1327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
v1328,0.0,0.0,0.8,0.0,1.0,0.8,0.6
v1329,0.5,0.8,0.4,0.4,0.3,0.2,0.2
v1330,0.0,0.3,0.8,0.4,0.8,0.3,0.0
v1331,0.0,0.0,0.6,0.8,0.7,0.3,0.2
v1332,0.0,0.6,0.9,0.7,0.7,0.5,0.4
v1333,0.0,0.0,0.7,0.3,0.8,0.7,0.6
v1334,0.0,0.6,0.8,0.8,0.8,0.7,0.7
v1335,0.1,0.7,0.7,0.5,0.0,0.0,0.0
v1336,0.0,0.0,0.5,0.1,0.1,0.0,0.1
v1337,0.0,0.5,0.8,0.6,1.0,0.6,0.4
v1338,0.0,0.0,0.8,0.5,0.5,0.7,0.7
v1339,1.0,0.9,0.5,0.5,0.5,0.5,0.0
v1340,0.0,0.2,0.8,0.4,0.7,0.5,0.5
v1341,0.0,0.0,0.6,0.5,0.8,0.4,0.7
v1342,0.8,0.8,0.8,,0.2,,
v1343,0.0,0.3,0.8,0.8,1.0,0.5,0.3
v1344,0.0,0.7,0.0,0.8,0.5,0.0,0.2
v1345,0.1,0.6,0.1,0.4,0.2,0.0,0.0
v1346,0.6,0.5,0.3,0.2,0.3,0.3,0.3
v1347,0.0,0.8,0.6,0.8,0.8,0.2,0.4
v1348,0.4,0.6,0.0,0.4,0.4,0.0,0.0
v1349,0.0,0.1,0.2,0.2,0.2,0.1,0.1
v1350,0.0,0.0,0.8,0.7,0.4,0.6,0.5
v1351,0.0,,,,1.0,,
v1352,0.0,0.3,0.5,0.6,0.6,0.0,0.0
v1353,0.3,0.2,0.0,0.1,0.0,0.0,0.5
v1354,0.0,0.4,0.4,0.9,0.9,0.4,0.4
v1355,0.0,0.4,0.6,0.4,0.4,0.7,
v1356,0.0,0.0,0.8,0.4,0.9,0.7,0.5
v1357,1.0,0.0,0.0,0.0,0.0,0.0,0.1
v1358,0.4,0.5,0.3,0.3,0.0,0.1,0.1
v1359,0.8,0.4,0.0,0.4,0.2,0.0,0.6
v1360,0.0,0.1,0.6,1.0,0.4,0.0,0.5
v1361,0.7,0.0,0.0,0.1,0.0,0.0,0.1
v1362,0.0,0.4,0.8,0.5,0.7,0.7,0.5
v1363,0.8,0.0,0.0,0.2,0.0,0.0,0.3
v1364,0.7,0.6,0.6,0.6,0.5,0.7,0.7
v1365,0.2,1.0,0.5,0.3,0.1,0.7,0.2
v1366,0.4,0.0,0.4,0.0,0.0,0.0,0.5
v1367,0.0,0.5,0.9,0.8,1.0,0.8,0.6
v1368,0.0,0.3,0.8,0.5,0.7,0.6,
v1369,0.0,0.0,0.0,0.6,0.4,0.0,0.0
v1370,0.3,0.5,0.8,0.5,0.1,0.0,0.0
v1371,0.2,0.7,0.2,1.0,0.7,0.1,0.6
v1372,0.7,0.5,0.5,0.5,0.3,0.5,0.3
v1373,0.1,0.1,0.6,0.2,0.2,0.7,0.8
